         S_ALK   S_I       S_ND       S_NH       S_NO       S_O        S_S      X_BA        X_BH   X_I       X_ND       X_P         X_S
t202  5.462824  40.0   2.530735  16.880525  21.900988  0.683477   5.563713  7.809829  154.387024  40.0   2.241041  5.595241   17.395700
t203  5.457279  40.0   2.528030  16.849552  21.947640  0.683258   5.556161  7.819615  154.406293  40.0   2.220836  5.610565   17.242730
t204  5.451736  40.0   2.525341  16.818466  21.994164  0.683045   5.548639  7.829368  154.424557  40.0   2.200981  5.625790   17.092326
t205  5.446194  40.0   2.522669  16.787271  22.040560  0.682837   5.541148  7.839086  154.441822  40.0   2.181473  5.640917   16.944471
t206  5.440653  40.0   2.520015  16.755968  22.086828  0.682635   5.533690  7.848770  154.458096  40.0   2.162308  5.655945   16.799146
t207  5.435114  40.0   2.517379  16.724558  22.132969  0.682438   5.526268  7.858420  154.473386  40.0   2.143484  5.670876   16.656335
t208  5.429576  40.0   2.514760  16.693044  22.178982  0.682246   5.518883  7.868036  154.487700  40.0   2.124997  5.685709   16.516018
t209  5.424040  40.0   2.512159  16.661426  22.224867  0.682059   5.511539  7.877618  154.501047  40.0   2.106844  5.700445   16.378177
t210  5.418506  40.0   2.509577  16.629708  22.270625  0.681876   5.504235  7.887167  154.513434  40.0   2.089022  5.715084   16.242791
t211  5.412974  40.0   2.507014  16.597890  22.316256  0.681698   5.496976  7.896682  154.524870  40.0   2.071529  5.729626   16.109841
t212  5.407444  40.0   2.504470  16.565975  22.361761  0.681524   5.489763  7.906163  154.535363  40.0   2.054361  5.744072   15.979307
t213  5.401916  40.0   2.501945  16.533964  22.407138  0.681353   5.482597  7.915611  154.544924  40.0   2.037514  5.758423   15.851168
t214  5.396391  40.0   2.499440  16.501858  22.452389  0.681186   5.475482  7.925025  154.553560  40.0   2.020986  5.772678   15.725402
t215  5.390868  40.0   2.496955  16.469661  22.497513  0.681023   5.468418  7.934406  154.561282  40.0   2.004774  5.786838   15.601989
t216  5.385347  40.0   2.494491  16.437373  22.542511  0.680862   5.461408  7.943754  154.568100  40.0   1.988873  5.800903   15.480906
t217  5.379829  40.0   2.492047  16.404996  22.587383  0.680704   5.454454  7.953069  154.574023  40.0   1.973281  5.814873   15.362130
t218  5.374315  40.0   2.489625  16.372532  22.632129  0.680549   5.447558  7.962351  154.579061  40.0   1.957995  5.828750   15.245640
t219  5.368803  40.0   2.487224  16.339984  22.676748  0.680397   5.440721  7.971599  154.583225  40.0   1.943011  5.842532   15.131412
t220  5.363294  40.0   2.484845  16.307352  22.721242  0.680246   5.433946  7.980815  154.586526  40.0   1.928325  5.856221   15.019423
t221  5.357788  40.0   2.482488  16.274639  22.765609  0.680098   5.427234  7.989998  154.588974  40.0   1.913934  5.869817   14.909649
t222  5.352285  40.0   2.480154  16.241846  22.809851  0.679951   5.420588  7.999148  154.590580  40.0   1.899835  5.883321   14.802065
t223  5.346786  40.0   2.477844  16.208976  22.853967  0.679806   5.414007  8.008265  154.591356  40.0   1.886025  5.896732   14.696648
t224  5.341291  40.0   2.475556  16.176030  22.897958  0.679662   5.407496  8.017350  154.591313  40.0   1.872499  5.910051   14.593373
t225  5.335799  40.0   2.473292  16.143011  22.941823  0.679519   5.401054  8.026402  154.590463  40.0   1.859254  5.923278   14.492215
t226  5.330311  40.0   2.471052  16.109919  22.985562  0.679377   5.394684  8.035422  154.588818  40.0   1.846287  5.936414   14.393148
t227  5.324827  40.0   2.468837  16.076758  23.029176  0.679236   5.388386  8.044409  154.586388  40.0   1.833594  5.949459   14.296148
t228  5.319347  40.0   2.466647  16.043529  23.072664  0.679095   5.382164  8.053364  154.583188  40.0   1.821172  5.962413   14.201188
t229  5.313872  40.0   2.464481  16.010234  23.116027  0.678954   5.376017  8.062287  154.579228  40.0   1.809017  5.975277   14.108242
t230  5.308401  40.0   2.462342  15.976874  23.159265  0.678814   5.369947  8.071178  154.574521  40.0   1.797124  5.988051   14.017285
t231  5.302934  40.0   2.460228  15.943453  23.202377  0.678673   5.363956  8.080036  154.569080  40.0   1.785492  6.000736   13.928290
t232  5.297472  40.0   2.458140  15.909972  23.245364  0.678532   5.358045  8.088863  154.562917  40.0   1.774116  6.013332   13.841230
t233  5.292015  40.0   2.456078  15.876433  23.288226  0.678391   5.352214  8.097657  154.556046  40.0   1.762992  6.025838   13.756079
t234  5.286563  40.0   2.454043  15.842838  23.330962  0.678249   5.346465  8.106420  154.548479  40.0   1.752116  6.038257   13.672809
t235  5.281115  40.0   2.452036  15.809189  23.373573  0.678106   5.340799  8.115151  154.540229  40.0   1.741486  6.050587   13.591395
t236  5.275674  40.0   2.450055  15.775488  23.416059  0.677962   5.335217  8.123850  154.531309  40.0   1.731097  6.062829   13.511809
t237  5.270237  40.0   2.448102  15.741738  23.458419  0.677817   5.329720  8.132518  154.521733  40.0   1.720946  6.074985   13.434023
t238  5.264806  40.0   2.446177  15.707940  23.500654  0.677670   5.324307  8.141154  154.511513  40.0   1.711028  6.087053   13.358011
t239  5.259381  40.0   2.444280  15.674097  23.542764  0.677523   5.318981  8.149759  154.500663  40.0   1.701341  6.099035   13.283746
t240  5.253961  40.0   2.442411  15.640210  23.584749  0.677373   5.313742  8.158332  154.489197  40.0   1.691881  6.110931   13.211200
t241  5.248548  40.0   2.440570  15.606281  23.626608  0.677222   5.308590  8.166874  154.477127  40.0   1.682643  6.122740   13.140345
t242  5.243141  40.0   2.438759  15.572314  23.668342  0.677070   5.303526  8.175384  154.464467  40.0   1.673625  6.134465   13.071155
t243  5.237740  40.0   2.436975  15.538310  23.709951  0.676915   5.298550  8.183864  154.451231  40.0   1.664822  6.146104   13.003602
t244  5.232345  40.0   2.435221  15.504270  23.751434  0.676758   5.293663  8.192312  154.437432  40.0   1.656231  6.157659   12.937659
t245  5.226958  40.0   2.433496  15.470198  23.792792  0.676599   5.288865  8.200729  154.423083  40.0   1.647849  6.169130   12.873299
t246  5.221576  40.0   2.431800  15.436096  23.834025  0.676438   5.284156  8.209115  154.408198  40.0   1.639671  6.180517   12.810495
t247  5.216202  40.0   2.430133  15.401964  23.875132  0.676274   5.279536  8.217471  154.392791  40.0   1.631694  6.191820   12.749219
t248  5.210835  40.0   2.428496  15.367807  23.916114  0.676108   5.275006  8.225795  154.376874  40.0   1.623915  6.203040   12.689444
t249  5.205475  40.0   2.426888  15.333626  23.956970  0.675940   5.270565  8.234089  154.360462  40.0   1.616329  6.214178   12.631145
t250  5.200123  40.0   2.425310  15.299422  23.997701  0.675769   5.266213  8.242352  154.343566  40.0   1.608934  6.225233   12.574293
t251  5.194778  40.0   2.423761  15.265199  24.038307  0.675595   5.261950  8.250584  154.326202  40.0   1.601726  6.236207   12.518863
t252  5.189441  40.0   2.422242  15.230958  24.078787  0.675419   5.257777  8.258786  154.308382  40.0   1.594701  6.247099   12.464828
t253  5.184111  40.0   2.420752  15.196702  24.119141  0.675240   5.253692  8.266958  154.290118  40.0   1.587855  6.257910   12.412162
t254  5.178790  40.0   2.419292  15.162432  24.159370  0.675058   5.249696  8.275099  154.271425  40.0   1.581186  6.268640   12.360838
t255  5.173477  40.0   2.417861  15.128151  24.199473  0.674873   5.245788  8.283210  154.252315  40.0   1.574690  6.279291   12.310831
t256  5.168172  40.0   2.416459  15.093861  24.239451  0.674685   5.241967  8.291290  154.232802  40.0   1.568363  6.289861   12.262115
t257  5.162876  40.0   2.415087  15.059564  24.279303  0.674494   5.238234  8.299340  154.212897  40.0   1.562203  6.300352   12.214665
t258  5.157588  40.0   2.413745  15.025263  24.319030  0.674301   5.234588  8.307361  154.192613  40.0   1.556205  6.310764   12.168455
t259  5.152309  40.0   2.412431  14.990959  24.358631  0.674104   5.231028  8.315351  154.171964  40.0   1.550366  6.321097   12.123461
t260  5.147039  40.0   2.411146  14.956654  24.398106  0.673905   5.227553  8.323311  154.150961  40.0   1.544684  6.331353   12.079657
t261  5.141778  40.0   2.409891  14.922351  24.437456  0.673702   5.224164  8.331241  154.129618  40.0   1.539154  6.341530   12.037019
t262  5.136527  40.0   2.408664  14.888052  24.476680  0.673497   5.220858  8.339142  154.107945  40.0   1.533775  6.351630   11.995522
t263  5.131284  40.0   2.407465  14.853758  24.515778  0.673288   5.217636  8.347012  154.085956  40.0   1.528541  6.361654   11.955144
t264  5.126052  40.0   2.406295  14.819473  24.554751  0.673076   5.214497  8.354853  154.063662  40.0   1.523452  6.371601   11.915860
t265  5.120829  40.0   2.405154  14.785197  24.593598  0.672862   5.211439  8.362665  154.041074  40.0   1.518502  6.381471   11.877646
t266  5.115615  40.0   2.404040  14.750933  24.632319  0.672644   5.208463  8.370447  154.018206  40.0   1.513690  6.391267   11.840480
t267  5.110412  40.0   2.402954  14.716683  24.670915  0.672424   5.205566  8.378199  153.995067  40.0   1.509012  6.400987   11.804338
t268  5.105219  40.0   2.401895  14.682449  24.709385  0.672200   5.202749  8.385922  153.971670  40.0   1.504465  6.410632   11.769199
t269  5.100036  40.0   2.400864  14.648233  24.747729  0.671974   5.200010  8.393616  153.948025  40.0   1.500047  6.420203   11.735040
t270  5.094864  40.0   2.399860  14.614037  24.785947  0.671744   5.197348  8.401280  153.924143  40.0   1.495754  6.429700   11.701839
t271  5.089702  40.0   2.398883  14.579863  24.824040  0.671512   5.194762  8.408915  153.900036  40.0   1.491584  6.439123   11.669574
t272  5.084550  40.0   2.397932  14.545713  24.862008  0.671277   5.192251  8.416522  153.875714  40.0   1.487534  6.448474   11.638224
t273  5.079410  40.0   2.397008  14.511588  24.899850  0.671039   5.189815  8.424099  153.851187  40.0   1.483600  6.457751   11.607769
t274  5.074280  40.0   2.396109  14.477491  24.937566  0.670799   5.187451  8.431647  153.826466  40.0   1.479781  6.466957   11.578188
t275  5.069162  40.0   2.395236  14.443424  24.975157  0.670556   5.185160  8.439166  153.801561  40.0   1.476074  6.476091   11.549459
t276  5.064055  40.0   2.394388  14.409388  25.012622  0.670310   5.182939  8.446656  153.776481  40.0   1.472476  6.485153   11.521565
t277  5.058959  40.0   2.393565  14.375385  25.049962  0.670061   5.180788  8.454118  153.751236  40.0   1.468984  6.494145   11.494483
t278  5.053874  40.0   2.392767  14.341417  25.087176  0.669810   5.178705  8.461551  153.725837  40.0   1.465597  6.503066   11.468197
t279  5.048801  40.0   2.391994  14.307485  25.124265  0.669556   5.176690  8.468955  153.700292  40.0   1.462310  6.511917   11.442686
t280  5.043740  40.0   2.391244  14.273592  25.161228  0.669300   5.174741  8.476330  153.674610  40.0   1.459123  6.520699   11.417932
t281  5.038691  40.0   2.390518  14.239740  25.198067  0.669041   5.172857  8.483678  153.648802  40.0   1.456032  6.529411   11.393916
t282  5.033653  40.0   2.389815  14.205929  25.234780  0.668780   5.171037  8.490996  153.622874  40.0   1.453036  6.538055   11.370621
t283  5.028628  40.0   2.389135  14.172162  25.271368  0.668517   5.169280  8.498287  153.596836  40.0   1.450132  6.546630   11.348029
t284  5.023615  40.0   2.388478  14.138439  25.307830  0.668251   5.167584  8.505549  153.570697  40.0   1.447317  6.555137   11.326123
t285  5.018614  40.0   2.387842  14.104764  25.344168  0.667983   5.165949  8.512783  153.544464  40.0   1.444589  6.563577   11.304885
t286  5.013625  40.0   2.387229  14.071137  25.380381  0.667714   5.164373  8.519988  153.518146  40.0   1.441947  6.571950   11.284299
t287  5.008649  40.0   2.386637  14.037561  25.416469  0.667442   5.162854  8.527166  153.491751  40.0   1.439388  6.580257   11.264349
t288  5.003686  40.0   2.386067  14.004035  25.452432  0.667168   5.161393  8.534316  153.465286  40.0   1.436910  6.588497   11.245019
t289  4.998735  40.0   2.385517  13.970563  25.488270  0.666892   5.159988  8.541438  153.438759  40.0   1.434510  6.596672   11.226293
t290  4.993797  40.0   2.384987  13.937145  25.523984  0.666614   5.158637  8.548531  153.412177  40.0   1.432188  6.604781   11.208156
t291  4.988872  40.0   2.384477  13.903783  25.559573  0.666334   5.157339  8.555597  153.385547  40.0   1.429941  6.612825   11.190592
t292  4.983960  40.0   2.383987  13.870479  25.595037  0.666053   5.156094  8.562636  153.358876  40.0   1.427767  6.620806   11.173587
t293  4.979061  40.0   2.383516  13.837233  25.630378  0.665770   5.154900  8.569646  153.332172  40.0   1.425663  6.628722   11.157127
t294  4.974175  40.0   2.383064  13.804048  25.665593  0.665485   5.153755  8.576629  153.305440  40.0   1.423629  6.636574   11.141197
t295  4.969303  40.0   2.382631  13.770924  25.700685  0.665199   5.152660  8.583585  153.278687  40.0   1.421663  6.644364   11.125784
t296  4.964444  40.0   2.382215  13.737863  25.735653  0.664911   5.151612  8.590513  153.251920  40.0   1.419762  6.652090   11.110874
t297  4.959598  40.0   2.381818  13.704866  25.770497  0.664621   5.150611  8.597414  153.225144  40.0   1.417925  6.659755   11.096453
t298  4.954766  40.0   2.381437  13.671935  25.805217  0.664331   5.149655  8.604287  153.198365  40.0   1.416150  6.667358   11.082510
t299  4.949947  40.0   2.381074  13.639070  25.839813  0.664039   5.148744  8.611133  153.171590  40.0   1.414436  6.674899   11.069031
t300  4.945142  40.0   2.380727  13.606273  25.874285  0.663746   5.147876  8.617952  153.144823  40.0   1.412781  6.682379   11.056004
t301  4.940351  40.0   2.380397  13.573545  25.908635  0.663451   5.147050  8.624744  153.118071  40.0   1.411183  6.689799   11.043416
t302  4.935573  40.0   2.380083  13.540887  25.942860  0.663156   5.146266  8.631509  153.091338  40.0   1.409642  6.697159   11.031257
t303  4.930810  40.0   2.379784  13.508300  25.976963  0.662859   5.145521  8.638247  153.064629  40.0   1.408154  6.704459   11.019514
t304  4.926060  40.0   2.379500  13.475786  26.010943  0.662561   5.144816  8.644958  153.037950  40.0   1.406719  6.711699   11.008177
t305  4.921325  40.0   2.379231  13.443345  26.044799  0.662263   5.144149  8.651642  153.011306  40.0   1.405336  6.718881   10.997234
t306  4.916603  40.0   2.378976  13.410979  26.078533  0.661963   5.143520  8.658299  152.984700  40.0   1.404003  6.726004   10.986674
t307  4.911896  40.0   2.378736  13.378688  26.112145  0.661663   5.142926  8.664930  152.958138  40.0   1.402718  6.733070   10.976488
t308  4.907203  40.0   2.378509  13.346474  26.145634  0.661362   5.142368  8.671534  152.931624  40.0   1.401481  6.740077   10.966664
t309  4.902524  40.0   2.378296  13.314337  26.179000  0.661060   5.141844  8.678111  152.905163  40.0   1.400289  6.747028   10.957193
t310  4.897860  40.0   2.378096  13.282279  26.212244  0.660758   5.141353  8.684662  152.878757  40.0   1.399142  6.753921   10.948066
t311  4.893210  40.0   2.377909  13.250300  26.245367  0.660455   5.140895  8.691186  152.852411  40.0   1.398039  6.760759   10.939271
t312  4.888574  40.0   2.377735  13.218401  26.278367  0.660151   5.140469  8.697685  152.826130  40.0   1.396978  6.767540   10.930802
t313  4.883953  40.0   2.377572  13.186584  26.311246  0.659847   5.140073  8.704156  152.799916  40.0   1.395958  6.774266   10.922647
t314  4.879346  40.0   2.377421  13.154848  26.344004  0.659542   5.139708  8.710602  152.773773  40.0   1.394978  6.780936   10.914799
t315  4.874754  40.0   2.377282  13.123195  26.376640  0.659237   5.139371  8.717021  152.747706  40.0   1.394037  6.787552   10.907249
t316  4.870176  40.0   2.377154  13.091626  26.409155  0.658932   5.139062  8.723415  152.721716  40.0   1.393133  6.794113   10.899988
t317  4.865614  40.0   2.377037  13.060141  26.441549  0.658627   5.138781  8.729782  152.695807  40.0   1.392266  6.800621   10.893008
t318  4.861066  40.0   2.376931  13.028741  26.473822  0.658321   5.138526  8.736124  152.669983  40.0   1.391434  6.807075   10.886301
t319  4.856532  40.0   2.376834  12.997426  26.505975  0.658015   5.138297  8.742439  152.644245  40.0   1.390637  6.813476   10.879860
t320  4.852014  40.0   2.376748  12.966199  26.538007  0.657709   5.138094  8.748729  152.618598  40.0   1.389873  6.819824   10.873677
t321  4.847510  40.0   2.376672  12.935058  26.569919  0.657403   5.137914  8.754993  152.593044  40.0   1.389142  6.826120   10.867745
t322  4.843021  40.0   2.376605  12.904006  26.601711  0.657096   5.137758  8.761231  152.567585  40.0   1.388443  6.832363   10.862055
t323  4.838547  40.0   2.376548  12.873041  26.633383  0.656790   5.137625  8.767444  152.542224  40.0   1.387774  6.838556   10.856602
t324  4.834088  40.0   2.376499  12.842166  26.664936  0.656484   5.137514  8.773631  152.516963  40.0   1.387135  6.844697   10.851378
t325  4.829644  40.0   2.376459  12.811381  26.696369  0.656178   5.137424  8.779792  152.491805  40.0   1.386525  6.850787   10.846377
t326  4.825215  40.0   2.376427  12.780686  26.727683  0.655872   5.137355  8.785929  152.466752  40.0   1.385943  6.856827   10.841593
t327  4.820800  40.0   2.376404  12.750082  26.758877  0.655566   5.137306  8.792040  152.441805  40.0   1.385389  6.862817   10.837018
t328  4.816401  40.0   2.376388  12.719569  26.789953  0.655260   5.137277  8.798125  152.416968  40.0   1.384860  6.868757   10.832647
t329  4.812017  40.0   2.376380  12.689148  26.820911  0.654955   5.137267  8.804186  152.392242  40.0   1.384358  6.874648   10.828474
t330  4.807648  40.0   2.376380  12.658819  26.851750  0.654650   5.137274  8.810221  152.367628  40.0   1.383880  6.880490   10.824493
t331  4.803294  40.0   2.376387  12.628583  26.882471  0.654345   5.137300  8.816231  152.343129  40.0   1.383427  6.886283   10.820698
t332  4.798955  40.0   2.376401  12.598441  26.913074  0.654041   5.137342  8.822216  152.318747  40.0   1.382996  6.892029   10.817084
t333  4.794631  40.0   2.376421  12.568392  26.943559  0.653737   5.137401  8.828176  152.294482  40.0   1.382589  6.897726   10.813645
t334  4.790322  40.0   2.376448  12.538437  26.973926  0.653433   5.137476  8.834112  152.270337  40.0   1.382204  6.903376   10.810377
t335  4.786029  40.0   2.376482  12.508577  27.004177  0.653130   5.137566  8.840022  152.246312  40.0   1.381839  6.908980   10.807273
t336  4.781750  40.0   2.376521  12.478812  27.034310  0.652828   5.137671  8.845908  152.222410  40.0   1.381496  6.914536   10.804330
t337  4.777487  40.0   2.376567  12.449143  27.064326  0.652526   5.137791  8.851769  152.198631  40.0   1.381173  6.920046   10.801541
t338  4.773239  40.0   2.376618  12.419569  27.094226  0.652224   5.137924  8.857606  152.174976  40.0   1.380869  6.925511   10.798904
t339  4.769006  40.0   2.376675  12.390091  27.124009  0.651923   5.138070  8.863418  152.151448  40.0   1.380584  6.930929   10.796412
t340  4.764788  40.0   2.376737  12.360710  27.153676  0.651623   5.138230  8.869205  152.128046  40.0   1.380317  6.936303   10.794062
t341  4.760586  40.0   2.376804  12.331425  27.183227  0.651323   5.138402  8.874969  152.104772  40.0   1.380068  6.941632   10.791848
t342  4.756398  40.0   2.376876  12.302237  27.212663  0.651024   5.138586  8.880707  152.081628  40.0   1.379837  6.946916   10.789768
t343  4.752226  40.0   2.376953  12.273147  27.241983  0.650726   5.138781  8.886422  152.058613  40.0   1.379621  6.952156   10.787817
t344  4.748069  40.0   2.377034  12.244154  27.271187  0.650429   5.138987  8.892112  152.035728  40.0   1.379422  6.957352   10.785990
t345  4.743927  40.0   2.377120  12.215259  27.300277  0.650132   5.139204  8.897778  152.012975  40.0   1.379239  6.962505   10.784285
t346  4.739801  40.0   2.377211  12.186462  27.329252  0.649836   5.139432  8.903421  151.990354  40.0   1.379070  6.967614   10.782697
t347  4.735689  40.0   2.377305  12.157763  27.358113  0.649541   5.139669  8.909039  151.967866  40.0   1.378917  6.972681   10.781222
t348  4.731593  40.0   2.377403  12.129163  27.386859  0.649246   5.139915  8.914633  151.945512  40.0   1.378777  6.977706   10.779857
t349  4.727512  40.0   2.377505  12.100662  27.415491  0.648953   5.140171  8.920203  151.923291  40.0   1.378651  6.982688   10.778599
t350  4.723446  40.0   2.377611  12.072259  27.444009  0.648660   5.140435  8.925750  151.901204  40.0   1.378538  6.987629   10.777444
t351  4.719396  40.0   2.377721  12.043956  27.472414  0.648369   5.140708  8.931272  151.879253  40.0   1.378438  6.992528   10.776388
t352  4.715360  40.0   2.377833  12.015752  27.500705  0.648078   5.140989  8.936772  151.857437  40.0   1.378351  6.997386   10.775430
t353  4.711340  40.0   2.377949  11.987647  27.528884  0.647788   5.141278  8.942247  151.835756  40.0   1.378275  7.002203   10.774564
t354  4.707335  40.0   2.378068  11.959641  27.556949  0.647499   5.141573  8.947699  151.814212  40.0   1.378212  7.006980   10.773790
t355  4.703345  40.0   2.378191  11.931736  27.584902  0.647211   5.141876  8.953127  151.792804  40.0   1.378159  7.011717   10.773103
t356  4.699370  40.0   2.378315  11.903930  27.612743  0.646924   5.142186  8.958533  151.771532  40.0   1.378117  7.016414   10.772500
t357  4.695411  40.0   2.378443  11.876224  27.640472  0.646638   5.142502  8.963914  151.750397  40.0   1.378086  7.021072   10.771980
t358  4.691466  40.0   2.378573  11.848618  27.668089  0.646353   5.142824  8.969273  151.729399  40.0   1.378065  7.025690   10.771539
t359  4.687537  40.0   2.378706  11.821113  27.695594  0.646069   5.143152  8.974608  151.708538  40.0   1.378053  7.030270   10.771174
t360  4.683623  40.0   2.378841  11.793707  27.722988  0.645787   5.143486  8.979920  151.687815  40.0   1.378051  7.034811   10.770884
t361  4.679724  40.0   2.378979  11.766402  27.750271  0.645505   5.143825  8.985209  151.667228  40.0   1.378059  7.039313   10.770665
t362  4.675840  40.0   2.379118  11.739197  27.777443  0.645224   5.144169  8.990475  151.646778  40.0   1.378075  7.043778   10.770516
t363  4.671971  40.0   2.379260  11.712092  27.804505  0.644945   5.144518  8.995718  151.626466  40.0   1.378099  7.048206   10.770433
t364  4.668117  40.0   2.379404  11.685088  27.831457  0.644666   5.144872  9.000938  151.606291  40.0   1.378132  7.052596   10.770415
t365  4.664278  40.0   2.379549  11.658184  27.858298  0.644389   5.145229  9.006136  151.586253  40.0   1.378173  7.056949   10.770460
t366  4.660454  40.0   2.379696  11.631381  27.885030  0.644113   5.145591  9.011310  151.566352  40.0   1.378221  7.061266   10.770564
t367  4.656645  40.0   2.379845  11.604678  27.911652  0.643838   5.145957  9.016462  151.546587  40.0   1.378277  7.065546   10.770727
t368  4.652851  40.0   2.379996  11.578076  27.938165  0.643564   5.146326  9.021592  151.526960  40.0   1.378339  7.069790   10.770946
t369  4.649072  40.0   2.380148  11.551574  27.964569  0.643291   5.146699  9.026698  151.507468  40.0   1.378409  7.073998   10.771219
t370  4.645308  40.0   2.380301  11.525173  27.990865  0.643020   5.147075  9.031783  151.488113  40.0   1.378485  7.078171   10.771545
t371  4.641559  40.0   2.380456  11.498873  28.017052  0.642749   5.147455  9.036845  151.468894  40.0   1.378568  7.082309   10.771921
t372  4.637824  40.0   2.380612  11.472672  28.043130  0.642480   5.147837  9.041884  151.449811  40.0   1.378657  7.086411   10.772345
t373  4.634105  40.0   2.380769  11.446573  28.069101  0.642212   5.148221  9.046901  151.430864  40.0   1.378751  7.090479   10.772816
t374  4.630401  40.0   2.380927  11.420573  28.094965  0.641946   5.148608  9.051896  151.412051  40.0   1.378852  7.094513   10.773333
t375  4.626711  40.0   2.381086  11.394675  28.120721  0.641680   5.148998  9.056869  151.393373  40.0   1.378958  7.098513   10.773893
t376  4.623036  40.0   2.381246  11.368876  28.146369  0.641416   5.149390  9.061820  151.374830  40.0   1.379069  7.102479   10.774495
t377  4.619376  40.0   2.381408  11.343178  28.171912  0.641153   5.149783  9.066748  151.356421  40.0   1.379185  7.106411   10.775137
t378  4.615731  40.0   2.381569  11.317580  28.197347  0.640892   5.150179  9.071655  151.338146  40.0   1.379306  7.110311   10.775818
t379  4.612100  40.0   2.381732  11.292082  28.222676  0.640631   5.150576  9.076540  151.320004  40.0   1.379431  7.114177   10.776537
t380  4.608485  40.0   2.381896  11.266684  28.247899  0.640372   5.150975  9.081403  151.301996  40.0   1.379562  7.118011   10.777291
t381  4.604884  40.0   2.382059  11.241387  28.273017  0.640114   5.151375  9.086244  151.284119  40.0   1.379696  7.121812   10.778080
t382  4.601297  40.0   2.382224  11.216189  28.298029  0.639857   5.151776  9.091063  151.266375  40.0   1.379835  7.125581   10.778902
t383  4.597725  40.0   2.382389  11.191091  28.322935  0.639602   5.152179  9.095861  151.248762  40.0   1.379977  7.129319   10.779756
t384  4.594168  40.0   2.382555  11.166093  28.347737  0.639348   5.152582  9.100637  151.231281  40.0   1.380123  7.133024   10.780641
t385  4.590626  40.0   2.382721  11.141195  28.372434  0.639095   5.152986  9.105392  151.213930  40.0   1.380273  7.136699   10.781555
t386  4.587098  40.0   2.382887  11.116396  28.397027  0.638844   5.153392  9.110125  151.196709  40.0   1.380427  7.140342   10.782497
t387  4.583584  40.0   2.383053  11.091696  28.421516  0.638594   5.153797  9.114837  151.179618  40.0   1.380583  7.143955   10.783466
t388  4.580085  40.0   2.383220  11.067096  28.445901  0.638345   5.154203  9.119528  151.162656  40.0   1.380743  7.147537   10.784461
t389  4.576601  40.0   2.383387  11.042596  28.470182  0.638098   5.154610  9.124197  151.145823  40.0   1.380906  7.151088   10.785482
t390  4.573131  40.0   2.383555  11.018194  28.494360  0.637851   5.155017  9.128845  151.129117  40.0   1.381072  7.154610   10.786525
t391  4.569675  40.0   2.383722  10.993891  28.518435  0.637606   5.155424  9.133472  151.112539  40.0   1.381240  7.158102   10.787592
t392  4.566234  40.0   2.383889  10.969688  28.542407  0.637363   5.155831  9.138078  151.096088  40.0   1.381411  7.161564   10.788680
t393  4.562808  40.0   2.384057  10.945583  28.566276  0.637121   5.156238  9.142663  151.079763  40.0   1.381585  7.164997   10.789789
t394  4.559395  40.0   2.384224  10.921576  28.590044  0.636880   5.156645  9.147227  151.063564  40.0   1.381761  7.168401   10.790918
t395  4.555997  40.0   2.384392  10.897668  28.613709  0.636640   5.157052  9.151770  151.047490  40.0   1.381939  7.171776   10.792066
t396  4.552613  40.0   2.384559  10.873858  28.637273  0.636402   5.157459  9.156292  151.031540  40.0   1.382120  7.175123   10.793231
t397  4.549244  40.0   2.384726  10.850147  28.660736  0.636165   5.157865  9.160794  151.015714  40.0   1.382302  7.178441   10.794414
t398  4.545888  40.0   2.384893  10.826533  28.684097  0.635929   5.158271  9.165274  151.000012  40.0   1.382487  7.181731   10.795614
t399  4.542547  40.0   2.385060  10.803018  28.707358  0.635695   5.158676  9.169735  150.984432  40.0   1.382673  7.184993   10.796828
t400  4.539220  40.0   2.385227  10.779600  28.730518  0.635462   5.159081  9.174174  150.968974  40.0   1.382861  7.188228   10.798058
t401  4.535907  40.0   2.385393  10.756279  28.753577  0.635231   5.159485  9.178593  150.953637  40.0   1.383051  7.191435   10.799302
t402  4.532609  40.0   2.385559  10.733056  28.776537  0.635001   5.159888  9.182992  150.938421  40.0   1.383242  7.194616   10.800558
t403  4.529324  40.0   2.385725  10.709930  28.799397  0.634772   5.160291  9.187370  150.923325  40.0   1.383434  7.197769   10.801828
t404  4.526053  40.0   2.385891  10.686901  28.822157  0.634544   5.160692  9.191728  150.908348  40.0   1.383628  7.200895   10.803109
t405  4.522796  40.0   2.386056  10.663969  28.844819  0.634318   5.161093  9.196066  150.893490  40.0   1.383823  7.203995   10.804401
t406  4.519554  40.0   2.386221  10.641134  28.867381  0.634093   5.161493  9.200384  150.878750  40.0   1.384020  7.207069   10.805704
t407  4.516325  40.0   2.386385  10.618395  28.889845  0.633869   5.161891  9.204681  150.864127  40.0   1.384217  7.210117   10.807017
t408  4.513110  40.0   2.386549  10.595752  28.912211  0.633647   5.162289  9.208958  150.849621  40.0   1.384415  7.213139   10.808339
t409  4.509909  40.0   2.386713  10.573206  28.934478  0.633426   5.162686  9.213216  150.835231  40.0   1.384615  7.216135   10.809669
t410  4.506722  40.0   2.386876  10.550756  28.956648  0.633207   5.163081  9.217453  150.820956  40.0   1.384815  7.219106   10.811008
t411  4.503549  40.0   2.387039  10.528401  28.978720  0.632989   5.163475  9.221671  150.806796  40.0   1.385016  7.222052   10.812354
t412  4.500389  40.0   2.387201  10.506142  29.000695  0.632772   5.163868  9.225869  150.792750  40.0   1.385218  7.224973   10.813708
