           h_S      h_OH    h_OHan      h_NO      h_NH  h_OA     h_SBH
t          NaN       NaN       NaN       NaN       NaN   NaN       NaN
t372  0.217410  0.888889  0.111111  0.982389  0.939495   0.8  0.791159
t373  0.217421  0.888889  0.111111  0.982405  0.939366   0.8  0.791186
t374  0.217433  0.888889  0.111111  0.982421  0.939237   0.8  0.791213
t375  0.217445  0.888889  0.111111  0.982437  0.939108   0.8  0.791241
t376  0.217457  0.888889  0.111111  0.982453  0.938979   0.8  0.791269
t377  0.217468  0.888889  0.111111  0.982469  0.938850   0.8  0.791298
t378  0.217480  0.888889  0.111111  0.982484  0.938721   0.8  0.791327
t379  0.217492  0.888889  0.111111  0.982500  0.938592   0.8  0.791357
t380  0.217505  0.888889  0.111111  0.982515  0.938463   0.8  0.791387
t381  0.217517  0.888889  0.111111  0.982530  0.938334   0.8  0.791417
t382  0.217529  0.888889  0.111111  0.982546  0.938204   0.8  0.791448
t383  0.217541  0.888889  0.111111  0.982561  0.938075   0.8  0.791479
t384  0.217553  0.888889  0.111111  0.982576  0.937946   0.8  0.791510
t385  0.217565  0.888889  0.111111  0.982591  0.937817   0.8  0.791542
t386  0.217578  0.888889  0.111111  0.982606  0.937687   0.8  0.791574
t387  0.217590  0.888889  0.111111  0.982620  0.937558   0.8  0.791606
t388  0.217602  0.888889  0.111111  0.982635  0.937429   0.8  0.791639
t389  0.217615  0.888889  0.111111  0.982650  0.937299   0.8  0.791671
t390  0.217627  0.888889  0.111111  0.982664  0.937170   0.8  0.791704
t391  0.217639  0.888889  0.111111  0.982679  0.937041   0.8  0.791737
t392  0.217652  0.888889  0.111111  0.982693  0.936911   0.8  0.791770
t393  0.217664  0.888889  0.111111  0.982707  0.936782   0.8  0.791804
t394  0.217677  0.888889  0.111111  0.982721  0.936652   0.8  0.791837
t395  0.217689  0.888889  0.111111  0.982735  0.936523   0.8  0.791871
t396  0.217701  0.888889  0.111111  0.982749  0.936394   0.8  0.791905
t397  0.217714  0.888889  0.111111  0.982763  0.936264   0.8  0.791939
t398  0.217726  0.888889  0.111111  0.982777  0.936135   0.8  0.791973
t399  0.217738  0.888889  0.111111  0.982791  0.936006   0.8  0.792007
t400  0.217751  0.888889  0.111111  0.982805  0.935876   0.8  0.792041
t401  0.217763  0.888889  0.111111  0.982818  0.935747   0.8  0.792076
t402  0.217775  0.888889  0.111111  0.982832  0.935618   0.8  0.792110
t403  0.217788  0.888889  0.111111  0.982845  0.935489   0.8  0.792145
t404  0.217800  0.888889  0.111111  0.982858  0.935359   0.8  0.792179
t405  0.217812  0.888889  0.111111  0.982872  0.935230   0.8  0.792214
t406  0.217824  0.888889  0.111111  0.982885  0.935101   0.8  0.792248
t407  0.217836  0.888889  0.111111  0.982898  0.934972   0.8  0.792283
t408  0.217848  0.888889  0.111111  0.982911  0.934843   0.8  0.792317
t409  0.217860  0.888889  0.111111  0.982924  0.934714   0.8  0.792352
t410  0.217872  0.888889  0.111111  0.982937  0.934584   0.8  0.792386
t411  0.217884  0.888889  0.111111  0.982950  0.934455   0.8  0.792421
t412  0.217896  0.888889  0.111111  0.982962  0.934327   0.8  0.792455
t413  0.217908  0.888889  0.111111  0.982975  0.934198   0.8  0.792490
t414  0.217920  0.888889  0.111111  0.982988  0.934069   0.8  0.792524
t415  0.217932  0.888889  0.111111  0.983000  0.933940   0.8  0.792559
t416  0.217944  0.888889  0.111111  0.983013  0.933811   0.8  0.792593
t417  0.217956  0.888889  0.111111  0.983025  0.933682   0.8  0.792627
t418  0.217967  0.888889  0.111111  0.983037  0.933554   0.8  0.792662
t419  0.217979  0.888889  0.111111  0.983050  0.933425   0.8  0.792696
t420  0.217991  0.888889  0.111111  0.983062  0.933297   0.8  0.792730
t421  0.218002  0.888889  0.111111  0.983074  0.933168   0.8  0.792764
t422  0.218014  0.888889  0.111111  0.983086  0.933040   0.8  0.792798
t423  0.218025  0.888889  0.111111  0.983098  0.932912   0.8  0.792832
t424  0.218037  0.888889  0.111111  0.983110  0.932783   0.8  0.792866
t425  0.218048  0.888889  0.111111  0.983121  0.932655   0.8  0.792899
t426  0.218059  0.888889  0.111111  0.983133  0.932527   0.8  0.792933
t427  0.218071  0.888889  0.111111  0.983145  0.932399   0.8  0.792966
t428  0.218082  0.888889  0.111111  0.983156  0.932271   0.8  0.793000
t429  0.218093  0.888889  0.111111  0.983168  0.932143   0.8  0.793033
t430  0.218104  0.888889  0.111111  0.983179  0.932015   0.8  0.793066
t431  0.218115  0.888889  0.111111  0.983191  0.931888   0.8  0.793099
t432  0.218126  0.888889  0.111111  0.983202  0.931760   0.8  0.793132
t433  0.218137  0.888889  0.111111  0.983213  0.931633   0.8  0.793165
t434  0.218148  0.888889  0.111111  0.983224  0.931505   0.8  0.793197
t435  0.218159  0.888889  0.111111  0.983236  0.931378   0.8  0.793230
t436  0.218169  0.888889  0.111111  0.983247  0.931251   0.8  0.793262
t437  0.218180  0.888889  0.111111  0.983258  0.931124   0.8  0.793295
t438  0.218191  0.888889  0.111111  0.983268  0.930997   0.8  0.793327
t439  0.218201  0.888889  0.111111  0.983279  0.930870   0.8  0.793359
t440  0.218212  0.888889  0.111111  0.983290  0.930743   0.8  0.793391
t441  0.218222  0.888889  0.111111  0.983301  0.930616   0.8  0.793422
t442  0.218233  0.888889  0.111111  0.983312  0.930490   0.8  0.793454
t443  0.218243  0.888889  0.111111  0.983322  0.930363   0.8  0.793485
t444  0.218253  0.888889  0.111111  0.983333  0.930237   0.8  0.793516
t445  0.218263  0.888889  0.111111  0.983343  0.930111   0.8  0.793547
t446  0.218274  0.888889  0.111111  0.983354  0.929985   0.8  0.793578
t447  0.218284  0.888889  0.111111  0.983364  0.929859   0.8  0.793609
t448  0.218294  0.888889  0.111111  0.983374  0.929733   0.8  0.793640
t449  0.218304  0.888889  0.111111  0.983384  0.929607   0.8  0.793670
t450  0.218314  0.888889  0.111111  0.983395  0.929482   0.8  0.793701
t451  0.218323  0.888889  0.111111  0.983405  0.929356   0.8  0.793731
t452  0.218333  0.888889  0.111111  0.983415  0.929231   0.8  0.793761
t453  0.218343  0.888889  0.111111  0.983425  0.929106   0.8  0.793790
t454  0.218353  0.888889  0.111111  0.983435  0.928981   0.8  0.793820
t455  0.218362  0.888889  0.111111  0.983445  0.928856   0.8  0.793850
t456  0.218372  0.888889  0.111111  0.983454  0.928731   0.8  0.793879
t457  0.218381  0.888889  0.111111  0.983464  0.928606   0.8  0.793908
t458  0.218390  0.888889  0.111111  0.983474  0.928482   0.8  0.793937
t459  0.218400  0.888889  0.111111  0.983484  0.928358   0.8  0.793966
t460  0.218409  0.888889  0.111111  0.983493  0.928233   0.8  0.793994
t461  0.218418  0.888889  0.111111  0.983503  0.928109   0.8  0.794023
t462  0.218427  0.888889  0.111111  0.983512  0.927986   0.8  0.794051
t463  0.218437  0.888889  0.111111  0.983522  0.927862   0.8  0.794079
t464  0.218446  0.888889  0.111111  0.983531  0.927738   0.8  0.794107
t465  0.218454  0.888889  0.111111  0.983540  0.927615   0.8  0.794135
t466  0.218463  0.888889  0.111111  0.983550  0.927492   0.8  0.794163
t467  0.218472  0.888889  0.111111  0.983559  0.927369   0.8  0.794190
t468  0.218481  0.888889  0.111111  0.983568  0.927246   0.8  0.794217
t469  0.218490  0.888889  0.111111  0.983577  0.927123   0.8  0.794245
t470  0.218498  0.888889  0.111111  0.983586  0.927001   0.8  0.794271
t471  0.218507  0.888889  0.111111  0.983595  0.926878   0.8  0.794298
t472  0.218515  0.888889  0.111111  0.983604  0.926756   0.8  0.794325
t473  0.218524  0.888889  0.111111  0.983613  0.926634   0.8  0.794351
t474  0.218532  0.888889  0.111111  0.983622  0.926512   0.8  0.794377
t475  0.218541  0.888889  0.111111  0.983631  0.926391   0.8  0.794404
t476  0.218549  0.888889  0.111111  0.983639  0.926269   0.8  0.794429
t477  0.218557  0.888889  0.111111  0.983648  0.926148   0.8  0.794455
t478  0.218565  0.888889  0.111111  0.983657  0.926027   0.8  0.794481
t479  0.218573  0.888889  0.111111  0.983665  0.925906   0.8  0.794506
t480  0.218582  0.888889  0.111111  0.983674  0.925785   0.8  0.794531
t481  0.218590  0.888889  0.111111  0.983682  0.925665   0.8  0.794556
t482  0.218597  0.888889  0.111111  0.983691  0.925544   0.8  0.794581
t483  0.218605  0.888889  0.111111  0.983699  0.925424   0.8  0.794606
t484  0.218613  0.888889  0.111111  0.983707  0.925304   0.8  0.794630
t485  0.218621  0.888889  0.111111  0.983716  0.925185   0.8  0.794655
t486  0.218629  0.888889  0.111111  0.983724  0.925065   0.8  0.794679
t487  0.218636  0.888889  0.111111  0.983732  0.924946   0.8  0.794703
t488  0.218644  0.888889  0.111111  0.983740  0.924827   0.8  0.794727
t489  0.218651  0.888889  0.111111  0.983748  0.924708   0.8  0.794750
t490  0.218659  0.888889  0.111111  0.983756  0.924589   0.8  0.794774
t491  0.218666  0.888889  0.111111  0.983764  0.924471   0.8  0.794797
t492  0.218674  0.888889  0.111111  0.983772  0.924352   0.8  0.794820
t493  0.218681  0.888889  0.111111  0.983780  0.924234   0.8  0.794843
t494  0.218688  0.888889  0.111111  0.983788  0.924117   0.8  0.794866
t495  0.218695  0.888889  0.111111  0.983796  0.923999   0.8  0.794889
t496  0.218702  0.888889  0.111111  0.983803  0.923882   0.8  0.794911
t497  0.218709  0.888889  0.111111  0.983811  0.923764   0.8  0.794934
t498  0.218716  0.888889  0.111111  0.983819  0.923647   0.8  0.794956
t499  0.218723  0.888889  0.111111  0.983826  0.923531   0.8  0.794978
t500  0.218730  0.888889  0.111111  0.983834  0.923414   0.8  0.795000
t501  0.218737  0.888889  0.111111  0.983841  0.923298   0.8  0.795022
t502  0.218744  0.888889  0.111111  0.983849  0.923182   0.8  0.795043
t503  0.218751  0.888889  0.111111  0.983856  0.923066   0.8  0.795064
t504  0.218757  0.888889  0.111111  0.983864  0.922951   0.8  0.795086
t505  0.218764  0.888889  0.111111  0.983871  0.922835   0.8  0.795107
t506  0.218771  0.888889  0.111111  0.983878  0.922720   0.8  0.795128
t507  0.218777  0.888889  0.111111  0.983886  0.922605   0.8  0.795148
t508  0.218784  0.888889  0.111111  0.983893  0.922491   0.8  0.795169
t509  0.218790  0.888889  0.111111  0.983900  0.922376   0.8  0.795189
t510  0.218797  0.888889  0.111111  0.983907  0.922262   0.8  0.795210
t511  0.218803  0.888889  0.111111  0.983914  0.922148   0.8  0.795230
t512  0.218809  0.888889  0.111111  0.983921  0.922035   0.8  0.795250
t513  0.218815  0.888889  0.111111  0.983928  0.921921   0.8  0.795270
t514  0.218822  0.888889  0.111111  0.983935  0.921808   0.8  0.795289
t515  0.218828  0.888889  0.111111  0.983942  0.921695   0.8  0.795309
t516  0.218834  0.888889  0.111111  0.983949  0.921583   0.8  0.795328
t517  0.218840  0.888889  0.111111  0.983956  0.921470   0.8  0.795347
t518  0.218846  0.888889  0.111111  0.983963  0.921358   0.8  0.795367
t519  0.218852  0.888889  0.111111  0.983969  0.921246   0.8  0.795385
t520  0.218858  0.888889  0.111111  0.983976  0.921135   0.8  0.795404
t521  0.218863  0.888889  0.111111  0.983983  0.921023   0.8  0.795423
t522  0.218869  0.888889  0.111111  0.983989  0.920912   0.8  0.795441
t523  0.218875  0.888889  0.111111  0.983996  0.920801   0.8  0.795460
t524  0.218881  0.888889  0.111111  0.984003  0.920691   0.8  0.795478
t525  0.218886  0.888889  0.111111  0.984009  0.920580   0.8  0.795496
t526  0.218892  0.888889  0.111111  0.984016  0.920470   0.8  0.795514
t527  0.218898  0.888889  0.111111  0.984022  0.920360   0.8  0.795532
t528  0.218903  0.888889  0.111111  0.984028  0.920251   0.8  0.795549
t529  0.218909  0.888889  0.111111  0.984035  0.920142   0.8  0.795567
t530  0.218914  0.888889  0.111111  0.984041  0.920033   0.8  0.795584
t531  0.218919  0.888889  0.111111  0.984047  0.919924   0.8  0.795601
t532  0.218925  0.888889  0.111111  0.984054  0.919816   0.8  0.795619
t533  0.218930  0.888889  0.111111  0.984060  0.919707   0.8  0.795636
t534  0.218935  0.888889  0.111111  0.984066  0.919600   0.8  0.795652
t535  0.218940  0.888889  0.111111  0.984072  0.919492   0.8  0.795669
t536  0.218946  0.888889  0.111111  0.984078  0.919385   0.8  0.795686
t537  0.218951  0.888889  0.111111  0.984084  0.919278   0.8  0.795702
t538  0.218956  0.888889  0.111111  0.984090  0.919171   0.8  0.795718
t539  0.218961  0.888889  0.111111  0.984096  0.919064   0.8  0.795734
t540  0.218966  0.888889  0.111111  0.984102  0.918958   0.8  0.795750
t541  0.218971  0.888889  0.111111  0.984108  0.918852   0.8  0.795766
t542  0.218976  0.888889  0.111111  0.984114  0.918747   0.8  0.795782
t543  0.218981  0.888889  0.111111  0.984120  0.918641   0.8  0.795798
t544  0.218985  0.888889  0.111111  0.984126  0.918536   0.8  0.795813
t545  0.218990  0.888889  0.111111  0.984132  0.918431   0.8  0.795829
t546  0.218995  0.888889  0.111111  0.984137  0.918327   0.8  0.795844
t547  0.219000  0.888889  0.111111  0.984143  0.918223   0.8  0.795859
t548  0.219004  0.888889  0.111111  0.984149  0.918119   0.8  0.795874
t549  0.219009  0.888889  0.111111  0.984154  0.918015   0.8  0.795889
t550  0.219014  0.888889  0.111111  0.984160  0.917912   0.8  0.795904
t551  0.219018  0.888889  0.111111  0.984166  0.917809   0.8  0.795919
t552  0.219023  0.888889  0.111111  0.984171  0.917706   0.8  0.795933
t553  0.219027  0.888889  0.111111  0.984177  0.917604   0.8  0.795947
t554  0.219032  0.888889  0.111111  0.984182  0.917501   0.8  0.795962
t555  0.219036  0.888889  0.111111  0.984187  0.917400   0.8  0.795976
t556  0.219040  0.888889  0.111111  0.984193  0.917298   0.8  0.795990
t557  0.219045  0.888889  0.111111  0.984198  0.917197   0.8  0.796004
t558  0.219049  0.888889  0.111111  0.984204  0.917096   0.8  0.796018
t559  0.219053  0.888889  0.111111  0.984209  0.916995   0.8  0.796032
t560  0.219057  0.888889  0.111111  0.984214  0.916895   0.8  0.796045
t561  0.219062  0.888889  0.111111  0.984219  0.916795   0.8  0.796059
t562  0.219066  0.888889  0.111111  0.984225  0.916695   0.8  0.796072
t563  0.219070  0.888889  0.111111  0.984230  0.916596   0.8  0.796085
t564  0.219074  0.888889  0.111111  0.984235  0.916497   0.8  0.796099
t565  0.219078  0.888889  0.111111  0.984240  0.916398   0.8  0.796112
t566  0.219082  0.888889  0.111111  0.984245  0.916299   0.8  0.796125
t567  0.219086  0.888889  0.111111  0.984250  0.916201   0.8  0.796137
t568  0.219090  0.888889  0.111111  0.984255  0.916103   0.8  0.796150
t569  0.219094  0.888889  0.111111  0.984260  0.916006   0.8  0.796163
t570  0.219098  0.888889  0.111111  0.984265  0.915908   0.8  0.796175
t571  0.219102  0.888889  0.111111  0.984270  0.915811   0.8  0.796188
t572  0.219105  0.888889  0.111111  0.984275  0.915715   0.8  0.796200
t573  0.219109  0.888889  0.111111  0.984280  0.915618   0.8  0.796212
t574  0.219113  0.888889  0.111111  0.984285  0.915522   0.8  0.796224
t575  0.219117  0.888889  0.111111  0.984289  0.915427   0.8  0.796236
t576  0.219120  0.888889  0.111111  0.984294  0.915331   0.8  0.796248
t577  0.219124  0.888889  0.111111  0.984299  0.915236   0.8  0.796260
t578  0.219128  0.888889  0.111111  0.984304  0.915141   0.8  0.796272
t579  0.219131  0.888889  0.111111  0.984308  0.915047   0.8  0.796283
t580  0.219135  0.888889  0.111111  0.984313  0.914953   0.8  0.796295
t581  0.219138  0.888889  0.111111  0.984318  0.914859   0.8  0.796306
t582  0.219142  0.888889  0.111111  0.984322  0.914765   0.8  0.796318
t583  0.219145  0.888889  0.111111  0.984327  0.914672   0.8  0.796329
t584  0.219149  0.888889  0.111111  0.984331  0.914579   0.8  0.796340
t585  0.219152  0.888889  0.111111  0.984336  0.914487   0.8  0.796351
t586  0.219155  0.888889  0.111111  0.984340  0.914394   0.8  0.796362
t587  0.219159  0.888889  0.111111  0.984345  0.914302   0.8  0.796373
t588  0.219162  0.888889  0.111111  0.984349  0.914211   0.8  0.796384
t589  0.219165  0.888889  0.111111  0.984354  0.914119   0.8  0.796394
t590  0.219169  0.888889  0.111111  0.984358  0.914028   0.8  0.796405
t591  0.219172  0.888889  0.111111  0.984363  0.913938   0.8  0.796416
t592  0.219175  0.888889  0.111111  0.984367  0.913847   0.8  0.796426
t593  0.219178  0.888889  0.111111  0.984371  0.913757   0.8  0.796436
t594  0.219181  0.888889  0.111111  0.984375  0.913668   0.8  0.796447
t595  0.219184  0.888889  0.111111  0.984380  0.913578   0.8  0.796457
t596  0.219188  0.888889  0.111111  0.984384  0.913489   0.8  0.796467
t597  0.219191  0.888889  0.111111  0.984388  0.913400   0.8  0.796477
t598  0.219194  0.888889  0.111111  0.984392  0.913312   0.8  0.796487
t599  0.219197  0.888889  0.111111  0.984396  0.913224   0.8  0.796496
t600  0.219200  0.888889  0.111111  0.984401  0.913136   0.8  0.796506
t601  0.219203  0.888889  0.111111  0.984405  0.913049   0.8  0.796516
t602  0.219206  0.888889  0.111111  0.984409  0.912962   0.8  0.796525
t603  0.219208  0.888889  0.111111  0.984413  0.912875   0.8  0.796535
t604  0.219211  0.888889  0.111111  0.984417  0.912788   0.8  0.796544
t605  0.219214  0.888889  0.111111  0.984421  0.912702   0.8  0.796554
t606  0.219217  0.888889  0.111111  0.984425  0.912616   0.8  0.796563
t607  0.219220  0.888889  0.111111  0.984429  0.912531   0.8  0.796572
t608  0.219223  0.888889  0.111111  0.984433  0.912446   0.8  0.796581
t609  0.219225  0.888889  0.111111  0.984436  0.912361   0.8  0.796590
t610  0.219228  0.888889  0.111111  0.984440  0.912276   0.8  0.796599
t611  0.219231  0.888889  0.111111  0.984444  0.912192   0.8  0.796608
t612  0.219234  0.888889  0.111111  0.984448  0.912108   0.8  0.796617
t613  0.219236  0.888889  0.111111  0.984452  0.912025   0.8  0.796625
t614  0.219239  0.888889  0.111111  0.984456  0.911941   0.8  0.796634
t615  0.219241  0.888889  0.111111  0.984459  0.911858   0.8  0.796642
t616  0.219244  0.888889  0.111111  0.984463  0.911776   0.8  0.796651
t617  0.219247  0.888889  0.111111  0.984467  0.911693   0.8  0.796659
t618  0.219249  0.888889  0.111111  0.984470  0.911612   0.8  0.796668
t619  0.219252  0.888889  0.111111  0.984474  0.911530   0.8  0.796676
t620  0.219254  0.888889  0.111111  0.984478  0.911449   0.8  0.796684
t621  0.219257  0.888889  0.111111  0.984481  0.911368   0.8  0.796692
t622  0.219259  0.888889  0.111111  0.984485  0.911287   0.8  0.796700
t623  0.219262  0.888889  0.111111  0.984489  0.911207   0.8  0.796708
t624  0.219264  0.888889  0.111111  0.984492  0.911127   0.8  0.796716
t625  0.219266  0.888889  0.111111  0.984496  0.911047   0.8  0.796724
t626  0.219269  0.888889  0.111111  0.984499  0.910968   0.8  0.796732
t627  0.219271  0.888889  0.111111  0.984503  0.910889   0.8  0.796740
t628  0.219274  0.888889  0.111111  0.984506  0.910810   0.8  0.796747
t629  0.219276  0.888889  0.111111  0.984509  0.910731   0.8  0.796755
t630  0.219278  0.888889  0.111111  0.984513  0.910653   0.8  0.796762
t631  0.219280  0.888889  0.111111  0.984516  0.910576   0.8  0.796770
t632  0.219283  0.888889  0.111111  0.984520  0.910498   0.8  0.796777
t633  0.219285  0.888889  0.111111  0.984523  0.910421   0.8  0.796784
t634  0.219287  0.888889  0.111111  0.984526  0.910344   0.8  0.796792
t635  0.219289  0.888889  0.111111  0.984530  0.910268   0.8  0.796799
t636  0.219291  0.888889  0.111111  0.984533  0.910192   0.8  0.796806
t637  0.219294  0.888889  0.111111  0.984536  0.910116   0.8  0.796813
t638  0.219296  0.888889  0.111111  0.984539  0.910040   0.8  0.796820
t639  0.219298  0.888889  0.111111  0.984543  0.909965   0.8  0.796827
t640  0.219300  0.888889  0.111111  0.984546  0.909890   0.8  0.796834
t641  0.219302  0.888889  0.111111  0.984549  0.909816   0.8  0.796841
t642  0.219304  0.888889  0.111111  0.984552  0.909742   0.8  0.796848
t643  0.219306  0.888889  0.111111  0.984555  0.909668   0.8  0.796854
t644  0.219308  0.888889  0.111111  0.984558  0.909594   0.8  0.796861
t645  0.219310  0.888889  0.111111  0.984562  0.909521   0.8  0.796868
t646  0.219312  0.888889  0.111111  0.984565  0.909448   0.8  0.796874
t647  0.219314  0.888889  0.111111  0.984568  0.909375   0.8  0.796881
t648  0.219316  0.888889  0.111111  0.984571  0.909303   0.8  0.796887
t649  0.219318  0.888889  0.111111  0.984574  0.909231   0.8  0.796893
t650  0.219320  0.888889  0.111111  0.984577  0.909159   0.8  0.796900
t651  0.219322  0.888889  0.111111  0.984580  0.909088   0.8  0.796906
t652  0.219324  0.888889  0.111111  0.984583  0.909017   0.8  0.796912
t653  0.219326  0.888889  0.111111  0.984586  0.908946   0.8  0.796918
t654  0.219328  0.888889  0.111111  0.984589  0.908876   0.8  0.796924
t655  0.219329  0.888889  0.111111  0.984591  0.908806   0.8  0.796930
t656  0.219331  0.888889  0.111111  0.984594  0.908736   0.8  0.796936
t657  0.219333  0.888889  0.111111  0.984597  0.908667   0.8  0.796942
t658  0.219335  0.888889  0.111111  0.984600  0.908598   0.8  0.796948
t659  0.219337  0.888889  0.111111  0.984603  0.908529   0.8  0.796954
t660  0.219338  0.888889  0.111111  0.984606  0.908460   0.8  0.796960
t661  0.219340  0.888889  0.111111  0.984609  0.908392   0.8  0.796966
t662  0.219342  0.888889  0.111111  0.984611  0.908324   0.8  0.796971
t663  0.219343  0.888889  0.111111  0.984614  0.908257   0.8  0.796977
t664  0.219345  0.888889  0.111111  0.984617  0.908189   0.8  0.796983
t665  0.219347  0.888889  0.111111  0.984620  0.908122   0.8  0.796988
t666  0.219349  0.888889  0.111111  0.984622  0.908056   0.8  0.796994
t667  0.219350  0.888889  0.111111  0.984625  0.907989   0.8  0.796999
t668  0.219352  0.888889  0.111111  0.984628  0.907923   0.8  0.797004
t669  0.219353  0.888889  0.111111  0.984630  0.907858   0.8  0.797010
t670  0.219355  0.888889  0.111111  0.984633  0.907792   0.8  0.797015
t671  0.219357  0.888889  0.111111  0.984636  0.907727   0.8  0.797020
t672  0.219358  0.888889  0.111111  0.984638  0.907662   0.8  0.797025
t673  0.219360  0.888889  0.111111  0.984641  0.907598   0.8  0.797031
t674  0.219361  0.888889  0.111111  0.984643  0.907534   0.8  0.797036
t675  0.219363  0.888889  0.111111  0.984646  0.907470   0.8  0.797041
t676  0.219364  0.888889  0.111111  0.984648  0.907406   0.8  0.797046
t677  0.219366  0.888889  0.111111  0.984651  0.907343   0.8  0.797051
t678  0.219367  0.888889  0.111111  0.984653  0.907280   0.8  0.797056
t679  0.219369  0.888889  0.111111  0.984656  0.907217   0.8  0.797061
t680  0.219370  0.888889  0.111111  0.984658  0.907155   0.8  0.797066
t681  0.219372  0.888889  0.111111  0.984661  0.907093   0.8  0.797070
t682  0.219373  0.888889  0.111111  0.984663  0.907031   0.8  0.797075
t683  0.219375  0.888889  0.111111  0.984666  0.906970   0.8  0.797080
t684  0.219376  0.888889  0.111111  0.984668  0.906908   0.8  0.797085
t685  0.219378  0.888889  0.111111  0.984671  0.906848   0.8  0.797089
t686  0.219379  0.888889  0.111111  0.984673  0.906787   0.8  0.797094
t687  0.219380  0.888889  0.111111  0.984675  0.906727   0.8  0.797098
t688  0.219382  0.888889  0.111111  0.984678  0.906667   0.8  0.797103
t689  0.219383  0.888889  0.111111  0.984680  0.906607   0.8  0.797107
t690  0.219384  0.888889  0.111111  0.984682  0.906548   0.8  0.797112
t691  0.219386  0.888889  0.111111  0.984685  0.906489   0.8  0.797116
t692  0.219387  0.888889  0.111111  0.984687  0.906430   0.8  0.797121
t693  0.219388  0.888889  0.111111  0.984689  0.906371   0.8  0.797125
t694  0.219390  0.888889  0.111111  0.984691  0.906313   0.8  0.797129
t695  0.219391  0.888889  0.111111  0.984694  0.906255   0.8  0.797133
t696  0.219392  0.888889  0.111111  0.984696  0.906197   0.8  0.797138
t697  0.219393  0.888889  0.111111  0.984698  0.906140   0.8  0.797142
t698  0.219395  0.888889  0.111111  0.984700  0.906083   0.8  0.797146
t699  0.219396  0.888889  0.111111  0.984703  0.906026   0.8  0.797150
t700  0.219397  0.888889  0.111111  0.984705  0.905970   0.8  0.797154
t701  0.219398  0.888889  0.111111  0.984707  0.905914   0.8  0.797158
t702  0.219400  0.888889  0.111111  0.984709  0.905858   0.8  0.797162
t703  0.219401  0.888889  0.111111  0.984711  0.905802   0.8  0.797166
t704  0.219402  0.888889  0.111111  0.984713  0.905747   0.8  0.797170
t705  0.219403  0.888889  0.111111  0.984715  0.905692   0.8  0.797174
t706  0.219404  0.888889  0.111111  0.984717  0.905637   0.8  0.797178
t707  0.219405  0.888889  0.111111  0.984720  0.905582   0.8  0.797182
t708  0.219407  0.888889  0.111111  0.984722  0.905528   0.8  0.797185
t709  0.219408  0.888889  0.111111  0.984724  0.905474   0.8  0.797189
t710  0.219409  0.888889  0.111111  0.984726  0.905421   0.8  0.797193
t711  0.219410  0.888889  0.111111  0.984728  0.905367   0.8  0.797197
t712  0.219411  0.888889  0.111111  0.984730  0.905314   0.8  0.797200
t713  0.219412  0.888889  0.111111  0.984732  0.905261   0.8  0.797204
t714  0.219413  0.888889  0.111111  0.984734  0.905209   0.8  0.797207
t715  0.219414  0.888889  0.111111  0.984736  0.905157   0.8  0.797211
t716  0.219415  0.888889  0.111111  0.984738  0.905105   0.8  0.797214
t717  0.219416  0.888889  0.111111  0.984740  0.905053   0.8  0.797218
t718  0.219417  0.888889  0.111111  0.984742  0.905001   0.8  0.797221
t719  0.219418  0.888889  0.111111  0.984743  0.904950   0.8  0.797225
t720  0.219419  0.888889  0.111111  0.984745  0.904899   0.8  0.797228
t721  0.219420  0.888889  0.111111  0.984747  0.904849   0.8  0.797232
t722  0.219421  0.888889  0.111111  0.984749  0.904798   0.8  0.797235
t723  0.219422  0.888889  0.111111  0.984751  0.904748   0.8  0.797238
t724  0.219423  0.888889  0.111111  0.984753  0.904698   0.8  0.797242
t725  0.219424  0.888889  0.111111  0.984755  0.904649   0.8  0.797245
t726  0.219425  0.888889  0.111111  0.984756  0.904600   0.8  0.797248
t727  0.219426  0.888889  0.111111  0.984758  0.904551   0.8  0.797251
t728  0.219427  0.888889  0.111111  0.984760  0.904502   0.8  0.797254
t729  0.219428  0.888889  0.111111  0.984762  0.904453   0.8  0.797258
t730  0.219429  0.888889  0.111111  0.984764  0.904405   0.8  0.797261
t731  0.219430  0.888889  0.111111  0.984765  0.904357   0.8  0.797264
t732  0.219431  0.888889  0.111111  0.984767  0.904309   0.8  0.797267
t733  0.219432  0.888889  0.111111  0.984769  0.904262   0.8  0.797270
t734  0.219433  0.888889  0.111111  0.984771  0.904215   0.8  0.797273
t735  0.219434  0.888889  0.111111  0.984772  0.904168   0.8  0.797276
t736  0.219435  0.888889  0.111111  0.984774  0.904121   0.8  0.797279
t737  0.219436  0.888889  0.111111  0.984776  0.904075   0.8  0.797282
t738  0.219436  0.888889  0.111111  0.984778  0.904028   0.8  0.797285
t739  0.219437  0.888889  0.111111  0.984779  0.903983   0.8  0.797287
t740  0.219438  0.888889  0.111111  0.984781  0.903937   0.8  0.797290
t741  0.219439  0.888889  0.111111  0.984783  0.903891   0.8  0.797293
t742  0.219440  0.888889  0.111111  0.984784  0.903846   0.8  0.797296
t743  0.219441  0.888889  0.111111  0.984786  0.903801   0.8  0.797299
t744  0.219441  0.888889  0.111111  0.984787  0.903757   0.8  0.797301
t745  0.219442  0.888889  0.111111  0.984789  0.903712   0.8  0.797304
t746  0.219443  0.888889  0.111111  0.984791  0.903668   0.8  0.797307
t747  0.219444  0.888889  0.111111  0.984792  0.903624   0.8  0.797310
