        H_grow  Han_grow    A_grow   decay_H   decay_A   Ammonia  hydro_org   hydro_N
t          NaN       NaN       NaN       NaN       NaN       NaN        NaN       NaN
t319  0.001361  0.000134  0.000067  0.000881  0.000013  0.000343   0.001940  0.000253
t320  0.001360  0.000134  0.000067  0.000881  0.000013  0.000343   0.001939  0.000253
t321  0.001360  0.000133  0.000067  0.000881  0.000013  0.000343   0.001939  0.000253
t322  0.001360  0.000133  0.000067  0.000881  0.000013  0.000342   0.001938  0.000253
t323  0.001360  0.000133  0.000067  0.000881  0.000013  0.000342   0.001938  0.000253
t324  0.001359  0.000133  0.000067  0.000880  0.000013  0.000342   0.001938  0.000253
t325  0.001359  0.000133  0.000067  0.000880  0.000013  0.000342   0.001937  0.000253
t326  0.001359  0.000133  0.000067  0.000880  0.000013  0.000342   0.001937  0.000253
t327  0.001359  0.000133  0.000067  0.000880  0.000013  0.000342   0.001936  0.000253
t328  0.001358  0.000133  0.000067  0.000880  0.000013  0.000342   0.001936  0.000253
t329  0.001358  0.000133  0.000067  0.000880  0.000013  0.000342   0.001935  0.000253
t330  0.001358  0.000133  0.000067  0.000880  0.000013  0.000342   0.001935  0.000253
t331  0.001358  0.000133  0.000068  0.000879  0.000013  0.000342   0.001935  0.000253
t332  0.001358  0.000133  0.000068  0.000879  0.000013  0.000342   0.001934  0.000253
t333  0.001357  0.000133  0.000068  0.000879  0.000013  0.000342   0.001934  0.000252
t334  0.001357  0.000133  0.000068  0.000879  0.000013  0.000342   0.001934  0.000252
t335  0.001357  0.000133  0.000068  0.000879  0.000013  0.000342   0.001933  0.000252
t336  0.001357  0.000133  0.000068  0.000879  0.000013  0.000342   0.001933  0.000252
t337  0.001357  0.000133  0.000068  0.000879  0.000013  0.000342   0.001933  0.000252
t338  0.001356  0.000133  0.000068  0.000879  0.000013  0.000342   0.001932  0.000252
t339  0.001356  0.000133  0.000068  0.000878  0.000013  0.000342   0.001932  0.000252
t340  0.001356  0.000133  0.000068  0.000878  0.000014  0.000342   0.001932  0.000252
t341  0.001356  0.000133  0.000068  0.000878  0.000014  0.000341   0.001931  0.000252
t342  0.001356  0.000133  0.000068  0.000878  0.000014  0.000341   0.001931  0.000252
t343  0.001355  0.000133  0.000068  0.000878  0.000014  0.000341   0.001931  0.000252
t344  0.001355  0.000133  0.000068  0.000878  0.000014  0.000341   0.001930  0.000252
t345  0.001355  0.000133  0.000068  0.000878  0.000014  0.000341   0.001930  0.000252
t346  0.001355  0.000133  0.000068  0.000877  0.000014  0.000341   0.001930  0.000252
t347  0.001355  0.000133  0.000068  0.000877  0.000014  0.000341   0.001929  0.000252
t348  0.001355  0.000133  0.000068  0.000877  0.000014  0.000341   0.001929  0.000252
t349  0.001355  0.000133  0.000068  0.000877  0.000014  0.000341   0.001929  0.000252
t350  0.001354  0.000133  0.000068  0.000877  0.000014  0.000341   0.001929  0.000252
t351  0.001354  0.000133  0.000068  0.000877  0.000014  0.000341   0.001928  0.000252
t352  0.001354  0.000133  0.000068  0.000877  0.000014  0.000341   0.001928  0.000252
t353  0.001354  0.000133  0.000068  0.000877  0.000014  0.000341   0.001928  0.000252
t354  0.001354  0.000133  0.000068  0.000876  0.000014  0.000341   0.001928  0.000252
t355  0.001354  0.000133  0.000068  0.000876  0.000014  0.000341   0.001927  0.000252
t356  0.001354  0.000133  0.000068  0.000876  0.000014  0.000341   0.001927  0.000252
t357  0.001353  0.000133  0.000068  0.000876  0.000014  0.000341   0.001927  0.000252
t358  0.001353  0.000133  0.000068  0.000876  0.000014  0.000341   0.001927  0.000252
t359  0.001353  0.000133  0.000068  0.000876  0.000014  0.000341   0.001926  0.000252
t360  0.001353  0.000133  0.000069  0.000876  0.000014  0.000341   0.001926  0.000252
t361  0.001353  0.000133  0.000069  0.000876  0.000014  0.000341   0.001926  0.000252
t362  0.001353  0.000133  0.000069  0.000875  0.000014  0.000341   0.001926  0.000252
t363  0.001353  0.000133  0.000069  0.000875  0.000014  0.000341   0.001926  0.000252
t364  0.001353  0.000133  0.000069  0.000875  0.000014  0.000341   0.001925  0.000252
t365  0.001352  0.000133  0.000069  0.000875  0.000014  0.000341   0.001925  0.000252
t366  0.001352  0.000133  0.000069  0.000875  0.000014  0.000341   0.001925  0.000252
t367  0.001352  0.000133  0.000069  0.000875  0.000014  0.000341   0.001925  0.000252
t368  0.001352  0.000133  0.000069  0.000875  0.000014  0.000341   0.001925  0.000251
t369  0.001352  0.000133  0.000069  0.000875  0.000014  0.000341   0.001924  0.000251
t370  0.001352  0.000133  0.000069  0.000875  0.000014  0.000341   0.001924  0.000251
t371  0.001352  0.000133  0.000069  0.000874  0.000014  0.000341   0.001924  0.000251
t372  0.001352  0.000133  0.000069  0.000874  0.000014  0.000341   0.001924  0.000251
t373  0.001352  0.000133  0.000069  0.000874  0.000014  0.000340   0.001924  0.000251
t374  0.001352  0.000133  0.000069  0.000874  0.000014  0.000340   0.001924  0.000251
t375  0.001351  0.000133  0.000069  0.000874  0.000014  0.000340   0.001923  0.000251
t376  0.001351  0.000133  0.000069  0.000874  0.000014  0.000340   0.001923  0.000251
t377  0.001351  0.000133  0.000069  0.000874  0.000014  0.000340   0.001923  0.000251
t378  0.001351  0.000133  0.000069  0.000874  0.000014  0.000340   0.001923  0.000251
t379  0.001351  0.000133  0.000069  0.000874  0.000014  0.000340   0.001923  0.000251
t380  0.001351  0.000133  0.000069  0.000873  0.000014  0.000340   0.001923  0.000251
t381  0.001351  0.000133  0.000069  0.000873  0.000014  0.000340   0.001922  0.000251
t382  0.001351  0.000133  0.000069  0.000873  0.000014  0.000340   0.001922  0.000251
t383  0.001351  0.000133  0.000069  0.000873  0.000014  0.000340   0.001922  0.000251
t384  0.001351  0.000133  0.000069  0.000873  0.000014  0.000340   0.001922  0.000251
t385  0.001351  0.000133  0.000069  0.000873  0.000014  0.000340   0.001922  0.000251
t386  0.001351  0.000133  0.000069  0.000873  0.000014  0.000340   0.001922  0.000251
t387  0.001350  0.000133  0.000069  0.000873  0.000014  0.000340   0.001922  0.000251
t388  0.001350  0.000133  0.000069  0.000873  0.000014  0.000340   0.001921  0.000251
t389  0.001350  0.000133  0.000069  0.000873  0.000014  0.000340   0.001921  0.000251
t390  0.001350  0.000133  0.000069  0.000872  0.000014  0.000340   0.001921  0.000251
t391  0.001350  0.000133  0.000069  0.000872  0.000014  0.000340   0.001921  0.000251
t392  0.001350  0.000133  0.000069  0.000872  0.000014  0.000340   0.001921  0.000251
t393  0.001350  0.000133  0.000069  0.000872  0.000014  0.000340   0.001921  0.000251
t394  0.001350  0.000133  0.000069  0.000872  0.000014  0.000340   0.001921  0.000251
t395  0.001350  0.000133  0.000070  0.000872  0.000014  0.000340   0.001921  0.000251
t396  0.001350  0.000133  0.000070  0.000872  0.000014  0.000340   0.001920  0.000251
t397  0.001350  0.000133  0.000070  0.000872  0.000014  0.000340   0.001920  0.000251
t398  0.001350  0.000133  0.000070  0.000872  0.000014  0.000340   0.001920  0.000251
t399  0.001350  0.000133  0.000070  0.000872  0.000014  0.000340   0.001920  0.000251
t400  0.001350  0.000133  0.000070  0.000872  0.000014  0.000340   0.001920  0.000251
t401  0.001349  0.000133  0.000070  0.000871  0.000014  0.000340   0.001920  0.000251
t402  0.001349  0.000133  0.000070  0.000871  0.000014  0.000340   0.001920  0.000251
t403  0.001349  0.000133  0.000070  0.000871  0.000014  0.000340   0.001920  0.000251
t404  0.001349  0.000133  0.000070  0.000871  0.000014  0.000340   0.001920  0.000251
t405  0.001349  0.000133  0.000070  0.000871  0.000014  0.000340   0.001919  0.000251
t406  0.001349  0.000133  0.000070  0.000871  0.000014  0.000340   0.001919  0.000251
t407  0.001349  0.000133  0.000070  0.000871  0.000014  0.000340   0.001919  0.000251
t408  0.001349  0.000133  0.000070  0.000871  0.000014  0.000340   0.001919  0.000251
t409  0.001349  0.000133  0.000070  0.000871  0.000014  0.000340   0.001919  0.000251
t410  0.001349  0.000133  0.000070  0.000871  0.000014  0.000340   0.001919  0.000251
t411  0.001349  0.000133  0.000070  0.000871  0.000014  0.000340   0.001919  0.000251
t412  0.001349  0.000133  0.000070  0.000871  0.000014  0.000340   0.001919  0.000251
t413  0.001349  0.000133  0.000070  0.000870  0.000014  0.000340   0.001919  0.000251
t414  0.001349  0.000133  0.000070  0.000870  0.000014  0.000340   0.001919  0.000251
t415  0.001349  0.000133  0.000070  0.000870  0.000014  0.000340   0.001918  0.000251
t416  0.001349  0.000133  0.000070  0.000870  0.000014  0.000340   0.001918  0.000251
t417  0.001349  0.000133  0.000070  0.000870  0.000014  0.000340   0.001918  0.000251
t418  0.001349  0.000133  0.000070  0.000870  0.000014  0.000340   0.001918  0.000251
t419  0.001349  0.000133  0.000070  0.000870  0.000014  0.000340   0.001918  0.000251
t420  0.001348  0.000133  0.000070  0.000870  0.000014  0.000340   0.001918  0.000251
t421  0.001348  0.000133  0.000070  0.000870  0.000014  0.000340   0.001918  0.000251
t422  0.001348  0.000133  0.000070  0.000870  0.000014  0.000340   0.001918  0.000251
t423  0.001348  0.000133  0.000070  0.000870  0.000014  0.000340   0.001918  0.000251
t424  0.001348  0.000133  0.000070  0.000870  0.000014  0.000340   0.001918  0.000251
t425  0.001348  0.000133  0.000070  0.000870  0.000014  0.000340   0.001918  0.000251
t426  0.001348  0.000133  0.000070  0.000869  0.000014  0.000340   0.001918  0.000251
t427  0.001348  0.000133  0.000070  0.000869  0.000014  0.000340   0.001917  0.000251
t428  0.001348  0.000133  0.000070  0.000869  0.000014  0.000340   0.001917  0.000251
t429  0.001348  0.000133  0.000070  0.000869  0.000014  0.000340   0.001917  0.000251
t430  0.001348  0.000133  0.000070  0.000869  0.000014  0.000340   0.001917  0.000251
t431  0.001348  0.000133  0.000070  0.000869  0.000014  0.000340   0.001917  0.000251
t432  0.001348  0.000133  0.000070  0.000869  0.000014  0.000340   0.001917  0.000251
t433  0.001348  0.000133  0.000070  0.000869  0.000014  0.000340   0.001917  0.000251
t434  0.001348  0.000133  0.000070  0.000869  0.000014  0.000340   0.001917  0.000251
t435  0.001348  0.000133  0.000070  0.000869  0.000014  0.000340   0.001917  0.000251
t436  0.001348  0.000133  0.000070  0.000869  0.000014  0.000340   0.001917  0.000251
t437  0.001348  0.000133  0.000070  0.000869  0.000014  0.000340   0.001917  0.000251
t438  0.001348  0.000133  0.000070  0.000869  0.000014  0.000340   0.001917  0.000251
t439  0.001348  0.000133  0.000070  0.000869  0.000014  0.000340   0.001917  0.000251
t440  0.001348  0.000133  0.000070  0.000868  0.000014  0.000340   0.001917  0.000251
t441  0.001348  0.000133  0.000070  0.000868  0.000014  0.000340   0.001916  0.000251
t442  0.001348  0.000133  0.000070  0.000868  0.000014  0.000340   0.001916  0.000251
t443  0.001348  0.000133  0.000071  0.000868  0.000014  0.000340   0.001916  0.000251
t444  0.001348  0.000133  0.000071  0.000868  0.000014  0.000340   0.001916  0.000251
t445  0.001347  0.000133  0.000071  0.000868  0.000014  0.000340   0.001916  0.000251
t446  0.001347  0.000133  0.000071  0.000868  0.000014  0.000340   0.001916  0.000251
t447  0.001347  0.000133  0.000071  0.000868  0.000014  0.000340   0.001916  0.000251
t448  0.001347  0.000132  0.000071  0.000868  0.000014  0.000340   0.001916  0.000251
t449  0.001347  0.000132  0.000071  0.000868  0.000014  0.000340   0.001916  0.000251
t450  0.001347  0.000132  0.000071  0.000868  0.000014  0.000340   0.001916  0.000251
t451  0.001347  0.000132  0.000071  0.000868  0.000014  0.000340   0.001916  0.000251
t452  0.001347  0.000132  0.000071  0.000868  0.000014  0.000340   0.001916  0.000251
t453  0.001347  0.000132  0.000071  0.000868  0.000014  0.000340   0.001916  0.000251
t454  0.001347  0.000132  0.000071  0.000868  0.000014  0.000340   0.001916  0.000251
t455  0.001347  0.000132  0.000071  0.000868  0.000014  0.000340   0.001916  0.000251
t456  0.001347  0.000132  0.000071  0.000868  0.000014  0.000340   0.001916  0.000251
t457  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001916  0.000251
t458  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t459  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t460  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t461  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t462  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t463  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t464  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t465  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t466  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t467  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t468  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t469  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t470  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t471  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t472  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t473  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t474  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t475  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t476  0.001347  0.000132  0.000071  0.000867  0.000014  0.000340   0.001915  0.000251
t477  0.001347  0.000132  0.000071  0.000866  0.000014  0.000340   0.001915  0.000251
t478  0.001347  0.000132  0.000071  0.000866  0.000014  0.000340   0.001915  0.000251
t479  0.001347  0.000132  0.000071  0.000866  0.000014  0.000340   0.001915  0.000251
t480  0.001347  0.000132  0.000071  0.000866  0.000014  0.000340   0.001915  0.000251
t481  0.001347  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t482  0.001347  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t483  0.001347  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t484  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t485  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t486  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t487  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t488  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t489  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t490  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t491  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t492  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t493  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t494  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t495  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t496  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t497  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t498  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t499  0.001346  0.000132  0.000071  0.000866  0.000014  0.000340   0.001914  0.000251
t500  0.001346  0.000132  0.000071  0.000865  0.000014  0.000340   0.001914  0.000251
t501  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001914  0.000251
t502  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001914  0.000251
t503  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001914  0.000251
t504  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001914  0.000251
t505  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001914  0.000251
t506  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001914  0.000251
t507  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001914  0.000251
t508  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001914  0.000251
t509  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001914  0.000251
t510  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001913  0.000251
t511  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001913  0.000251
t512  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001913  0.000251
t513  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001913  0.000251
t514  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001913  0.000251
t515  0.001346  0.000132  0.000071  0.000865  0.000015  0.000340   0.001913  0.000251
t516  0.001346  0.000132  0.000071  0.000865  0.000015  0.000339   0.001913  0.000251
t517  0.001346  0.000132  0.000072  0.000865  0.000015  0.000339   0.001913  0.000251
t518  0.001346  0.000132  0.000072  0.000865  0.000015  0.000339   0.001913  0.000251
t519  0.001346  0.000132  0.000072  0.000865  0.000015  0.000339   0.001913  0.000251
t520  0.001346  0.000132  0.000072  0.000865  0.000015  0.000339   0.001913  0.000251
t521  0.001346  0.000132  0.000072  0.000865  0.000015  0.000339   0.001913  0.000251
t522  0.001346  0.000132  0.000072  0.000865  0.000015  0.000339   0.001913  0.000251
t523  0.001346  0.000132  0.000072  0.000865  0.000015  0.000339   0.001913  0.000251
t524  0.001346  0.000132  0.000072  0.000865  0.000015  0.000339   0.001913  0.000251
t525  0.001346  0.000132  0.000072  0.000865  0.000015  0.000339   0.001913  0.000250
t526  0.001346  0.000132  0.000072  0.000865  0.000015  0.000339   0.001913  0.000250
t527  0.001346  0.000132  0.000072  0.000865  0.000015  0.000339   0.001913  0.000250
t528  0.001346  0.000132  0.000072  0.000865  0.000015  0.000339   0.001913  0.000250
t529  0.001346  0.000132  0.000072  0.000865  0.000015  0.000339   0.001913  0.000250
t530  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t531  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t532  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t533  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t534  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t535  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t536  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t537  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t538  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t539  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t540  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t541  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t542  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t543  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t544  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t545  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t546  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t547  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t548  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t549  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t550  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t551  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t552  0.001346  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t553  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t554  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001913  0.000250
t555  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t556  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t557  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t558  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t559  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t560  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t561  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t562  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t563  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t564  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t565  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t566  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t567  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t568  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t569  0.001345  0.000132  0.000072  0.000864  0.000015  0.000339   0.001912  0.000250
t570  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t571  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t572  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t573  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t574  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t575  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t576  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t577  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t578  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t579  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t580  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t581  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t582  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t583  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t584  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t585  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t586  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t587  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t588  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t589  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t590  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t591  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t592  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t593  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t594  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t595  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t596  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t597  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t598  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t599  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t600  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t601  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t602  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t603  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t604  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t605  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t606  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t607  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t608  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t609  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t610  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t611  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t612  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t613  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t614  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t615  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t616  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t617  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t618  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t619  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t620  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t621  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t622  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t623  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t624  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t625  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t626  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t627  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t628  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t629  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t630  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t631  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t632  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t633  0.001345  0.000132  0.000072  0.000863  0.000015  0.000339   0.001912  0.000250
t634  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001912  0.000250
t635  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001912  0.000250
t636  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001912  0.000250
t637  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001912  0.000250
t638  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001912  0.000250
t639  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001912  0.000250
t640  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001912  0.000250
t641  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
