            h_S  h_OH  h_OHan      h_NO      h_NH  h_OA     h_SBH
t           NaN   NaN     NaN       NaN       NaN   NaN       NaN
t1565  0.193380   0.0     1.0  0.917219  0.968202   0.0  0.979180
t1566  0.193388   0.0     1.0  0.917197  0.968204   0.0  0.979181
t1567  0.193396   0.0     1.0  0.917175  0.968205   0.0  0.979182
t1568  0.193404   0.0     1.0  0.917152  0.968206   0.0  0.979183
t1569  0.193412   0.0     1.0  0.917130  0.968208   0.0  0.979185
t1570  0.193420   0.0     1.0  0.917108  0.968209   0.0  0.979186
t1571  0.193428   0.0     1.0  0.917085  0.968210   0.0  0.979187
t1572  0.193436   0.0     1.0  0.917063  0.968211   0.0  0.979188
t1573  0.193444   0.0     1.0  0.917041  0.968213   0.0  0.979189
t1574  0.193452   0.0     1.0  0.917019  0.968214   0.0  0.979190
t1575  0.193460   0.0     1.0  0.916996  0.968215   0.0  0.979191
t1576  0.193468   0.0     1.0  0.916974  0.968217   0.0  0.979192
t1577  0.193476   0.0     1.0  0.916952  0.968218   0.0  0.979193
t1578  0.193484   0.0     1.0  0.916930  0.968219   0.0  0.979194
t1579  0.193492   0.0     1.0  0.916907  0.968221   0.0  0.979195
t1580  0.193500   0.0     1.0  0.916885  0.968222   0.0  0.979197
t1581  0.193508   0.0     1.0  0.916863  0.968223   0.0  0.979198
t1582  0.193515   0.0     1.0  0.916841  0.968225   0.0  0.979199
t1583  0.193523   0.0     1.0  0.916819  0.968226   0.0  0.979200
t1584  0.193531   0.0     1.0  0.916796  0.968227   0.0  0.979201
t1585  0.193539   0.0     1.0  0.916774  0.968228   0.0  0.979202
t1586  0.193547   0.0     1.0  0.916752  0.968230   0.0  0.979203
t1587  0.193555   0.0     1.0  0.916730  0.968231   0.0  0.979204
t1588  0.193563   0.0     1.0  0.916708  0.968232   0.0  0.979205
t1589  0.193571   0.0     1.0  0.916686  0.968234   0.0  0.979206
t1590  0.193579   0.0     1.0  0.916664  0.968235   0.0  0.979207
t1591  0.193586   0.0     1.0  0.916642  0.968236   0.0  0.979208
t1592  0.193594   0.0     1.0  0.916619  0.968237   0.0  0.979209
t1593  0.193602   0.0     1.0  0.916597  0.968239   0.0  0.979211
t1594  0.193610   0.0     1.0  0.916575  0.968240   0.0  0.979212
t1595  0.193618   0.0     1.0  0.916553  0.968241   0.0  0.979213
t1596  0.193626   0.0     1.0  0.916531  0.968242   0.0  0.979214
t1597  0.193634   0.0     1.0  0.916509  0.968244   0.0  0.979215
t1598  0.193641   0.0     1.0  0.916487  0.968245   0.0  0.979216
t1599  0.193649   0.0     1.0  0.916465  0.968246   0.0  0.979217
t1600  0.193657   0.0     1.0  0.916443  0.968248   0.0  0.979218
t1601  0.193665   0.0     1.0  0.916421  0.968249   0.0  0.979219
t1602  0.193673   0.0     1.0  0.916399  0.968250   0.0  0.979220
t1603  0.193681   0.0     1.0  0.916377  0.968251   0.0  0.979221
t1604  0.193688   0.0     1.0  0.916355  0.968253   0.0  0.979222
t1605  0.193696   0.0     1.0  0.916333  0.968254   0.0  0.979223
t1606  0.193704   0.0     1.0  0.916311  0.968255   0.0  0.979224
t1607  0.193712   0.0     1.0  0.916289  0.968256   0.0  0.979226
t1608  0.193720   0.0     1.0  0.916267  0.968258   0.0  0.979227
t1609  0.193727   0.0     1.0  0.916245  0.968259   0.0  0.979228
t1610  0.193735   0.0     1.0  0.916223  0.968260   0.0  0.979229
t1611  0.193743   0.0     1.0  0.916202  0.968261   0.0  0.979230
t1612  0.193751   0.0     1.0  0.916180  0.968263   0.0  0.979231
t1613  0.193759   0.0     1.0  0.916158  0.968264   0.0  0.979232
t1614  0.193766   0.0     1.0  0.916136  0.968265   0.0  0.979233
t1615  0.193774   0.0     1.0  0.916114  0.968266   0.0  0.979234
t1616  0.193782   0.0     1.0  0.916092  0.968268   0.0  0.979235
t1617  0.193790   0.0     1.0  0.916070  0.968269   0.0  0.979236
t1618  0.193797   0.0     1.0  0.916048  0.968270   0.0  0.979237
t1619  0.193805   0.0     1.0  0.916027  0.968271   0.0  0.979238
t1620  0.193813   0.0     1.0  0.916005  0.968272   0.0  0.979239
t1621  0.193821   0.0     1.0  0.915983  0.968274   0.0  0.979240
t1622  0.193828   0.0     1.0  0.915961  0.968275   0.0  0.979241
t1623  0.193836   0.0     1.0  0.915939  0.968276   0.0  0.979242
t1624  0.193844   0.0     1.0  0.915918  0.968277   0.0  0.979244
t1625  0.193852   0.0     1.0  0.915896  0.968279   0.0  0.979245
t1626  0.193859   0.0     1.0  0.915874  0.968280   0.0  0.979246
t1627  0.193867   0.0     1.0  0.915852  0.968281   0.0  0.979247
t1628  0.193875   0.0     1.0  0.915831  0.968282   0.0  0.979248
t1629  0.193882   0.0     1.0  0.915809  0.968283   0.0  0.979249
t1630  0.193890   0.0     1.0  0.915787  0.968285   0.0  0.979250
t1631  0.193898   0.0     1.0  0.915765  0.968286   0.0  0.979251
t1632  0.193906   0.0     1.0  0.915744  0.968287   0.0  0.979252
t1633  0.193913   0.0     1.0  0.915722  0.968288   0.0  0.979253
t1634  0.193921   0.0     1.0  0.915700  0.968290   0.0  0.979254
t1635  0.193929   0.0     1.0  0.915679  0.968291   0.0  0.979255
t1636  0.193936   0.0     1.0  0.915657  0.968292   0.0  0.979256
t1637  0.193944   0.0     1.0  0.915635  0.968293   0.0  0.979257
t1638  0.193952   0.0     1.0  0.915614  0.968294   0.0  0.979258
t1639  0.193959   0.0     1.0  0.915592  0.968296   0.0  0.979259
t1640  0.193967   0.0     1.0  0.915570  0.968297   0.0  0.979260
t1641  0.193975   0.0     1.0  0.915549  0.968298   0.0  0.979261
t1642  0.193982   0.0     1.0  0.915527  0.968299   0.0  0.979262
t1643  0.193990   0.0     1.0  0.915506  0.968300   0.0  0.979263
t1644  0.193998   0.0     1.0  0.915484  0.968302   0.0  0.979264
t1645  0.194005   0.0     1.0  0.915462  0.968303   0.0  0.979266
t1646  0.194013   0.0     1.0  0.915441  0.968304   0.0  0.979267
t1647  0.194021   0.0     1.0  0.915419  0.968305   0.0  0.979268
t1648  0.194028   0.0     1.0  0.915398  0.968306   0.0  0.979269
t1649  0.194036   0.0     1.0  0.915376  0.968307   0.0  0.979270
t1650  0.194043   0.0     1.0  0.915355  0.968309   0.0  0.979271
t1651  0.194051   0.0     1.0  0.915333  0.968310   0.0  0.979272
t1652  0.194059   0.0     1.0  0.915312  0.968311   0.0  0.979273
t1653  0.194066   0.0     1.0  0.915290  0.968312   0.0  0.979274
t1654  0.194074   0.0     1.0  0.915269  0.968313   0.0  0.979275
t1655  0.194081   0.0     1.0  0.915247  0.968315   0.0  0.979276
t1656  0.194089   0.0     1.0  0.915226  0.968316   0.0  0.979277
t1657  0.194097   0.0     1.0  0.915204  0.968317   0.0  0.979278
t1658  0.194104   0.0     1.0  0.915183  0.968318   0.0  0.979279
t1659  0.194112   0.0     1.0  0.915161  0.968319   0.0  0.979280
t1660  0.194119   0.0     1.0  0.915140  0.968320   0.0  0.979281
t1661  0.194127   0.0     1.0  0.915118  0.968322   0.0  0.979282
t1662  0.194135   0.0     1.0  0.915097  0.968323   0.0  0.979283
t1663  0.194142   0.0     1.0  0.915076  0.968324   0.0  0.979284
t1664  0.194150   0.0     1.0  0.915054  0.968325   0.0  0.979285
t1665  0.194157   0.0     1.0  0.915033  0.968326   0.0  0.979286
t1666  0.194165   0.0     1.0  0.915011  0.968327   0.0  0.979287
t1667  0.194172   0.0     1.0  0.914990  0.968329   0.0  0.979288
t1668  0.194180   0.0     1.0  0.914969  0.968330   0.0  0.979289
t1669  0.194187   0.0     1.0  0.914947  0.968331   0.0  0.979290
t1670  0.194195   0.0     1.0  0.914926  0.968332   0.0  0.979291
t1671  0.194203   0.0     1.0  0.914905  0.968333   0.0  0.979292
t1672  0.194210   0.0     1.0  0.914883  0.968334   0.0  0.979293
t1673  0.194218   0.0     1.0  0.914862  0.968335   0.0  0.979294
t1674  0.194225   0.0     1.0  0.914841  0.968337   0.0  0.979295
t1675  0.194233   0.0     1.0  0.914820  0.968338   0.0  0.979296
t1676  0.194240   0.0     1.0  0.914798  0.968339   0.0  0.979297
t1677  0.194248   0.0     1.0  0.914777  0.968340   0.0  0.979298
t1678  0.194255   0.0     1.0  0.914756  0.968341   0.0  0.979300
t1679  0.194263   0.0     1.0  0.914735  0.968342   0.0  0.979301
t1680  0.194270   0.0     1.0  0.914713  0.968343   0.0  0.979302
t1681  0.194278   0.0     1.0  0.914692  0.968345   0.0  0.979303
t1682  0.194285   0.0     1.0  0.914671  0.968346   0.0  0.979304
t1683  0.194293   0.0     1.0  0.914650  0.968347   0.0  0.979305
t1684  0.194300   0.0     1.0  0.914629  0.968348   0.0  0.979306
t1685  0.194308   0.0     1.0  0.914607  0.968349   0.0  0.979307
t1686  0.194315   0.0     1.0  0.914586  0.968350   0.0  0.979308
t1687  0.194323   0.0     1.0  0.914565  0.968351   0.0  0.979309
t1688  0.194330   0.0     1.0  0.914544  0.968352   0.0  0.979310
t1689  0.194338   0.0     1.0  0.914523  0.968354   0.0  0.979311
t1690  0.194345   0.0     1.0  0.914502  0.968355   0.0  0.979312
t1691  0.194352   0.0     1.0  0.914480  0.968356   0.0  0.979313
t1692  0.194360   0.0     1.0  0.914459  0.968357   0.0  0.979314
t1693  0.194367   0.0     1.0  0.914438  0.968358   0.0  0.979315
t1694  0.194375   0.0     1.0  0.914417  0.968359   0.0  0.979316
t1695  0.194382   0.0     1.0  0.914396  0.968360   0.0  0.979317
t1696  0.194390   0.0     1.0  0.914375  0.968361   0.0  0.979318
t1697  0.194397   0.0     1.0  0.914354  0.968363   0.0  0.979319
t1698  0.194404   0.0     1.0  0.914333  0.968364   0.0  0.979320
t1699  0.194412   0.0     1.0  0.914312  0.968365   0.0  0.979321
t1700  0.194419   0.0     1.0  0.914291  0.968366   0.0  0.979322
t1701  0.194427   0.0     1.0  0.914270  0.968367   0.0  0.979323
t1702  0.194434   0.0     1.0  0.914249  0.968368   0.0  0.979324
t1703  0.194442   0.0     1.0  0.914228  0.968369   0.0  0.979325
t1704  0.194449   0.0     1.0  0.914207  0.968370   0.0  0.979326
t1705  0.194456   0.0     1.0  0.914186  0.968371   0.0  0.979327
t1706  0.194464   0.0     1.0  0.914165  0.968372   0.0  0.979328
t1707  0.194471   0.0     1.0  0.914144  0.968374   0.0  0.979329
t1708  0.194479   0.0     1.0  0.914123  0.968375   0.0  0.979330
t1709  0.194486   0.0     1.0  0.914102  0.968376   0.0  0.979331
t1710  0.194493   0.0     1.0  0.914081  0.968377   0.0  0.979332
t1711  0.194501   0.0     1.0  0.914060  0.968378   0.0  0.979333
t1712  0.194508   0.0     1.0  0.914039  0.968379   0.0  0.979334
t1713  0.194515   0.0     1.0  0.914018  0.968380   0.0  0.979335
t1714  0.194523   0.0     1.0  0.913997  0.968381   0.0  0.979336
t1715  0.194530   0.0     1.0  0.913977  0.968382   0.0  0.979337
t1716  0.194537   0.0     1.0  0.913956  0.968383   0.0  0.979338
t1717  0.194545   0.0     1.0  0.913935  0.968384   0.0  0.979339
t1718  0.194552   0.0     1.0  0.913914  0.968386   0.0  0.979340
t1719  0.194559   0.0     1.0  0.913893  0.968387   0.0  0.979341
t1720  0.194567   0.0     1.0  0.913872  0.968388   0.0  0.979342
t1721  0.194574   0.0     1.0  0.913851  0.968389   0.0  0.979343
t1722  0.194581   0.0     1.0  0.913831  0.968390   0.0  0.979344
t1723  0.194589   0.0     1.0  0.913810  0.968391   0.0  0.979345
t1724  0.194596   0.0     1.0  0.913789  0.968392   0.0  0.979346
t1725  0.194603   0.0     1.0  0.913768  0.968393   0.0  0.979347
t1726  0.194611   0.0     1.0  0.913748  0.968394   0.0  0.979348
t1727  0.194618   0.0     1.0  0.913727  0.968395   0.0  0.979349
t1728  0.194625   0.0     1.0  0.913706  0.968396   0.0  0.979350
t1729  0.194633   0.0     1.0  0.913685  0.968397   0.0  0.979351
t1730  0.194640   0.0     1.0  0.913665  0.968398   0.0  0.979352
t1731  0.194647   0.0     1.0  0.913644  0.968399   0.0  0.979353
t1732  0.194655   0.0     1.0  0.913623  0.968401   0.0  0.979354
t1733  0.194662   0.0     1.0  0.913602  0.968402   0.0  0.979355
t1734  0.194669   0.0     1.0  0.913582  0.968403   0.0  0.979356
t1735  0.194676   0.0     1.0  0.913561  0.968404   0.0  0.979357
t1736  0.194684   0.0     1.0  0.913540  0.968405   0.0  0.979358
t1737  0.194691   0.0     1.0  0.913520  0.968406   0.0  0.979359
t1738  0.194698   0.0     1.0  0.913499  0.968407   0.0  0.979360
t1739  0.194705   0.0     1.0  0.913479  0.968408   0.0  0.979361
t1740  0.194713   0.0     1.0  0.913458  0.968409   0.0  0.979362
t1741  0.194720   0.0     1.0  0.913437  0.968410   0.0  0.979363
t1742  0.194727   0.0     1.0  0.913417  0.968411   0.0  0.979364
t1743  0.194734   0.0     1.0  0.913396  0.968412   0.0  0.979365
t1744  0.194742   0.0     1.0  0.913375  0.968413   0.0  0.979366
t1745  0.194749   0.0     1.0  0.913355  0.968414   0.0  0.979367
t1746  0.194756   0.0     1.0  0.913334  0.968415   0.0  0.979367
t1747  0.194763   0.0     1.0  0.913314  0.968416   0.0  0.979368
t1748  0.194771   0.0     1.0  0.913293  0.968417   0.0  0.979369
t1749  0.194778   0.0     1.0  0.913273  0.968418   0.0  0.979370
t1750  0.194785   0.0     1.0  0.913252  0.968419   0.0  0.979371
t1751  0.194792   0.0     1.0  0.913232  0.968420   0.0  0.979372
t1752  0.194799   0.0     1.0  0.913211  0.968421   0.0  0.979373
t1753  0.194807   0.0     1.0  0.913191  0.968422   0.0  0.979374
t1754  0.194814   0.0     1.0  0.913170  0.968424   0.0  0.979375
t1755  0.194821   0.0     1.0  0.913150  0.968425   0.0  0.979376
t1756  0.194828   0.0     1.0  0.913129  0.968426   0.0  0.979377
t1757  0.194835   0.0     1.0  0.913109  0.968427   0.0  0.979378
t1758  0.194843   0.0     1.0  0.913088  0.968428   0.0  0.979379
t1759  0.194850   0.0     1.0  0.913068  0.968429   0.0  0.979380
t1760  0.194857   0.0     1.0  0.913048  0.968430   0.0  0.979381
t1761  0.194864   0.0     1.0  0.913027  0.968431   0.0  0.979382
t1762  0.194871   0.0     1.0  0.913007  0.968432   0.0  0.979383
t1763  0.194878   0.0     1.0  0.912986  0.968433   0.0  0.979384
t1764  0.194886   0.0     1.0  0.912966  0.968434   0.0  0.979385
t1765  0.194893   0.0     1.0  0.912946  0.968435   0.0  0.979386
t1766  0.194900   0.0     1.0  0.912925  0.968436   0.0  0.979387
t1767  0.194907   0.0     1.0  0.912905  0.968437   0.0  0.979388
t1768  0.194914   0.0     1.0  0.912885  0.968438   0.0  0.979389
t1769  0.194921   0.0     1.0  0.912864  0.968439   0.0  0.979390
t1770  0.194928   0.0     1.0  0.912844  0.968440   0.0  0.979391
t1771  0.194936   0.0     1.0  0.912824  0.968441   0.0  0.979392
t1772  0.194943   0.0     1.0  0.912803  0.968442   0.0  0.979393
t1773  0.194950   0.0     1.0  0.912783  0.968443   0.0  0.979394
t1774  0.194957   0.0     1.0  0.912763  0.968444   0.0  0.979395
t1775  0.194964   0.0     1.0  0.912743  0.968445   0.0  0.979396
t1776  0.194971   0.0     1.0  0.912722  0.968446   0.0  0.979397
t1777  0.194978   0.0     1.0  0.912702  0.968447   0.0  0.979398
t1778  0.194985   0.0     1.0  0.912682  0.968448   0.0  0.979399
t1779  0.194992   0.0     1.0  0.912662  0.968449   0.0  0.979400
t1780  0.195000   0.0     1.0  0.912641  0.968450   0.0  0.979400
t1781  0.195007   0.0     1.0  0.912621  0.968451   0.0  0.979401
t1782  0.195014   0.0     1.0  0.912601  0.968452   0.0  0.979402
t1783  0.195021   0.0     1.0  0.912581  0.968453   0.0  0.979403
t1784  0.195028   0.0     1.0  0.912561  0.968454   0.0  0.979404
t1785  0.195035   0.0     1.0  0.912540  0.968455   0.0  0.979405
t1786  0.195042   0.0     1.0  0.912520  0.968456   0.0  0.979406
t1787  0.195049   0.0     1.0  0.912500  0.968457   0.0  0.979407
t1788  0.195056   0.0     1.0  0.912480  0.968458   0.0  0.979408
t1789  0.195063   0.0     1.0  0.912460  0.968459   0.0  0.979409
t1790  0.195070   0.0     1.0  0.912440  0.968460   0.0  0.979410
t1791  0.195077   0.0     1.0  0.912420  0.968461   0.0  0.979411
t1792  0.195084   0.0     1.0  0.912400  0.968462   0.0  0.979412
t1793  0.195091   0.0     1.0  0.912380  0.968463   0.0  0.979413
t1794  0.195098   0.0     1.0  0.912359  0.968464   0.0  0.979414
t1795  0.195106   0.0     1.0  0.912339  0.968465   0.0  0.979415
t1796  0.195113   0.0     1.0  0.912319  0.968466   0.0  0.979416
t1797  0.195120   0.0     1.0  0.912299  0.968467   0.0  0.979417
t1798  0.195127   0.0     1.0  0.912279  0.968468   0.0  0.979418
t1799  0.195134   0.0     1.0  0.912259  0.968468   0.0  0.979419
t1800  0.195141   0.0     1.0  0.912239  0.968469   0.0  0.979420
t1801  0.195148   0.0     1.0  0.912219  0.968470   0.0  0.979420
t1802  0.195155   0.0     1.0  0.912199  0.968471   0.0  0.979421
t1803  0.195162   0.0     1.0  0.912179  0.968472   0.0  0.979422
t1804  0.195169   0.0     1.0  0.912159  0.968473   0.0  0.979423
t1805  0.195176   0.0     1.0  0.912139  0.968474   0.0  0.979424
t1806  0.195183   0.0     1.0  0.912120  0.968475   0.0  0.979425
t1807  0.195190   0.0     1.0  0.912100  0.968476   0.0  0.979426
t1808  0.195197   0.0     1.0  0.912080  0.968477   0.0  0.979427
t1809  0.195204   0.0     1.0  0.912060  0.968478   0.0  0.979428
t1810  0.195211   0.0     1.0  0.912040  0.968479   0.0  0.979429
t1811  0.195217   0.0     1.0  0.912020  0.968480   0.0  0.979430
t1812  0.195224   0.0     1.0  0.912000  0.968481   0.0  0.979431
t1813  0.195231   0.0     1.0  0.911980  0.968482   0.0  0.979432
t1814  0.195238   0.0     1.0  0.911960  0.968483   0.0  0.979433
t1815  0.195245   0.0     1.0  0.911941  0.968484   0.0  0.979434
t1816  0.195252   0.0     1.0  0.911921  0.968485   0.0  0.979435
t1817  0.195259   0.0     1.0  0.911901  0.968486   0.0  0.979436
t1818  0.195266   0.0     1.0  0.911881  0.968487   0.0  0.979437
t1819  0.195273   0.0     1.0  0.911861  0.968488   0.0  0.979437
t1820  0.195280   0.0     1.0  0.911841  0.968489   0.0  0.979438
t1821  0.195287   0.0     1.0  0.911822  0.968490   0.0  0.979439
t1822  0.195294   0.0     1.0  0.911802  0.968490   0.0  0.979440
t1823  0.195301   0.0     1.0  0.911782  0.968491   0.0  0.979441
t1824  0.195308   0.0     1.0  0.911762  0.968492   0.0  0.979442
t1825  0.195315   0.0     1.0  0.911743  0.968493   0.0  0.979443
t1826  0.195322   0.0     1.0  0.911723  0.968494   0.0  0.979444
t1827  0.195328   0.0     1.0  0.911703  0.968495   0.0  0.979445
t1828  0.195335   0.0     1.0  0.911683  0.968496   0.0  0.979446
t1829  0.195342   0.0     1.0  0.911664  0.968497   0.0  0.979447
t1830  0.195349   0.0     1.0  0.911644  0.968498   0.0  0.979448
t1831  0.195356   0.0     1.0  0.911624  0.968499   0.0  0.979449
t1832  0.195363   0.0     1.0  0.911605  0.968500   0.0  0.979450
t1833  0.195370   0.0     1.0  0.911585  0.968501   0.0  0.979451
t1834  0.195377   0.0     1.0  0.911565  0.968502   0.0  0.979451
t1835  0.195384   0.0     1.0  0.911546  0.968503   0.0  0.979452
t1836  0.195390   0.0     1.0  0.911526  0.968504   0.0  0.979453
t1837  0.195397   0.0     1.0  0.911507  0.968504   0.0  0.979454
t1838  0.195404   0.0     1.0  0.911487  0.968505   0.0  0.979455
t1839  0.195411   0.0     1.0  0.911467  0.968506   0.0  0.979456
t1840  0.195418   0.0     1.0  0.911448  0.968507   0.0  0.979457
t1841  0.195425   0.0     1.0  0.911428  0.968508   0.0  0.979458
t1842  0.195432   0.0     1.0  0.911409  0.968509   0.0  0.979459
t1843  0.195438   0.0     1.0  0.911389  0.968510   0.0  0.979460
t1844  0.195445   0.0     1.0  0.911370  0.968511   0.0  0.979461
t1845  0.195452   0.0     1.0  0.911350  0.968512   0.0  0.979462
t1846  0.195459   0.0     1.0  0.911330  0.968513   0.0  0.979463
t1847  0.195466   0.0     1.0  0.911311  0.968514   0.0  0.979463
t1848  0.195473   0.0     1.0  0.911291  0.968515   0.0  0.979464
t1849  0.195479   0.0     1.0  0.911272  0.968515   0.0  0.979465
t1850  0.195486   0.0     1.0  0.911252  0.968516   0.0  0.979466
t1851  0.195493   0.0     1.0  0.911233  0.968517   0.0  0.979467
t1852  0.195500   0.0     1.0  0.911214  0.968518   0.0  0.979468
t1853  0.195507   0.0     1.0  0.911194  0.968519   0.0  0.979469
t1854  0.195513   0.0     1.0  0.911175  0.968520   0.0  0.979470
t1855  0.195520   0.0     1.0  0.911155  0.968521   0.0  0.979471
t1856  0.195527   0.0     1.0  0.911136  0.968522   0.0  0.979472
t1857  0.195534   0.0     1.0  0.911116  0.968523   0.0  0.979473
t1858  0.195541   0.0     1.0  0.911097  0.968524   0.0  0.979474
t1859  0.195547   0.0     1.0  0.911078  0.968524   0.0  0.979475
t1860  0.195554   0.0     1.0  0.911058  0.968525   0.0  0.979475
t1861  0.195561   0.0     1.0  0.911039  0.968526   0.0  0.979476
t1862  0.195568   0.0     1.0  0.911020  0.968527   0.0  0.979477
t1863  0.195574   0.0     1.0  0.911000  0.968528   0.0  0.979478
t1864  0.195581   0.0     1.0  0.910981  0.968529   0.0  0.979479
t1865  0.195588   0.0     1.0  0.910962  0.968530   0.0  0.979480
t1866  0.195595   0.0     1.0  0.910942  0.968531   0.0  0.979481
t1867  0.195601   0.0     1.0  0.910923  0.968532   0.0  0.979482
t1868  0.195608   0.0     1.0  0.910904  0.968532   0.0  0.979483
t1869  0.195615   0.0     1.0  0.910884  0.968533   0.0  0.979484
t1870  0.195622   0.0     1.0  0.910865  0.968534   0.0  0.979485
t1871  0.195628   0.0     1.0  0.910846  0.968535   0.0  0.979485
t1872  0.195635   0.0     1.0  0.910827  0.968536   0.0  0.979486
t1873  0.195642   0.0     1.0  0.910807  0.968537   0.0  0.979487
t1874  0.195649   0.0     1.0  0.910788  0.968538   0.0  0.979488
t1875  0.195655   0.0     1.0  0.910769  0.968539   0.0  0.979489
t1876  0.195662   0.0     1.0  0.910750  0.968539   0.0  0.979490
t1877  0.195669   0.0     1.0  0.910731  0.968540   0.0  0.979491
t1878  0.195675   0.0     1.0  0.910711  0.968541   0.0  0.979492
t1879  0.195682   0.0     1.0  0.910692  0.968542   0.0  0.979493
t1880  0.195689   0.0     1.0  0.910673  0.968543   0.0  0.979494
t1881  0.195696   0.0     1.0  0.910654  0.968544   0.0  0.979495
t1882  0.195702   0.0     1.0  0.910635  0.968545   0.0  0.979495
t1883  0.195709   0.0     1.0  0.910616  0.968546   0.0  0.979496
t1884  0.195716   0.0     1.0  0.910596  0.968546   0.0  0.979497
t1885  0.195722   0.0     1.0  0.910577  0.968547   0.0  0.979498
t1886  0.195729   0.0     1.0  0.910558  0.968548   0.0  0.979499
t1887  0.195736   0.0     1.0  0.910539  0.968549   0.0  0.979500
t1888  0.195742   0.0     1.0  0.910520  0.968550   0.0  0.979501
t1889  0.195749   0.0     1.0  0.910501  0.968551   0.0  0.979502
t1890  0.195756   0.0     1.0  0.910482  0.968552   0.0  0.979503
t1891  0.195762   0.0     1.0  0.910463  0.968552   0.0  0.979504
t1892  0.195769   0.0     1.0  0.910444  0.968553   0.0  0.979504
t1893  0.195776   0.0     1.0  0.910425  0.968554   0.0  0.979505
t1894  0.195782   0.0     1.0  0.910406  0.968555   0.0  0.979506
t1895  0.195789   0.0     1.0  0.910387  0.968556   0.0  0.979507
t1896  0.195795   0.0     1.0  0.910368  0.968557   0.0  0.979508
t1897  0.195802   0.0     1.0  0.910349  0.968558   0.0  0.979509
t1898  0.195809   0.0     1.0  0.910330  0.968558   0.0  0.979510
t1899  0.195815   0.0     1.0  0.910311  0.968559   0.0  0.979511
t1900  0.195822   0.0     1.0  0.910292  0.968560   0.0  0.979512
t1901  0.195829   0.0     1.0  0.910273  0.968561   0.0  0.979512
t1902  0.195835   0.0     1.0  0.910254  0.968562   0.0  0.979513
t1903  0.195842   0.0     1.0  0.910235  0.968563   0.0  0.979514
t1904  0.195848   0.0     1.0  0.910216  0.968564   0.0  0.979515
t1905  0.195855   0.0     1.0  0.910197  0.968564   0.0  0.979516
t1906  0.195862   0.0     1.0  0.910179  0.968565   0.0  0.979517
t1907  0.195868   0.0     1.0  0.910160  0.968566   0.0  0.979518
t1908  0.195875   0.0     1.0  0.910141  0.968567   0.0  0.979519
t1909  0.195881   0.0     1.0  0.910122  0.968568   0.0  0.979520
t1910  0.195888   0.0     1.0  0.910103  0.968569   0.0  0.979520
t1911  0.195895   0.0     1.0  0.910084  0.968569   0.0  0.979521
t1912  0.195901   0.0     1.0  0.910065  0.968570   0.0  0.979522
t1913  0.195908   0.0     1.0  0.910047  0.968571   0.0  0.979523
t1914  0.195914   0.0     1.0  0.910028  0.968572   0.0  0.979524
t1915  0.195921   0.0     1.0  0.910009  0.968573   0.0  0.979525
t1916  0.195927   0.0     1.0  0.909990  0.968574   0.0  0.979526
t1917  0.195934   0.0     1.0  0.909972  0.968574   0.0  0.979527
t1918  0.195940   0.0     1.0  0.909953  0.968575   0.0  0.979528
t1919  0.195947   0.0     1.0  0.909934  0.968576   0.0  0.979528
t1920  0.195954   0.0     1.0  0.909915  0.968577   0.0  0.979529
t1921  0.195960   0.0     1.0  0.909897  0.968578   0.0  0.979530
t1922  0.195967   0.0     1.0  0.909878  0.968579   0.0  0.979531
t1923  0.195973   0.0     1.0  0.909859  0.968579   0.0  0.979532
t1924  0.195980   0.0     1.0  0.909840  0.968580   0.0  0.979533
t1925  0.195986   0.0     1.0  0.909822  0.968581   0.0  0.979534
t1926  0.195993   0.0     1.0  0.909803  0.968582   0.0  0.979535
t1927  0.195999   0.0     1.0  0.909784  0.968583   0.0  0.979535
t1928  0.196006   0.0     1.0  0.909766  0.968583   0.0  0.979536
t1929  0.196012   0.0     1.0  0.909747  0.968584   0.0  0.979537
t1930  0.196019   0.0     1.0  0.909729  0.968585   0.0  0.979538
t1931  0.196025   0.0     1.0  0.909710  0.968586   0.0  0.979539
t1932  0.196032   0.0     1.0  0.909691  0.968587   0.0  0.979540
t1933  0.196038   0.0     1.0  0.909673  0.968588   0.0  0.979541
t1934  0.196045   0.0     1.0  0.909654  0.968588   0.0  0.979542
t1935  0.196051   0.0     1.0  0.909636  0.968589   0.0  0.979543
t1936  0.196058   0.0     1.0  0.909617  0.968590   0.0  0.979543
t1937  0.196064   0.0     1.0  0.909598  0.968591   0.0  0.979544
t1938  0.196071   0.0     1.0  0.909580  0.968592   0.0  0.979545
t1939  0.196077   0.0     1.0  0.909561  0.968592   0.0  0.979546
t1940  0.196084   0.0     1.0  0.909543  0.968593   0.0  0.979547
t1941  0.196090   0.0     1.0  0.909524  0.968594   0.0  0.979548
t1942  0.196096   0.0     1.0  0.909506  0.968595   0.0  0.979549
t1943  0.196103   0.0     1.0  0.909487  0.968596   0.0  0.979549
t1944  0.196109   0.0     1.0  0.909469  0.968596   0.0  0.979550
t1945  0.196116   0.0     1.0  0.909450  0.968597   0.0  0.979551
t1946  0.196122   0.0     1.0  0.909432  0.968598   0.0  0.979552
t1947  0.196129   0.0     1.0  0.909413  0.968599   0.0  0.979553
t1948  0.196135   0.0     1.0  0.909395  0.968600   0.0  0.979554
t1949  0.196142   0.0     1.0  0.909377  0.968600   0.0  0.979555
t1950  0.196148   0.0     1.0  0.909358  0.968601   0.0  0.979556
t1951  0.196154   0.0     1.0  0.909340  0.968602   0.0  0.979556
