0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.324780812081814247e+03,1.558000000000000000e+03,1.558000000000000000e+03,1.558000000000000000e+03,1.558000000000000000e+03,1.558000000000000000e+03,1.558000000000000000e+03,1.558000000000000000e+03,1.558000000000000000e+03,7.973936121699680371e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.163114321996083163e+03,1.424812985362866129e+03,1.519442616256281099e+03,1.547432292524857075e+03,1.555150099182895929e+03,1.557234857909223365e+03,1.557794821747367223e+03,1.557944997800965439e+03,1.557985256822396195e+03,7.973868291625907659e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.063082148715031281e+03,1.286219024722270888e+03,1.444731754181536644e+03,1.517867247027889334e+03,1.544905741516848821e+03,1.553903615885938734e+03,1.556749233359579648e+03,1.557624244954999995e+03,1.557888469894467789e+03,7.973774517032587028e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.007014305181159557e+03,1.167514683012659361e+03,1.345785519605803302e+03,1.464558943893020569e+03,1.522006373977313160e+03,1.545153772794254792e+03,1.553615793114552844e+03,1.556546866765477034e+03,1.557528543329168997e+03,7.973584235748239735e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.777780285224727095e+02,1.080231312301142680e+03,1.240834654242242095e+03,1.388799860628136912e+03,1.481840581390094485e+03,1.527290432537716924e+03,1.546415197899056466e+03,1.553810662043745197e+03,1.556529321023849889e+03,7.973125823704998766e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.632033922056089068e+02,1.023367793300970334e+03,1.147044103483419576e+03,1.298886082516864462e+03,1.422467392041716266e+03,1.496379375213236244e+03,1.532425752749642697e+03,1.547979357207601879e+03,1.554222340487071733e+03,7.972047174617523524e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.561163915428492146e+02,9.895362837139221028e+02,1.074283062758632013e+03,1.207605497383278362e+03,1.346632933791499227e+03,1.449465423875691386e+03,1.508407389993004472e+03,1.537001689270780844e+03,1.549540051355153764e+03,7.969704592990712626e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.527141350508711639e+02,9.706311671338391989e+02,1.023967973168810431e+03,1.127035086834279127e+03,1.262169596742085787e+03,1.386302904638292375e+03,1.471258675769687670e+03,1.518253330626242132e+03,1.540917600780984003e+03,7.965016557250336518e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.510911088145530812e+02,9.604850103054601504e+02,9.921204709367502801e+02,1.064134922940236038e+03,1.179644253568019394e+03,1.310757347369833269e+03,1.419227037447950352e+03,1.488849783412809757e+03,1.526251104191543845e+03,7.956285195177079004e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.503192183216661988e+02,9.551745268906539650e+02,9.732045815026444870e+02,1.019816915729861876e+03,1.108307975069143140e+03,1.230556141455747138e+03,1.353387580905755840e+03,1.446400017998418434e+03,1.503011886126578929e+03,7.941006509276226097e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03,7.974000000000000000e+03
