           S_ALK        S_I       S_ND       S_NH      S_NO       S_O        S_S      X_BA        X_BH        X_I       X_ND        X_P        X_S
t4192   7.278292  38.208735   0.711566  24.735683  0.689898  0.007012   2.425625  2.914024  124.347151  47.303023   4.709485  11.545313  44.787522
t4193   7.278407  38.209321   0.711530  24.736180  0.689966  0.007011   2.425569  2.914205  124.348979  47.304205   4.708336  11.546899  44.780438
t4194   7.278523  38.209907   0.711494  24.736676  0.690034  0.007011   2.425514  2.914386  124.350806  47.305386   4.707188  11.548485  44.773358
t4195   7.278639  38.210492   0.711458  24.737171  0.690102  0.007011   2.425459  2.914567  124.352632  47.306567   4.706040  11.550071  44.766279
t4196   7.278755  38.211078   0.711421  24.737666  0.690170  0.007011   2.425403  2.914748  124.354457  47.307747   4.704893  11.551656  44.759204
t4197   7.278870  38.211663   0.711385  24.738161  0.690238  0.007011   2.425348  2.914929  124.356280  47.308927   4.703747  11.553240  44.752132
t4198   7.278986  38.212249   0.711349  24.738655  0.690306  0.007011   2.425293  2.915109  124.358103  47.310106   4.702601  11.554824  44.745062
t4199   7.279102  38.212834   0.711314  24.739149  0.690375  0.007010   2.425237  2.915290  124.359924  47.311285   4.701457  11.556408  44.737995
t4200   7.279217  38.213419   0.711278  24.739642  0.690443  0.007010   2.425182  2.915470  124.361743  47.312464   4.700312  11.557991  44.730931
t4201   7.279333  38.214004   0.711242  24.740135  0.690511  0.007010   2.425127  2.915651  124.363562  47.313643   4.699169  11.559574  44.723870
t4202   7.279448  38.214589   0.711206  24.740628  0.690579  0.007010   2.425072  2.915832  124.365379  47.314821   4.698026  11.561156  44.716811
t4203   7.279564  38.215174   0.711170  24.741120  0.690647  0.007010   2.425017  2.916012  124.367195  47.315998   4.696884  11.562738  44.709756
t4204   7.279679  38.215759   0.711134  24.741611  0.690715  0.007010   2.424961  2.916192  124.369010  47.317175   4.695743  11.564319  44.702703
t4205   7.279794  38.216344   0.711098  24.742102  0.690783  0.007009   2.424906  2.916373  124.370823  47.318352   4.694602  11.565900  44.695653
t4206   7.279909  38.216928   0.711063  24.742593  0.690851  0.007009   2.424851  2.916553  124.372636  47.319529   4.693462  11.567480  44.688605
t4207   7.280025  38.217513   0.711027  24.743083  0.690920  0.007009   2.424796  2.916733  124.374447  47.320705   4.692323  11.569060  44.681561
t4208   7.280140  38.218097   0.710991  24.743573  0.690988  0.007009   2.424741  2.916913  124.376256  47.321880   4.691184  11.570639  44.674519
t4209   7.280255  38.218681   0.710955  24.744062  0.691056  0.007009   2.424686  2.917094  124.378065  47.323056   4.690046  11.572218  44.667480
t4210   7.280370  38.219265   0.710920  24.744551  0.691124  0.007009   2.424631  2.917274  124.379872  47.324231   4.688909  11.573797  44.660444
t4211   7.280485  38.219849   0.710884  24.745039  0.691192  0.007009   2.424576  2.917454  124.381679  47.325405   4.687773  11.575375  44.653411
t4212   7.280600  38.220433   0.710849  24.745527  0.691260  0.007008   2.424521  2.917634  124.383484  47.326579   4.686637  11.576952  44.646380
t4213   7.280715  38.221017   0.710813  24.746015  0.691328  0.007008   2.424466  2.917814  124.385287  47.327753   4.685502  11.578529  44.639352
t4214   7.280830  38.221600   0.710777  24.746502  0.691396  0.007008   2.424411  2.917994  124.387090  47.328926   4.684368  11.580106  44.632327
t4215   7.280945  38.222184   0.710742  24.746989  0.691464  0.007008   2.424356  2.918174  124.388891  47.330099   4.683234  11.581682  44.625305
t4216   7.281059  38.222767   0.710707  24.747475  0.691532  0.007008   2.424301  2.918353  124.390691  47.331272   4.682101  11.583257  44.618286
t4217   7.281174  38.223351   0.710671  24.747960  0.691601  0.007008   2.424246  2.918533  124.392490  47.332444   4.680969  11.584833  44.611269
t4218   7.281289  38.223934   0.710636  24.748446  0.691669  0.007007   2.424191  2.918713  124.394287  47.333616   4.679837  11.586407  44.604255
t4219   7.281403  38.224517   0.710600  24.748931  0.691737  0.007007   2.424136  2.918893  124.396084  47.334787   4.678706  11.587981  44.597244
t4220   7.281518  38.225100   0.710565  24.749415  0.691805  0.007007   2.424081  2.919072  124.397879  47.335958   4.677576  11.589555  44.590236
t4221   7.281633  38.225683   0.710530  24.749899  0.691873  0.007007   2.424026  2.919252  124.399673  47.337129   4.676447  11.591128  44.583230
t4222   7.281747  38.226266   0.710494  24.750383  0.691941  0.007007   2.423971  2.919431  124.401466  47.338299   4.675318  11.592701  44.576228
t4223   7.281861  38.226848   0.710459  24.750866  0.692009  0.007007   2.423917  2.919611  124.403257  47.339469   4.674190  11.594274  44.569228
t4224   7.281976  38.227431   0.710424  24.751348  0.692077  0.007006   2.423862  2.919790  124.405047  47.340639   4.673062  11.595846  44.562231
t4225   7.282090  38.228013   0.710388  24.751831  0.692145  0.007006   2.423807  2.919970  124.406836  47.341808   4.671935  11.597417  44.555236
t4226   7.282204  38.228596   0.710353  24.752312  0.692213  0.007006   2.423752  2.920149  124.408624  47.342976   4.670809  11.598988  44.548245
t4227   7.282319  38.229178   0.710318  24.752794  0.692281  0.007006   2.423697  2.920329  124.410411  47.344145   4.669684  11.600558  44.541256
t4228   7.282433  38.229760   0.710283  24.753275  0.692349  0.007006   2.423643  2.920508  124.412196  47.345313   4.668559  11.602128  44.534270
t4229   7.282547  38.230342   0.710248  24.753755  0.692417  0.007006   2.423588  2.920687  124.413981  47.346480   4.667435  11.603698  44.527286
t4230   7.282661  38.230924   0.710213  24.754235  0.692485  0.007005   2.423533  2.920866  124.415764  47.347648   4.666312  11.605267  44.520306
t4231   7.282775  38.231506   0.710178  24.754715  0.692553  0.007005   2.423478  2.921045  124.417545  47.348814   4.665190  11.606836  44.513328
t4232   7.282889  38.232087   0.710143  24.755194  0.692621  0.007005   2.423424  2.921224  124.419326  47.349981   4.664068  11.608404  44.506353
t4233   7.283003  38.232669   0.710108  24.755673  0.692689  0.007005   2.423369  2.921403  124.421105  47.351147   4.662946  11.609972  44.499381
t4234   7.283117  38.233250   0.710073  24.756151  0.692757  0.007005   2.423314  2.921582  124.422883  47.352313   4.661826  11.611539  44.492411
t4235   7.283231  38.233832   0.710038  24.756629  0.692825  0.007005   2.423260  2.921761  124.424660  47.353478   4.660706  11.613106  44.485445
t4236   7.283345  38.234413   0.710003  24.757106  0.692893  0.007004   2.423205  2.921940  124.426436  47.354643   4.659587  11.614672  44.478481
t4237   7.283459  38.234994   0.709968  24.757583  0.692961  0.007004   2.423151  2.922119  124.428211  47.355807   4.658468  11.616238  44.471520
t4238   7.283572  38.235575   0.709933  24.758060  0.693030  0.007004   2.423096  2.922298  124.429984  47.356971   4.657351  11.617803  44.464561
t4239   7.283686  38.236156   0.709898  24.758536  0.693098  0.007004   2.423041  2.922477  124.431756  47.358135   4.656234  11.619368  44.457605
t4240   7.283800  38.236736   0.709863  24.759011  0.693166  0.007004   2.422987  2.922655  124.433527  47.359299   4.655117  11.620932  44.450653
t4241   7.283913  38.237317   0.709829  24.759487  0.693234  0.007004   2.422932  2.922834  124.435297  47.360462   4.654001  11.622496  44.443702
t4242   7.284027  38.237898   0.709794  24.759962  0.693302  0.007003   2.422878  2.923013  124.437065  47.361624   4.652886  11.624060  44.436755
t4243   7.284140  38.238478   0.709759  24.760436  0.693370  0.007003   2.422823  2.923191  124.438832  47.362786   4.651772  11.625623  44.429810
t4244   7.284254  38.239058   0.709725  24.760910  0.693438  0.007003   2.422769  2.923370  124.440599  47.363948   4.650658  11.627185  44.422869
t4245   7.284367  38.239639   0.709690  24.761383  0.693506  0.007003   2.422714  2.923548  124.442363  47.365110   4.649545  11.628747  44.415929
t4246   7.284481  38.240219   0.709655  24.761856  0.693574  0.007003   2.422660  2.923727  124.444127  47.366271   4.648433  11.630309  44.408993
t4247   7.284594  38.240799   0.709621  24.762329  0.693642  0.007003   2.422606  2.923905  124.445890  47.367432   4.647321  11.631870  44.402059
t4248   7.284707  38.241379   0.709586  24.762801  0.693710  0.007003   2.422551  2.924083  124.447651  47.368592   4.646210  11.633431  44.395129
t4249   7.284820  38.241958   0.709551  24.763273  0.693777  0.007002   2.422497  2.924262  124.449411  47.369752   4.645100  11.634991  44.388201
t4250   7.284934  38.242538   0.709517  24.763745  0.693845  0.007002   2.422442  2.924440  124.451170  47.370911   4.643991  11.636551  44.381275
t4251   7.285047  38.243118   0.709482  24.764215  0.693913  0.007002   2.422388  2.924618  124.452928  47.372071   4.642882  11.638110  44.374353
t4252   7.285160  38.243697   0.709448  24.764686  0.693981  0.007002   2.422334  2.924796  124.454684  47.373229   4.641774  11.639669  44.367433
t4253   7.285273  38.244276   0.709414  24.765156  0.694049  0.007002   2.422279  2.924974  124.456439  47.374388   4.640666  11.641228  44.360516
t4254   7.285386  38.244855   0.709379  24.765626  0.694117  0.007002   2.422225  2.925153  124.458193  47.375546   4.639559  11.642785  44.353601
t4255   7.285499  38.245435   0.709345  24.766095  0.694185  0.007001   2.422171  2.925331  124.459946  47.376704   4.638453  11.644343  44.346690
t4256   7.285612  38.246014   0.709310  24.766564  0.694253  0.007001   2.422116  2.925509  124.461698  47.377861   4.637347  11.645900  44.339781
t4257   7.285724  38.246592   0.709276  24.767032  0.694321  0.007001   2.422062  2.925686  124.463449  47.379018   4.636243  11.647456  44.332875
t4258   7.285837  38.247171   0.709242  24.767500  0.694389  0.007001   2.422008  2.925864  124.465198  47.380174   4.635138  11.649013  44.325971
t4259   7.285950  38.247750   0.709207  24.767968  0.694457  0.007001   2.421954  2.926042  124.466946  47.381330   4.634035  11.650568  44.319071
t4260   7.286063  38.248328   0.709173  24.768435  0.694525  0.007001   2.421899  2.926220  124.468693  47.382486   4.632932  11.652123  44.312173
t4261   7.286175  38.248907   0.709139  24.768901  0.694593  0.007000   2.421845  2.926398  124.470439  47.383642   4.631830  11.653678  44.305277
t4262   7.286288  38.249485   0.709105  24.769368  0.694661  0.007000   2.421791  2.926575  124.472183  47.384797   4.630729  11.655232  44.298385
t4263   7.286401  38.250063   0.709071  24.769833  0.694729  0.007000   2.421737  2.926753  124.473927  47.385951   4.629628  11.656786  44.291495
t4264   7.286513  38.250641   0.709036  24.770299  0.694797  0.007000   2.421683  2.926931  124.475669  47.387105   4.628528  11.658339  44.284608
t4265   7.286626  38.251219   0.709002  24.770764  0.694865  0.007000   2.421629  2.927108  124.477410  47.388259   4.627428  11.659892  44.277724
t4266   7.286738  38.251797   0.708968  24.771228  0.694933  0.007000   2.421574  2.927286  124.479150  47.389413   4.626329  11.661444  44.270843
t4267   7.286850  38.252375   0.708934  24.771693  0.695001  0.006999   2.421520  2.927463  124.480888  47.390566   4.625231  11.662996  44.263964
t4268   7.286963  38.252952   0.708900  24.772156  0.695069  0.006999   2.421466  2.927641  124.482626  47.391719   4.624134  11.664548  44.257088
t4269   7.287075  38.253530   0.708866  24.772620  0.695136  0.006999   2.421412  2.927818  124.484362  47.392871   4.623037  11.666099  44.250215
t4270   7.287187  38.254107   0.708832  24.773082  0.695204  0.006999   2.421358  2.927995  124.486097  47.394023   4.621941  11.667649  44.243344
t4271   7.287299  38.254684   0.708798  24.773545  0.695272  0.006999   2.421304  2.928173  124.487831  47.395175   4.620846  11.669199  44.236476
t4272   7.287412  38.255262   0.708764  24.774007  0.695340  0.006999   2.421250  2.928350  124.489564  47.396326   4.619751  11.670749  44.229611
t4273   7.287524  38.255839   0.708730  24.774468  0.695408  0.006999   2.421196  2.928527  124.491295  47.397477   4.618657  11.672298  44.222749
t4274   7.287636  38.256416   0.708697  24.774930  0.695476  0.006998   2.421142  2.928704  124.493026  47.398627   4.617564  11.673847  44.215889
t4275   7.287748  38.256992   0.708663  24.775390  0.695544  0.006998   2.421088  2.928881  124.494755  47.399777   4.616471  11.675395  44.209032
t4276   7.287860  38.257569   0.708629  24.775851  0.695612  0.006998   2.421034  2.929058  124.496483  47.400927   4.615379  11.676943  44.202178
t4277   7.287972  38.258146   0.708595  24.776311  0.695680  0.006998   2.420980  2.929235  124.498210  47.402076   4.614287  11.678490  44.195326
t4278   7.288083  38.258722   0.708561  24.776770  0.695748  0.006998   2.420926  2.929412  124.499935  47.403225   4.613197  11.680037  44.188477
t4279   7.288195  38.259299   0.708528  24.777229  0.695816  0.006998   2.420873  2.929589  124.501660  47.404374   4.612107  11.681583  44.181631
t4280   7.288307  38.259875   0.708494  24.777688  0.695883  0.006997   2.420819  2.929766  124.503383  47.405522   4.611017  11.683129  44.174788
t4281   7.288419  38.260451   0.708460  24.778146  0.695951  0.006997   2.420765  2.929943  124.505105  47.406670   4.609928  11.684674  44.167947
t4282   7.288531  38.261027   0.708427  24.778604  0.696019  0.006997   2.420711  2.930119  124.506826  47.407817   4.608840  11.686219  44.161110
t4283   7.288642  38.261603   0.708393  24.779061  0.696087  0.006997   2.420657  2.930296  124.508546  47.408964   4.607753  11.687764  44.154274
t4284   7.288754  38.262179   0.708359  24.779518  0.696155  0.006997   2.420603  2.930473  124.510264  47.410111   4.606666  11.689308  44.147442
t4285   7.288865  38.262754   0.708326  24.779975  0.696223  0.006997   2.420549  2.930650  124.511982  47.411257   4.605580  11.690851  44.140612
t4286   7.288977  38.263330   0.708292  24.780431  0.696291  0.006996   2.420496  2.930826  124.513698  47.412403   4.604495  11.692395  44.133785
t4287   7.289088  38.263905   0.708259  24.780887  0.696359  0.006996   2.420442  2.931003  124.515413  47.413549   4.603410  11.693937  44.126961
t4288   7.289200  38.264481   0.708225  24.781342  0.696426  0.006996   2.420388  2.931179  124.517127  47.414694   4.602326  11.695480  44.120139
t4289   7.289311  38.265056   0.708192  24.781797  0.696494  0.006996   2.420334  2.931356  124.518840  47.415839   4.601243  11.697021  44.113320
t4290   7.289422  38.265631   0.708158  24.782252  0.696562  0.006996   2.420281  2.931532  124.520551  47.416983   4.600160  11.698563  44.106504
t4291   7.289534  38.266206   0.708125  24.782706  0.696630  0.006996   2.420227  2.931708  124.522262  47.418127   4.599078  11.700103  44.099691
t4292   7.289645  38.266781   0.708092  24.783160  0.696698  0.006996   2.420173  2.931885  124.523971  47.419271   4.597996  11.701644  44.092880
t4293   7.289756  38.267355   0.708058  24.783613  0.696766  0.006995   2.420120  2.932061  124.525679  47.420414   4.596916  11.703184  44.086072
t4294   7.289867  38.267930   0.708025  24.784066  0.696833  0.006995   2.420066  2.932237  124.527386  47.421557   4.595836  11.704723  44.079266
t4295   7.289978  38.268505   0.707992  24.784518  0.696901  0.006995   2.420012  2.932413  124.529092  47.422700   4.594756  11.706262  44.072464
t4296   7.290089  38.269079   0.707958  24.784970  0.696969  0.006995   2.419959  2.932589  124.530796  47.423842   4.593677  11.707801  44.065664
t4297   7.290200  38.269653   0.707925  24.785422  0.697037  0.006995   2.419905  2.932765  124.532499  47.424984   4.592599  11.709339  44.058866
t4298   7.290311  38.270227   0.707892  24.785873  0.697105  0.006995   2.419852  2.932942  124.534202  47.426125   4.591522  11.710876  44.052072
t4299   7.290422  38.270802   0.707859  24.786324  0.697173  0.006994   2.419798  2.933117  124.535903  47.427266   4.590445  11.712413  44.045280
t4300   7.290533  38.271375   0.707826  24.786774  0.697240  0.006994   2.419744  2.933293  124.537603  47.428407   4.589369  11.713950  44.038491
t4301   7.290644  38.271949   0.707792  24.787224  0.697308  0.006994   2.419691  2.933469  124.539301  47.429547   4.588293  11.715486  44.031704
t4302   7.290755  38.272523   0.707759  24.787674  0.697376  0.006994   2.419637  2.933645  124.540999  47.430687   4.587219  11.717022  44.024921
t4303   7.290865  38.273097   0.707726  24.788123  0.697444  0.006994   2.419584  2.933821  124.542695  47.431827   4.586144  11.718558  44.018139
t4304   7.290976  38.273670   0.707693  24.788572  0.697512  0.006994   2.419530  2.933997  124.544391  47.432966   4.585071  11.720092  44.011361
t4305   7.291087  38.274243   0.707660  24.789020  0.697579  0.006994   2.419477  2.934172  124.546085  47.434105   4.583998  11.721627  44.004585
t4306   7.291197  38.274817   0.707627  24.789468  0.697647  0.006993   2.419424  2.934348  124.547778  47.435243   4.582926  11.723161  43.997812
t4307   7.291308  38.275390   0.707594  24.789916  0.697715  0.006993   2.419370  2.934524  124.549470  47.436381   4.581854  11.724694  43.991042
t4308   7.291418  38.275963   0.707561  24.790363  0.697783  0.006993   2.419317  2.934699  124.551160  47.437519   4.580783  11.726227  43.984275
t4309   7.291529  38.276536   0.707528  24.790809  0.697851  0.006993   2.419263  2.934875  124.552850  47.438656   4.579713  11.727760  43.977510
t4310   7.291639  38.277108   0.707495  24.791256  0.697918  0.006993   2.419210  2.935050  124.554538  47.439793   4.578643  11.729292  43.970747
t4311   7.291749  38.277681   0.707463  24.791702  0.697986  0.006993   2.419157  2.935226  124.556225  47.440930   4.577575  11.730824  43.963988
t4312   7.291860  38.278254   0.707430  24.792147  0.698054  0.006992   2.419103  2.935401  124.557911  47.442066   4.576506  11.732355  43.957231
t4313   7.291970  38.278826   0.707397  24.792592  0.698122  0.006992   2.419050  2.935576  124.559596  47.443202   4.575439  11.733886  43.950477
t4314   7.292080  38.279398   0.707364  24.793037  0.698190  0.006992   2.418997  2.935752  124.561280  47.444337   4.574372  11.735416  43.943725
t4315   7.292190  38.279971   0.707331  24.793481  0.698257  0.006992   2.418943  2.935927  124.562962  47.445472   4.573305  11.736946  43.936977
t4316   7.292300  38.280543   0.707299  24.793925  0.698325  0.006992   2.418890  2.936102  124.564644  47.446607   4.572240  11.738475  43.930230
t4317   7.292410  38.281115   0.707266  24.794369  0.698393  0.006992   2.418837  2.936277  124.566324  47.447742   4.571175  11.740004  43.923487
t4318   7.292521  38.281687   0.707233  24.794812  0.698461  0.006991   2.418783  2.936453  124.568003  47.448875   4.570110  11.741532  43.916746
t4319   7.292631  38.282258   0.707201  24.795254  0.698528  0.006991   2.418730  2.936628  124.569681  47.450009   4.569047  11.743060  43.910008
t4320   7.292740  38.282830   0.707168  24.795697  0.698596  0.006991   2.418677  2.936803  124.571358  47.451142   4.567983  11.744588  43.903273
t4321   7.292850  38.283401   0.707135  24.796138  0.698664  0.006991   2.418624  2.936978  124.573034  47.452275   4.566921  11.746115  43.896540
t4322   7.292960  38.283973   0.707103  24.796580  0.698732  0.006991   2.418571  2.937153  124.574708  47.453408   4.565859  11.747642  43.889810
t4323   7.293070  38.284544   0.707070  24.797021  0.698799  0.006991   2.418517  2.937327  124.576381  47.454540   4.564798  11.749168  43.883083
t4324   7.293180  38.285115   0.707038  24.797462  0.698867  0.006991   2.418464  2.937502  124.578054  47.455671   4.563738  11.750694  43.876358
t4325   7.293289  38.285686   0.707005  24.797902  0.698935  0.006990   2.418411  2.937677  124.579725  47.456803   4.562678  11.752219  43.869636
t4326   7.293399  38.286257   0.706973  24.798342  0.699003  0.006990   2.418358  2.937852  124.581395  47.457934   4.561619  11.753744  43.862917
t4327   7.293509  38.286828   0.706940  24.798781  0.699070  0.006990   2.418305  2.938027  124.583064  47.459064   4.560560  11.755268  43.856200
t4328   7.293618  38.287399   0.706908  24.799220  0.699138  0.006990   2.418252  2.938201  124.584731  47.460195   4.559502  11.756792  43.849486
t4329   7.293728  38.287969   0.706876  24.799659  0.699206  0.006990   2.418199  2.938376  124.586398  47.461325   4.558445  11.758315  43.842775
t4330   7.293837  38.288540   0.706843  24.800097  0.699274  0.006990   2.418146  2.938550  124.588063  47.462454   4.557388  11.759838  43.836066
t4331   7.293947  38.289110   0.706811  24.800535  0.699341  0.006989   2.418093  2.938725  124.589727  47.463583   4.556332  11.761361  43.829360
t4332   7.294056  38.289680   0.706779  24.800972  0.699409  0.006989   2.418040  2.938899  124.591390  47.464712   4.555277  11.762883  43.822657
t4333   7.294166  38.290250   0.706746  24.801410  0.699477  0.006989   2.417987  2.939074  124.593052  47.465840   4.554222  11.764404  43.815956
t4334   7.294275  38.290820   0.706714  24.801846  0.699544  0.006989   2.417934  2.939248  124.594713  47.466968   4.553168  11.765926  43.809258
t4335   7.294384  38.291390   0.706682  24.802282  0.699612  0.006989   2.417881  2.939423  124.596373  47.468096   4.552115  11.767446  43.802563
t4336   7.294493  38.291960   0.706650  24.802718  0.699680  0.006989   2.417828  2.939597  124.598031  47.469223   4.551062  11.768967  43.795870
t4337   7.294602  38.292529   0.706618  24.803154  0.699748  0.006989   2.417775  2.939771  124.599689  47.470350   4.550010  11.770486  43.789180
t4338   7.294712  38.293099   0.706585  24.803589  0.699815  0.006988   2.417722  2.939945  124.601345  47.471477   4.548958  11.772006  43.782493
t4339   7.294821  38.293668   0.706553  24.804024  0.699883  0.006988   2.417669  2.940119  124.603000  47.472603   4.547908  11.773525  43.775808
t4340   7.294930  38.294237   0.706521  24.804458  0.699951  0.006988   2.417616  2.940294  124.604654  47.473729   4.546857  11.775043  43.769126
t4341   7.295039  38.294807   0.706489  24.804892  0.700018  0.006988   2.417563  2.940468  124.606307  47.474854   4.545808  11.776561  43.762447
t4342   7.295148  38.295376   0.706457  24.805325  0.700086  0.006988   2.417510  2.940642  124.607959  47.475979   4.544759  11.778079  43.755770
t4343   7.295257  38.295944   0.706425  24.805758  0.700154  0.006988   2.417457  2.940816  124.609609  47.477104   4.543711  11.779596  43.749096
t4344   7.295365  38.296513   0.706393  24.806191  0.700221  0.006987   2.417405  2.940990  124.611259  47.478228   4.542663  11.781112  43.742424
t4345   7.295474  38.297082   0.706361  24.806623  0.700289  0.006987   2.417352  2.941163  124.612907  47.479352   4.541616  11.782628  43.735756
t4346   7.295583  38.297650   0.706329  24.807055  0.700357  0.006987   2.417299  2.941337  124.614555  47.480476   4.540570  11.784144  43.729090
t4347   7.295692  38.298219   0.706297  24.807487  0.700424  0.006987   2.417246  2.941511  124.616201  47.481599   4.539524  11.785659  43.722426
t4348   7.295800  38.298787   0.706265  24.807918  0.700492  0.006987   2.417193  2.941685  124.617846  47.482722   4.538479  11.787174  43.715765
t4349   7.295909  38.299355   0.706234  24.808349  0.700560  0.006987   2.417141  2.941859  124.619489  47.483844   4.537434  11.788689  43.709107
t4350   7.296018  38.299923   0.706202  24.808779  0.700627  0.006987   2.417088  2.942032  124.621132  47.484966   4.536391  11.790202  43.702452
t4351   7.296126  38.300491   0.706170  24.809209  0.700695  0.006986   2.417035  2.942206  124.622774  47.486088   4.535347  11.791716  43.695799
t4352   7.296235  38.301059   0.706138  24.809639  0.700763  0.006986   2.416983  2.942379  124.624414  47.487209   4.534305  11.793229  43.689149
t4353   7.296343  38.301627   0.706106  24.810068  0.700830  0.006986   2.416930  2.942553  124.626054  47.488330   4.533263  11.794741  43.682501
t4354   7.296451  38.302195   0.706075  24.810496  0.700898  0.006986   2.416877  2.942726  124.627692  47.489451   4.532222  11.796253  43.675856
t4355   7.296560  38.302762   0.706043  24.810925  0.700966  0.006986   2.416825  2.942900  124.629329  47.490571   4.531181  11.797765  43.669214
t4356   7.296668  38.303329   0.706011  24.811353  0.701033  0.006986   2.416772  2.943073  124.630965  47.491691   4.530141  11.799276  43.662574
t4357   7.296776  38.303897   0.705980  24.811781  0.701101  0.006985   2.416719  2.943247  124.632600  47.492811   4.529102  11.800787  43.655937
t4358   7.296885  38.304464   0.705948  24.812208  0.701169  0.006985   2.416667  2.943420  124.634233  47.493930   4.528063  11.802297  43.649303
t4359   7.296993  38.305031   0.705916  24.812635  0.701236  0.006985   2.416614  2.943593  124.635866  47.495049   4.527025  11.803807  43.642671
t4360   7.297101  38.305598   0.705885  24.813061  0.701304  0.006985   2.416562  2.943766  124.637497  47.496167   4.525987  11.805316  43.636042
t4361   7.297209  38.306164   0.705853  24.813487  0.701371  0.006985   2.416509  2.943939  124.639128  47.497285   4.524951  11.806825  43.629416
t4362   7.297317  38.306731   0.705822  24.813913  0.701439  0.006985   2.416457  2.944113  124.640757  47.498403   4.523914  11.808334  43.622792
t4363   7.297425  38.307298   0.705790  24.814338  0.701507  0.006985   2.416404  2.944286  124.642385  47.499520   4.522879  11.809842  43.616171
t4364   7.297533  38.307864   0.705759  24.814763  0.701574  0.006984   2.416351  2.944459  124.644012  47.500637   4.521844  11.811349  43.609553
t4365   7.297641  38.308430   0.705727  24.815187  0.701642  0.006984   2.416299  2.944632  124.645638  47.501754   4.520809  11.812857  43.602937
t4366   7.297749  38.308996   0.705696  24.815612  0.701709  0.006984   2.416247  2.944805  124.647263  47.502870   4.519776  11.814363  43.596323
t4367   7.297857  38.309562   0.705665  24.816035  0.701777  0.006984   2.416194  2.944977  124.648886  47.503986   4.518743  11.815869  43.589713
t4368   7.297964  38.310128   0.705633  24.816459  0.701845  0.006984   2.416142  2.945150  124.650509  47.505101   4.517710  11.817375  43.583105
t4369   7.298072  38.310694   0.705602  24.816882  0.701912  0.006984   2.416089  2.945323  124.652130  47.506216   4.516678  11.818880  43.576500
t4370   7.298180  38.311260   0.705571  24.817304  0.701980  0.006984   2.416037  2.945496  124.653751  47.507331   4.515647  11.820385  43.569897
t4371   7.298287  38.311825   0.705539  24.817726  0.702047  0.006983   2.415984  2.945669  124.655370  47.508446   4.514617  11.821890  43.563297
t4372   7.298395  38.312391   0.705508  24.818148  0.702115  0.006983   2.415932  2.945841  124.656988  47.509560   4.513587  11.823394  43.556699
t4373   7.298503  38.312956   0.705477  24.818570  0.702183  0.006983   2.415880  2.946014  124.658605  47.510673   4.512557  11.824897  43.550104
t4374   7.298610  38.313521   0.705446  24.818991  0.702250  0.006983   2.415827  2.946186  124.660221  47.511787   4.511529  11.826400  43.543512
t4375   7.298717  38.314086   0.705414  24.819411  0.702318  0.006983   2.415775  2.946359  124.661836  47.512900   4.510501  11.827903  43.536923
t4376   7.298825  38.314651   0.705383  24.819832  0.702385  0.006983   2.415723  2.946531  124.663449  47.514012   4.509473  11.829405  43.530336
t4377   7.298932  38.315216   0.705352  24.820251  0.702453  0.006982   2.415670  2.946704  124.665062  47.515124   4.508446  11.830907  43.523751
t4378   7.299040  38.315781   0.705321  24.820671  0.702520  0.006982   2.415618  2.946876  124.666673  47.516236   4.507420  11.832408  43.517170
t4379   7.299147  38.316346   0.705290  24.821090  0.702588  0.006982   2.415566  2.947049  124.668284  47.517348   4.506395  11.833909  43.510591
t4380   7.299254  38.316910   0.705259  24.821509  0.702656  0.006982   2.415514  2.947221  124.669893  47.518459   4.505370  11.835409  43.504014
t4381   7.299361  38.317474   0.705228  24.821927  0.702723  0.006982   2.415461  2.947393  124.671501  47.519569   4.504346  11.836909  43.497440
t4382   7.299468  38.318039   0.705197  24.822345  0.702791  0.006982   2.415409  2.947565  124.673108  47.520680   4.503322  11.838408  43.490869
t4383   7.299576  38.318603   0.705166  24.822763  0.702858  0.006982   2.415357  2.947738  124.674714  47.521790   4.502299  11.839907  43.484300
t4384   7.299683  38.319167   0.705135  24.823180  0.702926  0.006981   2.415305  2.947910  124.676319  47.522899   4.501276  11.841406  43.477734
t4385   7.299790  38.319731   0.705104  24.823597  0.702993  0.006981   2.415253  2.948082  124.677923  47.524009   4.500254  11.842904  43.471171
t4386   7.299897  38.320294   0.705073  24.824013  0.703061  0.006981   2.415201  2.948254  124.679525  47.525118   4.499233  11.844402  43.464610
t4387   7.300004  38.320858   0.705042  24.824429  0.703128  0.006981   2.415148  2.948426  124.681127  47.526226   4.498213  11.845899  43.458052
t4388   7.300110  38.321421   0.705011  24.824845  0.703196  0.006981   2.415096  2.948598  124.682727  47.527334   4.497193  11.847396  43.451497
t4389   7.300217  38.321985   0.704981  24.825260  0.703263  0.006981   2.415044  2.948770  124.684326  47.528442   4.496173  11.848892  43.444944
t4390   7.300324  38.322548   0.704950  24.825675  0.703331  0.006981   2.414992  2.948942  124.685925  47.529550   4.495155  11.850388  43.438393
t4391   7.300431  38.323111   0.704919  24.826090  0.703398  0.006980   2.414940  2.949113  124.687522  47.530657   4.494137  11.851883  43.431846
t4392   7.300537  38.323674   0.704888  24.826504  0.703466  0.006980   2.414888  2.949285  124.689118  47.531763   4.493119  11.853378  43.425300
t4393   7.300644  38.324237   0.704858  24.826918  0.703534  0.006980   2.414836  2.949457  124.690713  47.532870   4.492102  11.854873  43.418758
