           S_ALK        S_I       S_ND       S_NH      S_NO       S_O        S_S      X_BA        X_BH        X_I       X_ND        X_P        X_S
t3131   6.623215  38.438309   3.317602  20.513301  6.106353  1.893808   7.124361  3.291461  158.898309  47.988760   4.186225   6.828241  25.118075
t3132   6.623272  38.438791   3.317497  20.513480  6.106708  1.893807   7.124148  3.291648  158.899559  47.989731   4.185349   6.829456  25.113268
t3133   6.623330  38.439273   3.317392  20.513659  6.107063  1.893807   7.123934  3.291835  158.900807  47.990701   4.184473   6.830671  25.108464
t3134   6.623387  38.439755   3.317288  20.513839  6.107418  1.893806   7.123721  3.292021  158.902055  47.991671   4.183598   6.831886  25.103662
t3135   6.623445  38.440238   3.317183  20.514019  6.107773  1.893806   7.123507  3.292208  158.903301  47.992640   4.182723   6.833100  25.098862
t3136   6.623503  38.440721   3.317078  20.514199  6.108128  1.893805   7.123294  3.292395  158.904545  47.993609   4.181849   6.834314  25.094065
t3137   6.623561  38.441204   3.316974  20.514379  6.108483  1.893805   7.123081  3.292582  158.905788  47.994578   4.180976   6.835528  25.089270
t3138   6.623619  38.441687   3.316870  20.514559  6.108838  1.893804   7.122868  3.292768  158.907030  47.995547   4.180103   6.836741  25.084477
t3139   6.623676  38.442171   3.316765  20.514740  6.109192  1.893804   7.122655  3.292955  158.908271  47.996515   4.179230   6.837954  25.079687
t3140   6.623735  38.442655   3.316661  20.514921  6.109547  1.893803   7.122442  3.293142  158.909510  47.997483   4.178359   6.839167  25.074900
t3141   6.623793  38.443139   3.316557  20.515102  6.109901  1.893803   7.122229  3.293328  158.910748  47.998450   4.177487   6.840379  25.070114
t3142   6.623851  38.443623   3.316453  20.515284  6.110256  1.893802   7.122016  3.293514  158.911984  47.999417   4.176616   6.841591  25.065332
t3143   6.623909  38.444108   3.316349  20.515465  6.110610  1.893802   7.121804  3.293701  158.913220  48.000384   4.175746   6.842802  25.060551
t3144   6.623967  38.444593   3.316245  20.515647  6.110964  1.893801   7.121591  3.293887  158.914454  48.001350   4.174876   6.844013  25.055773
t3145   6.624026  38.445078   3.316141  20.515829  6.111318  1.893801   7.121379  3.294073  158.915686  48.002316   4.174007   6.845224  25.050997
t3146   6.624084  38.445564   3.316037  20.516011  6.111672  1.893800   7.121167  3.294260  158.916917  48.003282   4.173138   6.846434  25.046224
t3147   6.624142  38.446050   3.315933  20.516194  6.112026  1.893800   7.120954  3.294446  158.918147  48.004247   4.172270   6.847644  25.041453
t3148   6.624201  38.446536   3.315830  20.516376  6.112379  1.893799   7.120742  3.294632  158.919376  48.005212   4.171402   6.848854  25.036684
t3149   6.624260  38.447023   3.315726  20.516559  6.112733  1.893799   7.120530  3.294818  158.920603  48.006177   4.170535   6.850063  25.031918
t3150   6.624318  38.447509   3.315622  20.516742  6.113087  1.893798   7.120318  3.295004  158.921829  48.007141   4.169668   6.851272  25.027154
t3151   6.624377  38.447996   3.315519  20.516925  6.113440  1.893798   7.120106  3.295190  158.923053  48.008105   4.168802   6.852481  25.022393
t3152   6.624436  38.448484   3.315416  20.517109  6.113793  1.893797   7.119894  3.295376  158.924277  48.009069   4.167936   6.853689  25.017634
t3153   6.624495  38.448971   3.315312  20.517293  6.114147  1.893797   7.119683  3.295562  158.925499  48.010032   4.167071   6.854897  25.012877
t3154   6.624554  38.449459   3.315209  20.517477  6.114500  1.893797   7.119471  3.295747  158.926719  48.010995   4.166206   6.856104  25.008123
t3155   6.624612  38.449947   3.315106  20.517661  6.114853  1.893796   7.119260  3.295933  158.927938  48.011958   4.165342   6.857311  25.003371
t3156   6.624671  38.450435   3.315003  20.517845  6.115206  1.893796   7.119048  3.296119  158.929156  48.012920   4.164478   6.858518  24.998621
t3157   6.624731  38.450924   3.314900  20.518030  6.115559  1.893795   7.118837  3.296304  158.930373  48.013882   4.163615   6.859724  24.993874
t3158   6.624790  38.451413   3.314797  20.518215  6.115912  1.893795   7.118626  3.296490  158.931588  48.014843   4.162753   6.860931  24.989129
t3159   6.624849  38.451902   3.314694  20.518399  6.116264  1.893794   7.118415  3.296675  158.932802  48.015804   4.161890   6.862136  24.984387
t3160   6.624908  38.452391   3.314591  20.518585  6.116617  1.893794   7.118203  3.296861  158.934015  48.016765   4.161029   6.863341  24.979647
t3161   6.624968  38.452881   3.314488  20.518770  6.116969  1.893793   7.117993  3.297046  158.935226  48.017726   4.160168   6.864546  24.974909
t3162   6.625027  38.453371   3.314386  20.518956  6.117322  1.893793   7.117782  3.297232  158.936436  48.018686   4.159307   6.865751  24.970174
t3163   6.625086  38.453861   3.314283  20.519142  6.117674  1.893792   7.117571  3.297417  158.937645  48.019645   4.158447   6.866955  24.965441
t3164   6.625146  38.454351   3.314181  20.519328  6.118026  1.893792   7.117360  3.297602  158.938853  48.020605   4.157588   6.868159  24.960710
t3165   6.625205  38.454842   3.314078  20.519514  6.118378  1.893791   7.117150  3.297787  158.940059  48.021564   4.156729   6.869363  24.955982
t3166   6.625265  38.455333   3.313976  20.519700  6.118731  1.893791   7.116939  3.297972  158.941264  48.022523   4.155870   6.870566  24.951256
t3167   6.625325  38.455824   3.313873  20.519887  6.119082  1.893790   7.116729  3.298158  158.942467  48.023481   4.155012   6.871769  24.946532
t3168   6.625385  38.456316   3.313771  20.520074  6.119434  1.893790   7.116518  3.298343  158.943669  48.024439   4.154155   6.872971  24.941811
t3169   6.625444  38.456808   3.313669  20.520261  6.119786  1.893789   7.116308  3.298528  158.944870  48.025397   4.153298   6.874173  24.937093
t3170   6.625504  38.457300   3.313567  20.520448  6.120138  1.893789   7.116098  3.298712  158.946070  48.026354   4.152441   6.875375  24.932376
t3171   6.625564  38.457792   3.313465  20.520636  6.120489  1.893788   7.115888  3.298897  158.947268  48.027311   4.151586   6.876576  24.927662
t3172   6.625624  38.458285   3.313363  20.520823  6.120841  1.893788   7.115678  3.299082  158.948465  48.028268   4.150730   6.877777  24.922950
t3173   6.625684  38.458777   3.313261  20.521011  6.121192  1.893787   7.115468  3.299267  158.949661  48.029224   4.149875   6.878978  24.918241
t3174   6.625744  38.459270   3.313159  20.521199  6.121543  1.893787   7.115258  3.299452  158.950855  48.030180   4.149021   6.880178  24.913534
t3175   6.625804  38.459764   3.313058  20.521388  6.121895  1.893786   7.115049  3.299636  158.952048  48.031136   4.148167   6.881378  24.908830
t3176   6.625865  38.460257   3.312956  20.521576  6.122246  1.893786   7.114839  3.299821  158.953240  48.032091   4.147314   6.882578  24.904127
t3177   6.625925  38.460751   3.312854  20.521765  6.122597  1.893785   7.114630  3.300005  158.954430  48.033046   4.146461   6.883777  24.899428
t3178   6.625985  38.461245   3.312753  20.521954  6.122948  1.893785   7.114420  3.300190  158.955619  48.034001   4.145608   6.884976  24.894730
t3179   6.626046  38.461739   3.312651  20.522143  6.123298  1.893784   7.114211  3.300374  158.956807  48.034955   4.144757   6.886174  24.890035
t3180   6.626106  38.462234   3.312550  20.522332  6.123649  1.893784   7.114002  3.300559  158.957994  48.035909   4.143905   6.887372  24.885342
t3181   6.626167  38.462729   3.312449  20.522522  6.124000  1.893783   7.113793  3.300743  158.959179  48.036863   4.143054   6.888570  24.880652
t3182   6.626227  38.463224   3.312347  20.522712  6.124350  1.893783   7.113584  3.300927  158.960363  48.037816   4.142204   6.889767  24.875964
t3183   6.626288  38.463719   3.312246  20.522902  6.124701  1.893783   7.113375  3.301111  158.961546  48.038769   4.141354   6.890964  24.871278
t3184   6.626348  38.464215   3.312145  20.523092  6.125051  1.893782   7.113166  3.301296  158.962727  48.039721   4.140505   6.892161  24.866594
t3185   6.626409  38.464711   3.312044  20.523282  6.125401  1.893782   7.112957  3.301480  158.963907  48.040674   4.139656   6.893357  24.861913
t3186   6.626470  38.465207   3.311943  20.523473  6.125751  1.893781   7.112748  3.301664  158.965086  48.041625   4.138808   6.894553  24.857235
t3187   6.626531  38.465703   3.311842  20.523663  6.126101  1.893781   7.112540  3.301848  158.966263  48.042577   4.137960   6.895749  24.852559
t3188   6.626592  38.466200   3.311741  20.523854  6.126451  1.893780   7.112331  3.302032  158.967440  48.043528   4.137113   6.896944  24.847885
t3189   6.626653  38.466696   3.311641  20.524045  6.126801  1.893780   7.112123  3.302216  158.968615  48.044479   4.136266   6.898139  24.843213
t3190   6.626714  38.467193   3.311540  20.524237  6.127151  1.893779   7.111914  3.302399  158.969788  48.045429   4.135420   6.899334  24.838544
t3191   6.626775  38.467691   3.311439  20.524428  6.127501  1.893779   7.111706  3.302583  158.970961  48.046380   4.134574   6.900528  24.833877
t3192   6.626836  38.468188   3.311339  20.524620  6.127850  1.893778   7.111498  3.302767  158.972132  48.047329   4.133729   6.901722  24.829212
t3193   6.626897  38.468686   3.311238  20.524812  6.128200  1.893778   7.111290  3.302951  158.973302  48.048279   4.132884   6.902915  24.824550
t3194   6.626958  38.469184   3.311138  20.525004  6.128549  1.893777   7.111082  3.303134  158.974470  48.049228   4.132040   6.904108  24.819890
t3195   6.627020  38.469682   3.311038  20.525196  6.128898  1.893777   7.110874  3.303318  158.975637  48.050177   4.131196   6.905301  24.815233
t3196   6.627081  38.470181   3.310937  20.525389  6.129248  1.893776   7.110666  3.303501  158.976803  48.051125   4.130353   6.906494  24.810577
t3197   6.627142  38.470679   3.310837  20.525582  6.129597  1.893776   7.110459  3.303685  158.977968  48.052073   4.129511   6.907686  24.805925
t3198   6.627204  38.471178   3.310737  20.525775  6.129946  1.893775   7.110251  3.303868  158.979131  48.053021   4.128668   6.908877  24.801274
t3199   6.627265  38.471677   3.310637  20.525968  6.130295  1.893775   7.110044  3.304052  158.980293  48.053969   4.127827   6.910069  24.796626
t3200   6.627327  38.472177   3.310537  20.526161  6.130643  1.893774   7.109836  3.304235  158.981454  48.054916   4.126985   6.911260  24.791980
t3201   6.627389  38.472677   3.310437  20.526355  6.130992  1.893774   7.109629  3.304418  158.982614  48.055863   4.126145   6.912450  24.787337
t3202   6.627450  38.473176   3.310337  20.526548  6.131341  1.893774   7.109422  3.304601  158.983772  48.056809   4.125305   6.913641  24.782696
t3203   6.627512  38.473677   3.310238  20.526742  6.131689  1.893773   7.109215  3.304785  158.984929  48.057755   4.124465   6.914830  24.778057
t3204   6.627574  38.474177   3.310138  20.526936  6.132038  1.893773   7.109008  3.304968  158.986085  48.058701   4.123626   6.916020  24.773420
t3205   6.627636  38.474678   3.310038  20.527130  6.132386  1.893772   7.108801  3.305151  158.987239  48.059646   4.122787   6.917209  24.768786
t3206   6.627698  38.475178   3.309939  20.527325  6.132734  1.893772   7.108594  3.305334  158.988392  48.060591   4.121949   6.918398  24.764154
t3207   6.627760  38.475679   3.309839  20.527520  6.133083  1.893771   7.108387  3.305517  158.989544  48.061536   4.121111   6.919587  24.759525
t3208   6.627822  38.476181   3.309740  20.527714  6.133431  1.893771   7.108180  3.305700  158.990695  48.062480   4.120274   6.920775  24.754898
t3209   6.627884  38.476682   3.309641  20.527909  6.133779  1.893770   7.107974  3.305882  158.991844  48.063425   4.119437   6.921963  24.750273
t3210   6.627946  38.477184   3.309541  20.528105  6.134127  1.893770   7.107767  3.306065  158.992993  48.064368   4.118601   6.923150  24.745651
t3211   6.628008  38.477686   3.309442  20.528300  6.134474  1.893769   7.107561  3.306248  158.994139  48.065312   4.117766   6.924337  24.741031
t3212   6.628070  38.478188   3.309343  20.528496  6.134822  1.893769   7.107354  3.306431  158.995285  48.066255   4.116931   6.925524  24.736413
t3213   6.628132  38.478690   3.309244  20.528691  6.135170  1.893768   7.107148  3.306613  158.996429  48.067197   4.116096   6.926710  24.731797
t3214   6.628195  38.479193   3.309145  20.528887  6.135517  1.893768   7.106942  3.306796  158.997572  48.068140   4.115262   6.927896  24.727184
t3215   6.628257  38.479696   3.309046  20.529084  6.135865  1.893767   7.106736  3.306978  158.998714  48.069082   4.114428   6.929082  24.722574
t3216   6.628320  38.480199   3.308947  20.529280  6.136212  1.893767   7.106530  3.307161  158.999855  48.070023   4.113595   6.930267  24.717965
t3217   6.628382  38.480702   3.308848  20.529476  6.136559  1.893767   7.106324  3.307343  159.000994  48.070965   4.112762   6.931452  24.713359
t3218   6.628445  38.481206   3.308750  20.529673  6.136906  1.893766   7.106118  3.307526  159.002132  48.071906   4.111930   6.932637  24.708755
t3219   6.628507  38.481710   3.308651  20.529870  6.137253  1.893766   7.105912  3.307708  159.003269  48.072846   4.111098   6.933821  24.704154
t3220   6.628570  38.482214   3.308553  20.530067  6.137600  1.893765   7.105707  3.307890  159.004404  48.073787   4.110267   6.935005  24.699555
t3221   6.628632  38.482718   3.308454  20.530264  6.137947  1.893765   7.105501  3.308072  159.005539  48.074727   4.109437   6.936188  24.694958
t3222   6.628695  38.483222   3.308356  20.530462  6.138294  1.893764   7.105296  3.308254  159.006671  48.075667   4.108607   6.937372  24.690363
t3223   6.628758  38.483727   3.308257  20.530660  6.138641  1.893764   7.105090  3.308437  159.007803  48.076606   4.107777   6.938554  24.685771
t3224   6.628821  38.484232   3.308159  20.530857  6.138987  1.893763   7.104885  3.308619  159.008934  48.077545   4.106948   6.939737  24.681181
t3225   6.628884  38.484737   3.308061  20.531055  6.139334  1.893763   7.104680  3.308801  159.010063  48.078484   4.106119   6.940919  24.676594
t3226   6.628947  38.485242   3.307963  20.531254  6.139680  1.893762   7.104475  3.308982  159.011191  48.079422   4.105291   6.942101  24.672009
t3227   6.629010  38.485747   3.307864  20.531452  6.140026  1.893762   7.104270  3.309164  159.012318  48.080360   4.104463   6.943282  24.667426
t3228   6.629073  38.486253   3.307766  20.531651  6.140373  1.893761   7.104065  3.309346  159.013443  48.081298   4.103636   6.944463  24.662845
t3229   6.629136  38.486759   3.307668  20.531849  6.140719  1.893761   7.103860  3.309528  159.014567  48.082235   4.102809   6.945644  24.658267
t3230   6.629199  38.487265   3.307571  20.532048  6.141065  1.893761   7.103655  3.309710  159.015690  48.083172   4.101983   6.946824  24.653691
t3231   6.629262  38.487771   3.307473  20.532247  6.141411  1.893760   7.103451  3.309891  159.016812  48.084109   4.101158   6.948004  24.649117
t3232   6.629325  38.488278   3.307375  20.532447  6.141757  1.893760   7.103246  3.310073  159.017933  48.085045   4.100332   6.949184  24.644546
t3233   6.629389  38.488785   3.307277  20.532646  6.142102  1.893759   7.103042  3.310255  159.019052  48.085981   4.099508   6.950363  24.639977
t3234   6.629452  38.489292   3.307180  20.532846  6.142448  1.893759   7.102837  3.310436  159.020170  48.086916   4.098683   6.951542  24.635410
t3235   6.629516  38.489799   3.307082  20.533046  6.142794  1.893758   7.102633  3.310618  159.021286  48.087852   4.097860   6.952721  24.630846
t3236   6.629579  38.490306   3.306985  20.533246  6.143139  1.893758   7.102429  3.310799  159.022402  48.088787   4.097037   6.953899  24.626284
t3237   6.629642  38.490814   3.306887  20.533446  6.143484  1.893757   7.102225  3.310980  159.023516  48.089721   4.096214   6.955077  24.621724
t3238   6.629706  38.491322   3.306790  20.533646  6.143830  1.893757   7.102020  3.311162  159.024629  48.090656   4.095392   6.956255  24.617167
t3239   6.629770  38.491830   3.306693  20.533847  6.144175  1.893756   7.101817  3.311343  159.025741  48.091590   4.094570   6.957432  24.612612
t3240   6.629833  38.492338   3.306595  20.534047  6.144520  1.893756   7.101613  3.311524  159.026852  48.092523   4.093749   6.958609  24.608059
t3241   6.629897  38.492846   3.306498  20.534248  6.144865  1.893756   7.101409  3.311705  159.027961  48.093457   4.092928   6.959785  24.603509
t3242   6.629961  38.493355   3.306401  20.534449  6.145210  1.893755   7.101205  3.311886  159.029069  48.094390   4.092108   6.960961  24.598960
t3243   6.630024  38.493864   3.306304  20.534651  6.145555  1.893755   7.101002  3.312067  159.030176  48.095322   4.091288   6.962137  24.594415
t3244   6.630088  38.494373   3.306207  20.534852  6.145900  1.893754   7.100798  3.312248  159.031281  48.096255   4.090469   6.963312  24.589871
t3245   6.630152  38.494882   3.306110  20.535054  6.146244  1.893754   7.100595  3.312429  159.032386  48.097187   4.089650   6.964488  24.585330
t3246   6.630216  38.495391   3.306014  20.535255  6.146589  1.893753   7.100391  3.312610  159.033489  48.098118   4.088832   6.965662  24.580791
t3247   6.630280  38.495901   3.305917  20.535457  6.146933  1.893753   7.100188  3.312791  159.034591  48.099050   4.088014   6.966837  24.576254
t3248   6.630344  38.496411   3.305820  20.535659  6.147278  1.893752   7.099985  3.312972  159.035691  48.099981   4.087197   6.968011  24.571720
t3249   6.630408  38.496921   3.305724  20.535862  6.147622  1.893752   7.099782  3.313153  159.036791  48.100911   4.086380   6.969184  24.567188
t3250   6.630472  38.497431   3.305627  20.536064  6.147966  1.893751   7.099579  3.313333  159.037889  48.101842   4.085564   6.970358  24.562658
t3251   6.630537  38.497941   3.305531  20.536267  6.148310  1.893751   7.099376  3.313514  159.038986  48.102772   4.084748   6.971531  24.558131
t3252   6.630601  38.498452   3.305434  20.536470  6.148654  1.893751   7.099173  3.313695  159.040082  48.103701   4.083932   6.972703  24.553606
t3253   6.630665  38.498963   3.305338  20.536673  6.148998  1.893750   7.098970  3.313875  159.041176  48.104631   4.083118   6.973876  24.549083
t3254   6.630729  38.499473   3.305242  20.536876  6.149342  1.893750   7.098768  3.314056  159.042270  48.105560   4.082303   6.975048  24.544562
t3255   6.630794  38.499985   3.305146  20.537079  6.149685  1.893749   7.098565  3.314236  159.043362  48.106488   4.081489   6.976219  24.540044
t3256   6.630858  38.500496   3.305049  20.537282  6.150029  1.893749   7.098363  3.314416  159.044453  48.107417   4.080676   6.977390  24.535528
t3257   6.630923  38.501007   3.304953  20.537486  6.150373  1.893748   7.098160  3.314597  159.045542  48.108345   4.079863   6.978561  24.531014
t3258   6.630987  38.501519   3.304857  20.537690  6.150716  1.893748   7.097958  3.314777  159.046631  48.109272   4.079051   6.979732  24.526503
t3259   6.631052  38.502031   3.304762  20.537894  6.151059  1.893747   7.097756  3.314957  159.047718  48.110200   4.078239   6.980902  24.521994
t3260   6.631116  38.502543   3.304666  20.538098  6.151403  1.893747   7.097554  3.315137  159.048804  48.111127   4.077428   6.982072  24.517487
t3261   6.631181  38.503056   3.304570  20.538302  6.151746  1.893747   7.097352  3.315317  159.049889  48.112054   4.076617   6.983241  24.512983
t3262   6.631246  38.503568   3.304474  20.538507  6.152089  1.893746   7.097150  3.315497  159.050972  48.112980   4.075806   6.984411  24.508481
t3263   6.631310  38.504081   3.304379  20.538711  6.152432  1.893746   7.096948  3.315677  159.052054  48.113906   4.074996   6.985579  24.503981
t3264   6.631375  38.504593   3.304283  20.538916  6.152775  1.893745   7.096746  3.315857  159.053135  48.114832   4.074187   6.986748  24.499483
t3265   6.631440  38.505107   3.304187  20.539121  6.153118  1.893745   7.096545  3.316037  159.054215  48.115757   4.073378   6.987916  24.494988
t3266   6.631505  38.505620   3.304092  20.539326  6.153460  1.893744   7.096343  3.316217  159.055294  48.116682   4.072569   6.989084  24.490495
t3267   6.631570  38.506133   3.303997  20.539532  6.153803  1.893744   7.096141  3.316397  159.056371  48.117607   4.071761   6.990251  24.486004
t3268   6.631635  38.506647   3.303901  20.539737  6.154145  1.893743   7.095940  3.316577  159.057448  48.118531   4.070954   6.991418  24.481516
t3269   6.631700  38.507160   3.303806  20.539943  6.154488  1.893743   7.095739  3.316756  159.058523  48.119455   4.070147   6.992585  24.477030
t3270   6.631765  38.507674   3.303711  20.540149  6.154830  1.893743   7.095537  3.316936  159.059597  48.120379   4.069340   6.993751  24.472546
t3271   6.631830  38.508188   3.303616  20.540355  6.155172  1.893742   7.095336  3.317116  159.060669  48.121302   4.068534   6.994917  24.468064
t3272   6.631895  38.508703   3.303521  20.540561  6.155515  1.893742   7.095135  3.317295  159.061741  48.122226   4.067729   6.996083  24.463585
t3273   6.631960  38.509217   3.303426  20.540767  6.155857  1.893741   7.094934  3.317475  159.062811  48.123148   4.066924   6.997248  24.459108
t3274   6.632025  38.509732   3.303331  20.540974  6.156199  1.893741   7.094733  3.317654  159.063880  48.124071   4.066119   6.998413  24.454633
t3275   6.632091  38.510247   3.303236  20.541180  6.156541  1.893740   7.094533  3.317834  159.064947  48.124993   4.065315   6.999578  24.450161
t3276   6.632156  38.510762   3.303141  20.541387  6.156882  1.893740   7.094332  3.318013  159.066014  48.125915   4.064511   7.000742  24.445690
t3277   6.632221  38.511277   3.303046  20.541594  6.157224  1.893739   7.094131  3.318192  159.067079  48.126836   4.063708   7.001906  24.441223
t3278   6.632287  38.511792   3.302952  20.541801  6.157566  1.893739   7.093931  3.318371  159.068144  48.127757   4.062906   7.003070  24.436757
t3279   6.632352  38.512308   3.302857  20.542008  6.157907  1.893739   7.093730  3.318551  159.069207  48.128678   4.062103   7.004233  24.432294
t3280   6.632417  38.512823   3.302763  20.542216  6.158249  1.893738   7.093530  3.318730  159.070268  48.129598   4.061302   7.005396  24.427833
t3281   6.632483  38.513339   3.302668  20.542423  6.158590  1.893738   7.093329  3.318909  159.071329  48.130519   4.060500   7.006558  24.423374
t3282   6.632549  38.513855   3.302574  20.542631  6.158931  1.893737   7.093129  3.319088  159.072388  48.131438   4.059700   7.007720  24.418917
t3283   6.632614  38.514371   3.302480  20.542839  6.159272  1.893737   7.092929  3.319267  159.073446  48.132358   4.058899   7.008882  24.414463
t3284   6.632680  38.514888   3.302385  20.543047  6.159613  1.893736   7.092729  3.319446  159.074503  48.133277   4.058100   7.010044  24.410011
t3285   6.632746  38.515404   3.302291  20.543255  6.159954  1.893736   7.092529  3.319625  159.075559  48.134196   4.057300   7.011205  24.405562
t3286   6.632811  38.515921   3.302197  20.543463  6.160295  1.893735   7.092329  3.319804  159.076614  48.135114   4.056502   7.012366  24.401114
t3287   6.632877  38.516438   3.302103  20.543672  6.160636  1.893735   7.092130  3.319982  159.077667  48.136033   4.055703   7.013526  24.396669
t3288   6.632943  38.516955   3.302009  20.543880  6.160977  1.893735   7.091930  3.320161  159.078719  48.136951   4.054905   7.014686  24.392226
t3289   6.633009  38.517472   3.301915  20.544089  6.161317  1.893734   7.091730  3.320340  159.079770  48.137868   4.054108   7.015846  24.387786
t3290   6.633075  38.517990   3.301821  20.544298  6.161658  1.893734   7.091531  3.320518  159.080820  48.138785   4.053311   7.017006  24.383347
t3291   6.633141  38.518507   3.301727  20.544507  6.161998  1.893733   7.091331  3.320697  159.081869  48.139702   4.052515   7.018165  24.378911
t3292   6.633206  38.519025   3.301634  20.544717  6.162339  1.893733   7.091132  3.320875  159.082916  48.140619   4.051719   7.019323  24.374477
t3293   6.633273  38.519543   3.301540  20.544926  6.162679  1.893732   7.090933  3.321054  159.083962  48.141535   4.050924   7.020482  24.370046
t3294   6.633339  38.520061   3.301446  20.545136  6.163019  1.893732   7.090733  3.321232  159.085007  48.142451   4.050129   7.021640  24.365617
t3295   6.633405  38.520579   3.301353  20.545345  6.163359  1.893732   7.090534  3.321411  159.086051  48.143366   4.049334   7.022798  24.361190
t3296   6.633471  38.521097   3.301260  20.545555  6.163699  1.893731   7.090335  3.321589  159.087094  48.144282   4.048540   7.023955  24.356765
t3297   6.633537  38.521616   3.301166  20.545765  6.164039  1.893731   7.090136  3.321767  159.088135  48.145197   4.047747   7.025112  24.352342
t3298   6.633603  38.522134   3.301073  20.545975  6.164379  1.893730   7.089938  3.321945  159.089175  48.146111   4.046954   7.026269  24.347922
t3299   6.633669  38.522653   3.300980  20.546186  6.164718  1.893730   7.089739  3.322124  159.090214  48.147026   4.046161   7.027425  24.343504
t3300   6.633736  38.523172   3.300886  20.546396  6.165058  1.893729   7.089540  3.322302  159.091252  48.147940   4.045369   7.028581  24.339089
t3301   6.633802  38.523691   3.300793  20.546607  6.165397  1.893729   7.089342  3.322480  159.092289  48.148853   4.044577   7.029736  24.334675
t3302   6.633869  38.524210   3.300700  20.546818  6.165737  1.893729   7.089143  3.322658  159.093325  48.149767   4.043786   7.030892  24.330264
t3303   6.633935  38.524730   3.300607  20.547029  6.166076  1.893728   7.088945  3.322836  159.094359  48.150680   4.042996   7.032047  24.325855
t3304   6.634001  38.525249   3.300514  20.547240  6.166415  1.893728   7.088746  3.323014  159.095392  48.151592   4.042205   7.033201  24.321449
t3305   6.634068  38.525769   3.300421  20.547451  6.166754  1.893727   7.088548  3.323192  159.096424  48.152505   4.041416   7.034356  24.317044
t3306   6.634134  38.526289   3.300329  20.547662  6.167094  1.893727   7.088350  3.323369  159.097455  48.153417   4.040626   7.035509  24.312642
t3307   6.634201  38.526809   3.300236  20.547874  6.167433  1.893726   7.088152  3.323547  159.098485  48.154328   4.039838   7.036663  24.308242
t3308   6.634268  38.527329   3.300143  20.548085  6.167771  1.893726   7.087954  3.323725  159.099513  48.155240   4.039049   7.037816  24.303845
t3309   6.634334  38.527849   3.300051  20.548297  6.168110  1.893726   7.087756  3.323902  159.100540  48.156151   4.038262   7.038969  24.299449
t3310   6.634401  38.528370   3.299958  20.548509  6.168449  1.893725   7.087558  3.324080  159.101567  48.157062   4.037474   7.040122  24.295056
t3311   6.634468  38.528890   3.299865  20.548721  6.168787  1.893725   7.087361  3.324258  159.102591  48.157972   4.036687   7.041274  24.290665
t3312   6.634534  38.529411   3.299773  20.548933  6.169126  1.893724   7.087163  3.324435  159.103615  48.158882   4.035901   7.042426  24.286277
t3313   6.634601  38.529932   3.299681  20.549146  6.169464  1.893724   7.086965  3.324613  159.104638  48.159792   4.035115   7.043577  24.281890
t3314   6.634668  38.530453   3.299588  20.549358  6.169803  1.893723   7.086768  3.324790  159.105659  48.160701   4.034330   7.044728  24.277506
t3315   6.634735  38.530974   3.299496  20.549571  6.170141  1.893723   7.086571  3.324967  159.106680  48.161610   4.033545   7.045879  24.273124
t3316   6.634802  38.531496   3.299404  20.549784  6.170479  1.893723   7.086373  3.325145  159.107699  48.162519   4.032760   7.047030  24.268745
t3317   6.634869  38.532017   3.299312  20.549997  6.170817  1.893722   7.086176  3.325322  159.108717  48.163428   4.031976   7.048180  24.264367
t3318   6.634936  38.532539   3.299220  20.550210  6.171155  1.893722   7.085979  3.325499  159.109733  48.164336   4.031193   7.049330  24.259992
t3319   6.635003  38.533061   3.299128  20.550423  6.171493  1.893721   7.085782  3.325676  159.110749  48.165244   4.030410   7.050479  24.255619
t3320   6.635070  38.533582   3.299036  20.550636  6.171831  1.893721   7.085585  3.325853  159.111763  48.166151   4.029627   7.051628  24.251249
t3321   6.635137  38.534104   3.298944  20.550850  6.172169  1.893720   7.085388  3.326030  159.112777  48.167059   4.028845   7.052777  24.246880
t3322   6.635204  38.534627   3.298853  20.551063  6.172506  1.893720   7.085191  3.326207  159.113789  48.167965   4.028063   7.053925  24.242514
t3323   6.635271  38.535149   3.298761  20.551277  6.172844  1.893720   7.084995  3.326384  159.114800  48.168872   4.027282   7.055073  24.238150
t3324   6.635339  38.535671   3.298669  20.551491  6.173181  1.893719   7.084798  3.326561  159.115809  48.169778   4.026502   7.056221  24.233789
t3325   6.635406  38.536194   3.298578  20.551705  6.173518  1.893719   7.084601  3.326738  159.116818  48.170684   4.025721   7.057368  24.229429
t3326   6.635473  38.536717   3.298486  20.551919  6.173856  1.893718   7.084405  3.326915  159.117825  48.171590   4.024942   7.058516  24.225072
t3327   6.635540  38.537240   3.298395  20.552134  6.174193  1.893718   7.084209  3.327092  159.118832  48.172495   4.024162   7.059662  24.220717
t3328   6.635608  38.537763   3.298303  20.552348  6.174530  1.893717   7.084012  3.327268  159.119837  48.173400   4.023384   7.060809  24.216365
t3329   6.635675  38.538286   3.298212  20.552563  6.174867  1.893717   7.083816  3.327445  159.120841  48.174305   4.022605   7.061955  24.212014
t3330   6.635743  38.538809   3.298121  20.552777  6.175204  1.893717   7.083620  3.327622  159.121843  48.175209   4.021827   7.063100  24.207666
t3331   6.635810  38.539332   3.298030  20.552992  6.175541  1.893716   7.083424  3.327798  159.122845  48.176113   4.021050   7.064246  24.203320
t3332   6.635878  38.539856   3.297938  20.553207  6.175877  1.893716   7.083228  3.327975  159.123846  48.177017   4.020273   7.065391  24.198976
