              S_ALK           S_I         S_ND          S_NH         S_NO       S_O           S_S        X_BA         X_BH          X_I         X_ND          X_P          X_S
t2562   5949.744449  32630.351929  1014.253989  17187.258394   375.178165  4.965634   7177.033911  192.091895  9040.718128  2831.776517    530.14894    506.70463  3966.305109
t2563   5950.180994  32631.806576  1014.040862  17190.531063    375.30304  4.967214   7173.070978  192.114065  9041.170676  2831.921842   529.936756   506.870032  3965.462981
t2564   5950.617711  32633.262407  1013.827899  17193.803709   375.427908  4.968792   7169.111601  192.136231  9041.623038  2832.067131   529.724694   507.035397  3964.621113
t2565   5951.054598  32634.719419  1013.615101   17197.07633   375.552767  4.970369   7165.155775  192.158393  9042.075215  2832.212385   529.512755   507.200723  3963.779505
t2566   5951.491656  32636.177609  1013.402468  17200.348923    375.67762  4.971945   7161.203498   192.18055  9042.527206  2832.357602   529.300938   507.366012  3962.938157
t2567   5951.928883  32637.636974  1013.189999  17203.621487   375.802464  4.973519   7157.254764  192.202703  9042.979011  2832.502784   529.089244   507.531263  3962.097069
t2568   5952.366278  32639.097512  1012.977694  17206.894019   375.927301  4.975093   7153.309572  192.224853  9043.430631   2832.64793   528.877672   507.696476  3961.256242
t2569   5952.803843  32640.559219  1012.765553  17210.166516   376.052129  4.976665   7149.367917  192.246998  9043.882064   2832.79304   528.666223   507.861651  3960.415674
t2570   5953.241574  32642.022093  1012.553575  17213.438978    376.17695  4.978235   7145.429796  192.269138  9044.333311  2832.938114   528.454896   508.026789  3959.575367
t2571   5953.679473   32643.48613  1012.341761  17216.711402   376.301763  4.979804   7141.495204  192.291275  9044.784372  2833.083152   528.243691   508.191889   3958.73532
t2572   5954.117539  32644.951329   1012.13011  17219.983785   376.426568  4.981372   7137.564139  192.313407  9045.235247  2833.228154   528.032609   508.356951  3957.895534
t2573   5954.555771  32646.417685  1011.918622  17223.256125   376.551365  4.982939   7133.636596  192.335536  9045.685936   2833.37312   527.821649   508.521975  3957.056008
t2574   5954.994168  32647.885196  1011.707296  17226.528421   376.676154  4.984504   7129.712573   192.35766  9046.136438  2833.518051   527.610811   508.686961  3956.216743
t2575    5955.43273   32649.35386  1011.496133  17229.800669   376.800934  4.986069   7125.792065   192.37978  9046.586754  2833.662945   527.400095    508.85191  3955.377739
t2576   5955.871457  32650.823673  1011.285133  17233.072869   376.925706  4.987631   7121.875069  192.401896  9047.036883  2833.807804   527.189502   509.016821  3954.538996
t2577   5956.310347  32652.294632  1011.074294  17236.345017    377.05047  4.989193   7117.961581  192.424007  9047.486826  2833.952627    526.97903   509.181694  3953.700514
t2578     5956.7494  32653.766734  1010.863617  17239.617111   377.175225  4.990753   7114.051597  192.446115  9047.936582  2834.097413    526.76868   509.346529  3952.862292
t2579   5957.188617  32655.239977  1010.653102   17242.88915   377.299972  4.992312   7110.145115  192.468218  9048.386151  2834.242164   526.558453   509.511327  3952.024332
t2580   5957.627995  32656.714357  1010.442748   17246.16113    377.42471   4.99387    7106.24213  192.490317  9048.835534   2834.38688   526.348347   509.676086  3951.186633
t2581   5958.067534  32658.189872  1010.232556  17249.433051   377.549439  4.995426   7102.342639  192.512412  9049.284729  2834.531559   526.138364   509.840808  3950.349196
t2582   5958.507234  32659.666519  1010.022524  17252.704909    377.67416  4.996981   7098.446638  192.534503  9049.733738  2834.676202   525.928502   510.005492   3949.51202
t2583   5958.947095  32661.144294  1009.812653  17255.976702   377.798871  4.998535   7094.554123  192.556589   9050.18256  2834.820809   525.718762   510.170139  3948.675105
t2584   5959.387115  32662.623195  1009.602942  17259.248429   377.923574  5.000088   7090.665092  192.578671  9050.631194  2834.965381   525.509143   510.334747  3947.838452
t2585   5959.827295  32664.103218  1009.393392  17262.520087   378.048268  5.001639    7086.77954   192.60075  9051.079642  2835.109916   525.299647   510.499318   3947.00206
t2586   5960.267633  32665.584362  1009.184002  17265.791673   378.172953  5.003189   7082.897463  192.622824  9051.527902  2835.254416   525.090272   510.663851   3946.16593
t2587   5960.708129  32667.066622  1008.974771  17269.063187   378.297629  5.004738   7079.018859  192.644893  9051.975975   2835.39888   524.881019   510.828346  3945.330062
t2588   5961.148782  32668.549996    1008.7657  17272.334624   378.422296  5.006285   7075.143723  192.666959  9052.423861  2835.543308   524.671887   510.992804  3944.494456
t2589   5961.589592  32670.034481  1008.556789  17275.605984   378.546953  5.007831   7071.272053   192.68902  9052.871559    2835.6877   524.462877   511.157223  3943.659112
t2590   5962.030558  32671.520073  1008.348036  17278.877264   378.671602  5.009376   7067.403844  192.711078   9053.31907  2835.832056   524.253988   511.321605   3942.82403
t2591    5962.47168  32673.006771  1008.139443  17282.148462    378.79624   5.01092   7063.539092  192.733131  9053.766393  2835.976376   524.045221   511.485949   3941.98921
t2592   5962.912957   32674.49457  1007.931008  17285.419575    378.92087  5.012462   7059.677795   192.75518  9054.213529   2836.12066   523.836576   511.650256  3941.154652
t2593   5963.354388  32675.983468  1007.722732  17288.690602    379.04549  5.014003   7055.819949  192.777224  9054.660477  2836.264909   523.628051   511.814524  3940.320356
t2594   5963.795973  32677.473462  1007.514614   17291.96154     379.1701  5.015543   7051.965549  192.799265  9055.107237  2836.409121   523.419648   511.978755  3939.486323
t2595   5964.237711  32678.964549  1007.306654  17295.232386   379.294701  5.017082   7048.114593  192.821301  9055.553809  2836.553298   523.211367   512.142948  3938.652552
t2596   5964.679602  32680.456726  1007.098852   17298.50314   379.419292  5.018619   7044.267078  192.843333  9056.000194  2836.697438   523.003206   512.307103  3937.819044
t2597   5965.121645  32681.949989  1006.891207  17301.773798   379.543873  5.020155   7040.422998  192.865361  9056.446391  2836.841543   522.795167   512.471221  3936.985798
t2598   5965.563839  32683.444337   1006.68372  17305.044358   379.668445   5.02169   7036.582351  192.887385  9056.892399  2836.985612   522.587249   512.635301  3936.152815
t2599   5966.006184  32684.939765   1006.47639  17308.314818   379.793007  5.023223   7032.745134  192.909404   9057.33822  2837.129645   522.379452   512.799342  3935.320095
t2600    5966.44868  32686.436271  1006.269217  17311.585176   379.917558  5.024755   7028.911342  192.931419  9057.783853  2837.273642   522.171776   512.963347  3934.487637
t2601   5966.891325  32687.933851  1006.062201   17314.85543     380.0421  5.026286   7025.080972   192.95343  9058.229297  2837.417603   521.964221   513.127313  3933.655442
t2602   5967.334119  32689.432503  1005.855341  17318.125577   380.166631  5.027816   7021.254021  192.975437  9058.674554  2837.561528   521.756787   513.291242   3932.82351
t2603   5967.777062  32690.932224  1005.648637  17321.395615   380.291153  5.029344   7017.430485   192.99744  9059.119622  2837.705418   521.549474   513.455132  3931.991842
t2604   5968.220153   32692.43301   1005.44209  17324.665542   380.415664  5.030871    7013.61036  193.019438  9059.564502  2837.849271   521.342282   513.618986  3931.160436
t2605    5968.66339  32693.934859  1005.235698  17327.935355   380.540165  5.032397   7009.793644  193.041433  9060.009193  2837.993089    521.13521   513.782801  3930.329293
t2606   5969.106775  32695.437767  1005.029462  17331.205054   380.664655  5.033922   7005.980331  193.063423  9060.453696   2838.13687    520.92826   513.946578  3929.498414
t2607   5969.550305  32696.941731  1004.823382  17334.474634   380.789136  5.035445    7002.17042  193.085409   9060.89801  2838.280616    520.72143   514.110318  3928.667798
t2608   5969.993981  32698.446749  1004.617456  17337.744094   380.913605  5.036967   6998.363906   193.10739  9061.342136  2838.424326   520.514721    514.27402  3927.837445
t2609   5970.437802  32699.952817  1004.411686  17341.013432   381.038064  5.038488   6994.560785  193.129368  9061.786074     2838.568   520.308132   514.437684  3927.007356
t2610   5970.881768  32701.459932   1004.20607  17344.282646   381.162513  5.040008   6990.761055  193.151341  9062.229822  2838.711638   520.101664   514.601311   3926.17753
t2611   5971.325876  32702.968092  1004.000609  17347.551733   381.286951  5.041526   6986.964711   193.17331  9062.673382   2838.85524   519.895317     514.7649  3925.347968
t2612   5971.770128  32704.477292  1003.795303   17350.82069   381.411378  5.043043   6983.171751  193.195275  9063.116754  2838.998806    519.68909   514.928451  3924.518669
t2613   5972.214523   32705.98753   1003.59015  17354.089517   381.535794  5.044559    6979.38217  193.217235  9063.559936  2839.142336   519.482984   515.091964  3923.689634
t2614   5972.659059  32707.498803  1003.385151   17357.35821     381.6602  5.046073   6975.595965  193.239192   9064.00293   2839.28583   519.276998   515.255439  3922.860863
t2615   5973.103736  32709.011108  1003.180306  17360.626768   381.784594  5.047587   6971.813133  193.261144  9064.445734  2839.429289   519.071133   515.418877  3922.032356
t2616   5973.548554  32710.524442  1002.975615  17363.895187   381.908978  5.049099   6968.033669  193.283092   9064.88835  2839.572711   518.865388   515.582277  3921.204112
t2617   5973.993512  32712.038801  1002.771076  17367.163466    382.03335   5.05061   6964.257572  193.305035  9065.330777  2839.716098   518.659763   515.745639  3920.376133
t2618    5974.43861  32713.554182  1002.566691  17370.431603   382.157711  5.052119   6960.484836  193.326975  9065.773014  2839.859449   518.454258   515.908964  3919.548417
t2619   5974.883846  32715.070583  1002.362459  17373.699596   382.282061  5.053627   6956.715459   193.34891  9066.215063  2840.002764   518.248874    516.07225  3918.720966
t2620   5975.329221  32716.588001  1002.158379  17376.967441     382.4064  5.055135   6952.949436  193.370841  9066.656922  2840.146043    518.04361   516.235499  3917.893778
t2621   5975.774733  32718.106431  1001.954451  17380.235137   382.530728   5.05664   6949.186766  193.392768  9067.098593  2840.289286   517.838465    516.39871  3917.066855
t2622   5976.220382  32719.625871  1001.750676  17383.502682   382.655044  5.058145   6945.427443  193.414691  9067.540074  2840.432493   517.633441   516.561884  3916.240196
t2623   5976.666168  32721.146318  1001.547052  17386.770072   382.779349  5.059648   6941.671464  193.436609  9067.981365  2840.575664   517.428537   516.725019  3915.413801
t2624   5977.112089   32722.66777  1001.343581  17390.037308   382.903642   5.06115   6937.918827  193.458523  9068.422468  2840.718799   517.223753   516.888117  3914.587671
t2625   5977.558145  32724.190221  1001.140261  17393.304384   383.027924  5.062651   6934.169527  193.480433  9068.863381  2840.861899   517.019089   517.051178  3913.761805
t2626   5978.004336   32725.71367  1000.937092  17396.571301   383.152194  5.064151   6930.423561  193.502339  9069.304104  2841.004962   516.814545     517.2142  3912.936204
t2627   5978.450661  32727.238114  1000.734074  17399.838055   383.276452  5.065649   6926.680926   193.52424  9069.744638   2841.14799    516.61012   517.377185  3912.110867
t2628    5978.89712  32728.763549  1000.531208  17403.104643   383.400699  5.067146   6922.941617  193.546138  9070.184983  2841.290981   516.405815   517.540132  3911.285795
t2629   5979.343711  32730.289972  1000.328491  17406.371065   383.524934  5.068642   6919.205632  193.568031  9070.625138  2841.433937    516.20163   517.703041  3910.460988
t2630   5979.790434   32731.81738  1000.125926  17409.637317   383.649157  5.070137   6915.472967  193.589919  9071.065103  2841.576857   515.997565   517.865912  3909.636445
t2631   5980.237288   32733.34577    999.92351  17412.903398   383.773368   5.07163   6911.743619  193.611804  9071.504879  2841.719741    515.79362   518.028746  3908.812167
t2632   5980.684274  32734.875139   999.721245  17416.169304   383.897567  5.073122   6908.017583  193.633684  9071.944465  2841.862589   515.589793   518.191542  3907.988153
t2633   5981.131389  32736.405483   999.519129  17419.435034   384.021754  5.074613   6904.294858   193.65556  9072.383861  2842.005401   515.386087     518.3543  3907.164405
t2634   5981.578635    32737.9368   999.317164  17422.700586   384.145929  5.076103   6900.575438  193.677432  9072.823067  2842.148178     515.1825   518.517021  3906.340922
t2635   5982.026009  32739.469086   999.115347  17425.965957   384.270092  5.077591   6896.859321    193.6993  9073.262084  2842.290918   514.979032   518.679703  3905.517703
t2636   5982.473512  32741.002338    998.91368  17429.231145   384.394242  5.079079   6893.146503  193.721163  9073.700911  2842.433622   514.775684   518.842348   3904.69475
t2637   5982.921142  32742.536553   998.712161  17432.496148    384.51838  5.080565   6889.436981  193.743022  9074.139548  2842.576291   514.572455   519.004956  3903.872061
t2638     5983.3689  32744.071728   998.510792  17435.760963   384.642506  5.082049   6885.730751  193.764877  9074.577995  2842.718924   514.369346   519.167525  3903.049638
t2639   5983.816784  32745.607859   998.309571  17439.025589   384.766619  5.083533    6882.02781  193.786728  9075.016251  2842.861521   514.166356   519.330057   3902.22748
t2640   5984.264795  32747.144944   998.108498  17442.290022    384.89072  5.085015   6878.328155  193.808574  9075.454318  2843.004082   513.963485   519.492551  3901.405587
t2641    5984.71293  32748.682979   997.907573  17445.554262   385.014809  5.086496   6874.631781  193.830417  9075.892195  2843.146607   513.760733   519.655007   3900.58396
t2642   5985.161191  32750.221962   997.706797  17448.818304   385.138885  5.087976   6870.938685  193.852255  9076.329882  2843.289096     513.5581   519.817426  3899.762598
t2643   5985.609575  32751.761888   997.506168  17452.082148   385.262948  5.089455   6867.248865  193.874088  9076.767379  2843.431549   513.355587   519.979807  3898.941501
t2644   5986.058083  32753.302755   997.305686  17455.345791   385.386998  5.090932   6863.562316  193.895918  9077.204685  2843.573966   513.153192    520.14215   3898.12067
t2645   5986.506713   32754.84456   997.105352   17458.60923   385.511036  5.092408   6859.879035  193.917743  9077.641801  2843.716348   512.950916   520.304455  3897.300104
t2646   5986.955466  32756.387299   996.905165  17461.872464    385.63506  5.093883   6856.199019  193.939564  9078.078728  2843.858693    512.74876   520.466723  3896.479804
t2647   5987.404341   32757.93097   996.705125   17465.13549   385.759072  5.095357   6852.522265  193.961381  9078.515463  2844.001003   512.546722   520.628953  3895.659769
t2648   5987.853336  32759.475569   996.505232  17468.398306   385.883071  5.096829   6848.848768  193.983193  9078.952009  2844.143277   512.344803   520.791145      3894.84
t2649   5988.302452  32761.021092   996.305485   17471.66091   386.007057    5.0983   6845.178525  194.005001  9079.388364  2844.285515   512.143003     520.9533  3894.020497
t2650   5988.751688  32762.567537   996.105884  17474.923298    386.13103  5.099771   6841.511533  194.026805  9079.824528  2844.427717   511.941321   521.115416  3893.201259
t2651   5989.201042  32764.114901   995.906429   17478.18547   386.254989  5.101239   6837.847789  194.048605  9080.260503  2844.569883   511.739758   521.277496  3892.382287
t2652   5989.650515   32765.66318    995.70712  17481.447423   386.378936  5.102707   6834.187289  194.070401  9080.696287  2844.712013   511.538314   521.439537  3891.563581
t2653   5990.100107  32767.212371   995.507957  17484.709154   386.502869  5.104173   6830.530029  194.092192   9081.13188  2844.854108   511.336989   521.601541  3890.745141
t2654   5990.549815  32768.762471   995.308939  17487.970662   386.626789  5.105638   6826.876007  194.113979  9081.567283  2844.996166   511.135782   521.763506  3889.926967
t2655    5990.99964  32770.313477   995.110066  17491.231943   386.750695  5.107102   6823.225219  194.135761  9082.002495  2845.138189   510.934693   521.925435  3889.109058
t2656   5991.449581  32771.865386   994.911339  17494.492996   386.874589  5.108565   6819.577661   194.15754  9082.437517  2845.280175   510.733723   522.087325  3888.291416
t2657   5991.899637  32773.418193   994.712756  17497.753819   386.998468  5.110027    6815.93333  194.179314  9082.872348  2845.422126   510.532872   522.249178   3887.47404
t2658   5992.349808  32774.971897   994.514317  17501.014409   387.122334  5.111487   6812.292223  194.201084  9083.306988  2845.564041   510.332138   522.410993  3886.656929
t2659   5992.800093  32776.526494   994.316023  17504.274764   387.246187  5.112946   6808.654336   194.22285  9083.741438   2845.70592   510.131523    522.57277  3885.840085
t2660   5993.250492  32778.081981   994.117874  17507.534881   387.370025  5.114404   6805.019666  194.244611  9084.175697  2845.847764   509.931027    522.73451  3885.023507
t2661   5993.701004  32779.638354   993.919868  17510.794759   387.493851   5.11586   6801.388209  194.266368  9084.609766  2845.989571   509.730648   522.896212  3884.207195
t2662   5994.151628   32781.19561   993.722006  17514.054396   387.617662  5.117316   6797.759963  194.288121  9085.043643  2846.131342   509.530388   523.057876   3883.39115
t2663   5994.602363  32782.753747   993.524288  17517.313788   387.741459   5.11877   6794.134923   194.30987   9085.47733  2846.273078   509.330246   523.219503  3882.575371
t2664    5995.05321   32784.31276   993.326712  17520.572933   387.865243  5.120223   6790.513086  194.331614  9085.910826  2846.414778   509.130221   523.381091  3881.759858
t2665   5995.504167  32785.872648    993.12928   17523.83183   387.989012  5.121675   6786.894449  194.353355  9086.344131  2846.556442   508.930315   523.542643  3880.944611
t2666   5995.955234  32787.433405   992.931991  17527.090477   388.112768  5.123126   6783.279009   194.37509  9086.777245   2846.69807   508.730527   523.704156  3880.129631
t2667    5996.40641   32788.99503   992.734845   17530.34887    388.23651  5.124575   6779.666762  194.396822  9087.210169  2846.839662   508.530857   523.865632  3879.314917
t2668   5996.857694  32790.557519   992.537841  17533.607007   388.360237  5.126023   6776.057704  194.418549  9087.642901  2846.981218   508.331304    524.02707  3878.500469
t2669   5997.309086  32792.120869    992.34098  17536.864887    388.48395   5.12747   6772.451833  194.440273  9088.075443  2847.122738    508.13187    524.18847  3877.686289
t2670   5997.760586  32793.685077   992.144261  17540.122507   388.607649  5.128916   6768.849145  194.461991  9088.507793  2847.264223   507.932553   524.349833  3876.872374
t2671   5998.212192  32795.250138   991.947683  17543.379864   388.731334   5.13036   6765.249637  194.483706  9088.939953  2847.405672   507.733354   524.511157  3876.058727
t2672   5998.663904  32796.816052   991.751248  17546.636958   388.855005  5.131804   6761.653305  194.505416  9089.371921  2847.547085   507.534273   524.672445  3875.245345
t2673   5999.115722  32798.382813   991.554954  17549.893784   388.978661  5.133246   6758.060146  194.527122  9089.803699  2847.688462   507.335309   524.833694  3874.432231
t2674   5999.567644  32799.950418   991.358801  17553.150341   389.102302  5.134687   6754.470156  194.548824  9090.235285  2847.829803   507.136463   524.994906  3873.619383
t2675    6000.01967  32801.518865   991.162789  17556.406627   389.225929  5.136127   6750.883333  194.570521  9090.666681  2847.971108   506.937734    525.15608  3872.806802
t2676     6000.4718  32803.088151   990.966918   17559.66264   389.349542  5.137565   6747.299673  194.592215  9091.097885  2848.112377   506.739123   525.317217  3871.994488
t2677   6000.924033  32804.658272   990.771188  17562.918376   389.473139  5.139003   6743.719172  194.613904  9091.528898  2848.253611   506.540629   525.478315   3871.18244
t2678   6001.376368  32806.229224   990.575599  17566.173835   389.596723  5.140439   6740.141827  194.635588   9091.95972  2848.394809   506.342253   525.639377  3870.370659
t2679   6001.828805  32807.801005   990.380149  17569.429013   389.720291  5.141874   6736.567635  194.657269   9092.39035   2848.53597   506.143994     525.8004  3869.559145
t2680   6002.281343  32809.373611    990.18484  17572.683909   389.843845  5.143307   6732.996593  194.678945   9092.82079  2848.677097   505.945852   525.961386  3868.747898
t2681   6002.733981   32810.94704   989.989671  17575.938519   389.967383   5.14474   6729.428697  194.700617  9093.251038  2848.818187   505.747827   526.122334  3867.936918
t2682   6003.186718  32812.521287   989.794641  17579.192843   390.090907  5.146171   6725.863944  194.722284  9093.681095  2848.959241    505.54992   526.283244  3867.126205
t2683   6003.639555   32814.09635   989.599751  17582.446877   390.214416  5.147602    6722.30233  194.743948  9094.110961  2849.100259    505.35213   526.444117  3866.315759
t2684   6004.092491  32815.672226      989.405  17585.700619    390.33791  5.149031   6718.743852  194.765607  9094.540635  2849.241242   505.154457   526.604952  3865.505579
t2685   6004.545524   32817.24891   989.210389  17588.954068   390.461389  5.150458   6715.188507  194.787261  9094.970118  2849.382189     504.9569   526.765749  3864.695667
t2686   6004.998654  32818.826401   989.015916   17592.20722   390.584853  5.151885   6711.636292  194.808912   9095.39941    2849.5231   504.759461   526.926509  3863.886022
t2687   6005.451881  32820.404695   988.821582  17595.460074   390.708301   5.15331   6708.087203  194.830558  9095.828511  2849.663975   504.562139   527.087231  3863.076644
t2688   6005.905204  32821.983787   988.627386  17598.712628   390.831735  5.154735   6704.541237    194.8522   9096.25742  2849.804814   504.364934   527.247915  3862.267533
t2689   6006.358623  32823.563677   988.433329  17601.964878   390.955153  5.156158   6700.998391  194.873838  9096.686137  2849.945618   504.167845   527.408562  3861.458689
t2690   6006.812136  32825.144359   988.239409  17605.216823   391.078556  5.157579   6697.458661  194.895471  9097.114664  2850.086385   503.970874   527.569171  3860.650112
t2691   6007.265743  32826.725831   988.045628   17608.46846   391.201943     5.159   6693.922043    194.9171  9097.542999  2850.227117   503.774019   527.729742  3859.841803
t2692   6007.719443   32828.30809   987.851984  17611.719788   391.325315  5.160419   6690.388536  194.938725  9097.971142  2850.367813    503.57728   527.890276  3859.033761
t2693   6008.173237  32829.891132   987.658478  17614.970804   391.448671  5.161838   6686.858135  194.960345  9098.399094  2850.508473   503.380659   528.050771  3858.225986
t2694   6008.627122  32831.474954   987.465109  17618.221505   391.572012  5.163255   6683.330837  194.981961  9098.826855  2850.649098   503.184154    528.21123  3857.418478
t2695   6009.081099  32833.059552   987.271878   17621.47189   391.695337  5.164671   6679.806639  195.003573  9099.254424  2850.789686   502.987765    528.37165  3856.611238
t2696   6009.535167  32834.644925   987.078783  17624.721957   391.818647  5.166085   6676.285537  195.025181  9099.681801  2850.930239   502.791493   528.532033  3855.804264
t2697   6009.989326  32836.231068   986.885825  17627.971702   391.941941  5.167499   6672.767529  195.046784  9100.108987  2851.070756   502.595337   528.692379  3854.997559
t2698   6010.443574  32837.817978   986.693003  17631.221124   392.065219  5.168911   6669.252611  195.068384  9100.535982  2851.211237   502.399298   528.852686   3854.19112
t2699   6010.897911  32839.405652   986.500318   17634.47022   392.188481  5.170322   6665.740779  195.089978  9100.962785  2851.351682   502.203375   529.012956  3853.384949
t2700   6011.352337  32840.994086   986.307769  17637.718989   392.311728  5.171732   6662.232031  195.111569  9101.389396  2851.492092   502.007569   529.173189  3852.579046
t2701    6011.80685  32842.583278   986.115355  17640.967427   392.434959  5.173141   6658.726363  195.133155  9101.815816  2851.632465   501.811878   529.333384   3851.77341
t2702    6012.26145  32844.173224   985.923078  17644.215533   392.558173  5.174549   6655.223771  195.154737  9102.242044  2851.772803   501.616304   529.493541  3850.968041
t2703   6012.716137  32845.763921   985.730936  17647.463305   392.681372  5.175955   6651.724254  195.176315  9102.668081  2851.913105   501.420846    529.65366   3850.16294
t2704    6013.17091  32847.355366   985.538929   17650.71074   392.804554  5.177361   6648.227806  195.197888  9103.093926  2852.053371   501.225504   529.813742  3849.358106
t2705   6013.625768  32848.947555   985.347058  17653.957836   392.927721  5.178765   6644.734426  195.219457   9103.51958  2852.193602   501.030278   529.973786   3848.55354
t2706   6014.080711  32850.540485   985.155321   17657.20459   393.050871  5.180167    6641.24411  195.241022  9103.945041  2852.333796   500.835168   530.133792  3847.749241
t2707   6014.535738  32852.134154   984.963719  17660.451001   393.174005  5.181569   6637.756854  195.262582  9104.370312  2852.473955   500.640174   530.293761   3846.94521
t2708   6014.990848  32853.728557   984.772252  17663.697066   393.297122   5.18297   6634.272655  195.284138   9104.79539  2852.614078   500.445296   530.453692  3846.141447
t2709   6015.446042  32855.323691   984.580919  17666.942784   393.420224  5.184369   6630.791511   195.30569  9105.220277  2852.754165   500.250534   530.613586  3845.337951
t2710   6015.901317  32856.919554    984.38972   17670.18815   393.543309  5.185767   6627.313417  195.327238  9105.644972  2852.894217   500.055887   530.773442  3844.534723
t2711   6016.356673  32858.516142   984.198655  17673.433165   393.666377  5.187164   6623.838371  195.348781  9106.069476  2853.034232   499.861356    530.93326  3843.731762
t2712   6016.812111  32860.113452   984.007724  17676.677824   393.789429   5.18856    6620.36637   195.37032  9106.493788  2853.174212   499.666941   531.093041  3842.929069
t2713   6017.267629   32861.71148   983.816927  17679.922127   393.912465  5.189955   6616.897409  195.391855  9106.917908  2853.314156   499.472642   531.252784  3842.126644
t2714   6017.723226  32863.310223   983.626263   17683.16607   394.035484  5.191348   6613.431486  195.413385  9107.341836  2853.454064   499.278458   531.412489  3841.324487
t2715   6018.178903  32864.909679   983.435732  17686.409652   394.158486  5.192741   6609.968598  195.434911  9107.765573  2853.593937   499.084389   531.572157  3840.522597
t2716   6018.634657  32866.509843   983.245334   17689.65287   394.281472  5.194132   6606.508742  195.456433  9108.189118  2853.733774   498.890437   531.731787  3839.720975
t2717    6019.09049  32868.110713   983.055069  17692.895722    394.40444  5.195522   6603.051913  195.477951  9108.612471  2853.873575   498.696599    531.89138  3838.919621
t2718     6019.5464  32869.712285   982.864937  17696.138205   394.527393  5.196911    6599.59811  195.499464  9109.035633   2854.01334   498.502877   532.050935  3838.118534
t2719   6020.002386  32871.314556   982.674937  17699.380319   394.650328  5.198298   6596.147328  195.520973  9109.458603  2854.153069    498.30927   532.210452  3837.317715
t2720   6020.458448  32872.917523   982.485069  17702.622059   394.773246  5.199685   6592.699565  195.542478  9109.881381  2854.292763   498.115779   532.369931  3836.517164
t2721   6020.914585  32874.521183   982.295333  17705.863425   394.896147   5.20107   6589.254818  195.563978  9110.303967  2854.432421   497.922402   532.529373  3835.716881
t2722   6021.370797  32876.125532    982.10573  17709.104413   395.019032  5.202454   6585.813082  195.585474  9110.726362  2854.572043   497.729141   532.688778  3834.916866
t2723   6021.827082  32877.730567   981.916257  17712.345022   395.141899  5.203837   6582.374356  195.606966  9111.148565  2854.711629   497.535995   532.848145  3834.117119
t2724   6022.283442  32879.336286   981.726917   17715.58525    395.26475  5.205219   6578.938635  195.628453  9111.570576   2854.85118   497.342964   533.007474  3833.317639
t2725   6022.739873  32880.942684   981.537707  17718.825093   395.387583    5.2066   6575.505916  195.649936  9111.992395  2854.990694   497.150048   533.166765  3832.518427
t2726   6023.196377  32882.549758   981.348629  17722.064551   395.510399  5.207979   6572.076198  195.671415  9112.414022  2855.130173   496.957247   533.326019  3831.719483
t2727   6023.652953  32884.157505   981.159681   17725.30362   395.633197  5.209358   6568.649475  195.692889  9112.835458  2855.269617   496.764561   533.485236  3830.920807
t2728   6024.109599  32885.765923   980.970865  17728.542298   395.755979  5.210735   6565.225745   195.71436  9113.256702  2855.409024    496.57199   533.644414  3830.122399
t2729   6024.566316  32887.375007   980.782179  17731.780584   395.878743  5.212111   6561.805005  195.735825  9113.677754  2855.548396   496.379534   533.803556  3829.324259
t2730   6025.023102  32888.984755   980.593623  17735.018474   396.001489  5.213486   6558.387252  195.757287  9114.098614  2855.687732   496.187192   533.962659  3828.526387
t2731   6025.479957  32890.595163   980.405197  17738.255968   396.124219   5.21486   6554.972482  195.778744  9114.519283  2855.827032   495.994965   534.121725  3827.728783
t2732    6025.93688  32892.206228   980.216901  17741.493062    396.24693  5.216232   6551.560693  195.800197  9114.939759  2855.966297   495.802853   534.280753  3826.931447
t2733   6026.393871  32893.817947   980.028735  17744.729754   396.369625  5.217604    6548.15188  195.821646  9115.360044  2856.105526   495.610855   534.439744  3826.134378
t2734   6026.850929  32895.430317   979.840699  17747.966042   396.492301  5.218974   6544.746042   195.84309  9115.780137  2856.244719   495.418972   534.598697  3825.337578
t2735   6027.308054  32897.043334   979.652792  17751.201924    396.61496  5.220343   6541.343174   195.86453  9116.200039  2856.383876   495.227203   534.757613  3824.541046
t2736   6027.765244  32898.656995   979.465014  17754.437398   396.737602  5.221711   6537.943274  195.885966  9116.619748  2856.522998   495.035549   534.916491  3823.744781
t2737     6028.2225  32900.271297   979.277365  17757.672461   396.860225  5.223078   6534.546338  195.907397  9117.039266  2856.662084   494.844009   535.075331  3822.948785
t2738    6028.67982  32901.886236   979.089845  17760.907111   396.982831  5.224443   6531.152364  195.928824  9117.458592  2856.801134   494.652584   535.234134  3822.153057
t2739   6029.137205   32903.50181   978.902454  17764.141347   397.105419  5.225808   6527.761348  195.950247  9117.877726  2856.940148   494.461273   535.392899  3821.357596
t2740   6029.594652  32905.118016   978.715191  17767.375165   397.227989  5.227171   6524.373287  195.971666  9118.296668  2857.079127   494.270076   535.551627  3820.562404
t2741   6030.052163  32906.734849   978.528056  17770.608564   397.350541  5.228533   6520.988177   195.99308  9118.715418   2857.21807   494.078993   535.710317   3819.76748
t2742   6030.509735  32908.352307    978.34105  17773.841541   397.473076  5.229894   6517.606017   196.01449  9119.133977  2857.356977   493.888025   535.868969  3818.972824
t2743   6030.967369  32909.970387   978.154171  17777.074094   397.595592  5.231254   6514.226802  196.035895  9119.552344  2857.495849    493.69717   536.027584  3818.178435
