          H_grow  Han_grow        A_grow   decay_H   decay_A   Ammonia  hydro_org   hydro_N
t            NaN       NaN           NaN       NaN       NaN       NaN        NaN       NaN
t3209   0.000021  0.000269  4.558281e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3210   0.000021  0.000269  4.558538e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3211   0.000021  0.000269  4.558795e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3212   0.000021  0.000269  4.559051e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3213   0.000021  0.000269  4.559308e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3214   0.000021  0.000269  4.559565e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3215   0.000021  0.000269  4.559821e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3216   0.000021  0.000269  4.560078e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3217   0.000021  0.000269  4.560334e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3218   0.000021  0.000269  4.560591e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3219   0.000021  0.000269  4.560847e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3220   0.000021  0.000269  4.561104e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3221   0.000021  0.000269  4.561360e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3222   0.000021  0.000269  4.561616e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3223   0.000021  0.000269  4.561872e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3224   0.000021  0.000269  4.562128e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3225   0.000021  0.000269  4.562384e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3226   0.000021  0.000269  4.562640e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3227   0.000021  0.000269  4.562896e-07  0.000705  0.000004  0.000086   0.000448  0.000053
t3228   0.000021  0.000269  4.563152e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3229   0.000021  0.000269  4.563408e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3230   0.000021  0.000269  4.563664e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3231   0.000021  0.000269  4.563920e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3232   0.000021  0.000269  4.564175e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3233   0.000021  0.000269  4.564431e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3234   0.000021  0.000269  4.564686e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3235   0.000021  0.000269  4.564942e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3236   0.000021  0.000269  4.565197e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3237   0.000021  0.000269  4.565452e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3238   0.000021  0.000269  4.565708e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3239   0.000021  0.000269  4.565963e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3240   0.000021  0.000269  4.566218e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3241   0.000021  0.000269  4.566473e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3242   0.000021  0.000269  4.566728e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3243   0.000021  0.000269  4.566983e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3244   0.000021  0.000269  4.567238e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3245   0.000021  0.000269  4.567493e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3246   0.000021  0.000269  4.567748e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3247   0.000021  0.000269  4.568003e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3248   0.000021  0.000269  4.568257e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3249   0.000021  0.000269  4.568512e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3250   0.000021  0.000269  4.568767e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3251   0.000021  0.000269  4.569021e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3252   0.000021  0.000269  4.569276e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3253   0.000021  0.000269  4.569530e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3254   0.000021  0.000269  4.569785e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3255   0.000021  0.000269  4.570039e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3256   0.000021  0.000269  4.570293e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3257   0.000021  0.000269  4.570547e-07  0.000706  0.000004  0.000086   0.000449  0.000053
t3258   0.000021  0.000269  4.570801e-07  0.000706  0.000004  0.000086   0.000449  0.000052
t3259   0.000021  0.000269  4.571056e-07  0.000706  0.000004  0.000086   0.000449  0.000052
t3260   0.000021  0.000269  4.571310e-07  0.000706  0.000004  0.000086   0.000449  0.000052
t3261   0.000021  0.000269  4.571564e-07  0.000706  0.000004  0.000086   0.000449  0.000052
t3262   0.000021  0.000269  4.571817e-07  0.000706  0.000004  0.000086   0.000449  0.000052
t3263   0.000021  0.000269  4.572071e-07  0.000706  0.000004  0.000086   0.000449  0.000052
t3264   0.000021  0.000269  4.572325e-07  0.000706  0.000004  0.000086   0.000449  0.000052
t3265   0.000021  0.000269  4.572579e-07  0.000706  0.000004  0.000086   0.000449  0.000052
t3266   0.000021  0.000269  4.572833e-07  0.000706  0.000004  0.000086   0.000449  0.000052
t3267   0.000021  0.000270  4.573086e-07  0.000706  0.000004  0.000086   0.000450  0.000052
t3268   0.000021  0.000270  4.573340e-07  0.000706  0.000004  0.000086   0.000450  0.000052
t3269   0.000021  0.000270  4.573593e-07  0.000706  0.000004  0.000086   0.000450  0.000052
t3270   0.000021  0.000270  4.573847e-07  0.000706  0.000004  0.000086   0.000450  0.000052
t3271   0.000021  0.000270  4.574100e-07  0.000706  0.000004  0.000086   0.000450  0.000052
t3272   0.000021  0.000270  4.574354e-07  0.000706  0.000004  0.000086   0.000450  0.000052
t3273   0.000021  0.000270  4.574607e-07  0.000706  0.000004  0.000086   0.000450  0.000052
t3274   0.000021  0.000270  4.574860e-07  0.000706  0.000004  0.000086   0.000450  0.000052
t3275   0.000021  0.000270  4.575113e-07  0.000706  0.000004  0.000086   0.000450  0.000052
t3276   0.000021  0.000270  4.575366e-07  0.000706  0.000004  0.000086   0.000450  0.000052
t3277   0.000021  0.000270  4.575619e-07  0.000706  0.000004  0.000086   0.000450  0.000052
t3278   0.000021  0.000270  4.575872e-07  0.000706  0.000004  0.000086   0.000450  0.000052
t3279   0.000021  0.000270  4.576125e-07  0.000706  0.000004  0.000086   0.000450  0.000052
t3280   0.000021  0.000270  4.576378e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3281   0.000021  0.000270  4.576631e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3282   0.000021  0.000270  4.576884e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3283   0.000021  0.000270  4.577137e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3284   0.000021  0.000270  4.577389e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3285   0.000021  0.000270  4.577642e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3286   0.000021  0.000270  4.577894e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3287   0.000021  0.000270  4.578147e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3288   0.000021  0.000270  4.578399e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3289   0.000021  0.000270  4.578652e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3290   0.000021  0.000270  4.578904e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3291   0.000021  0.000270  4.579156e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3292   0.000021  0.000270  4.579409e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3293   0.000021  0.000270  4.579661e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3294   0.000021  0.000270  4.579913e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3295   0.000021  0.000270  4.580165e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3296   0.000021  0.000270  4.580417e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3297   0.000021  0.000270  4.580669e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3298   0.000021  0.000270  4.580921e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3299   0.000021  0.000270  4.581173e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3300   0.000021  0.000270  4.581424e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3301   0.000021  0.000270  4.581676e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3302   0.000021  0.000270  4.581928e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3303   0.000021  0.000270  4.582179e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3304   0.000021  0.000270  4.582431e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3305   0.000021  0.000270  4.582682e-07  0.000707  0.000004  0.000086   0.000450  0.000052
t3306   0.000021  0.000270  4.582934e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3307   0.000021  0.000270  4.583185e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3308   0.000021  0.000270  4.583436e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3309   0.000021  0.000270  4.583688e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3310   0.000021  0.000270  4.583939e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3311   0.000021  0.000270  4.584190e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3312   0.000021  0.000270  4.584441e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3313   0.000021  0.000270  4.584692e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3314   0.000021  0.000270  4.584943e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3315   0.000021  0.000270  4.585194e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3316   0.000021  0.000270  4.585445e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3317   0.000021  0.000270  4.585696e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3318   0.000021  0.000270  4.585947e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3319   0.000021  0.000270  4.586197e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3320   0.000021  0.000270  4.586448e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3321   0.000021  0.000270  4.586699e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3322   0.000021  0.000270  4.586949e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3323   0.000021  0.000270  4.587200e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3324   0.000021  0.000270  4.587450e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3325   0.000021  0.000270  4.587700e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3326   0.000021  0.000270  4.587951e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3327   0.000021  0.000270  4.588201e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3328   0.000021  0.000270  4.588451e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3329   0.000021  0.000270  4.588701e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3330   0.000021  0.000270  4.588952e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3331   0.000021  0.000270  4.589202e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3332   0.000021  0.000270  4.589452e-07  0.000707  0.000004  0.000086   0.000451  0.000052
t3333   0.000021  0.000270  4.589702e-07  0.000708  0.000004  0.000086   0.000451  0.000052
t3334   0.000021  0.000270  4.589951e-07  0.000708  0.000004  0.000086   0.000451  0.000052
t3335   0.000021  0.000270  4.590201e-07  0.000708  0.000004  0.000086   0.000451  0.000052
t3336   0.000021  0.000270  4.590451e-07  0.000708  0.000004  0.000086   0.000451  0.000052
t3337   0.000021  0.000270  4.590701e-07  0.000708  0.000004  0.000086   0.000451  0.000052
t3338   0.000021  0.000270  4.590950e-07  0.000708  0.000004  0.000086   0.000451  0.000052
t3339   0.000021  0.000271  4.591200e-07  0.000708  0.000004  0.000086   0.000451  0.000052
t3340   0.000021  0.000271  4.591450e-07  0.000708  0.000004  0.000086   0.000451  0.000052
t3341   0.000021  0.000271  4.591699e-07  0.000708  0.000004  0.000086   0.000451  0.000052
t3342   0.000021  0.000271  4.591949e-07  0.000708  0.000004  0.000086   0.000451  0.000052
t3343   0.000021  0.000271  4.592198e-07  0.000708  0.000004  0.000086   0.000451  0.000052
t3344   0.000021  0.000271  4.592447e-07  0.000708  0.000004  0.000086   0.000451  0.000052
t3345   0.000021  0.000271  4.592697e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3346   0.000021  0.000271  4.592946e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3347   0.000021  0.000271  4.593195e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3348   0.000021  0.000271  4.593444e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3349   0.000021  0.000271  4.593693e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3350   0.000021  0.000271  4.593942e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3351   0.000021  0.000271  4.594191e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3352   0.000021  0.000271  4.594440e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3353   0.000021  0.000271  4.594689e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3354   0.000021  0.000271  4.594938e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3355   0.000021  0.000271  4.595186e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3356   0.000021  0.000271  4.595435e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3357   0.000021  0.000271  4.595684e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3358   0.000021  0.000271  4.595932e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3359   0.000021  0.000271  4.596181e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3360   0.000021  0.000271  4.596429e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3361   0.000021  0.000271  4.596678e-07  0.000708  0.000004  0.000086   0.000452  0.000052
t3362   0.000021  0.000271  4.596926e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3363   0.000021  0.000271  4.597174e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3364   0.000021  0.000271  4.597423e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3365   0.000021  0.000271  4.597671e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3366   0.000021  0.000271  4.597919e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3367   0.000021  0.000271  4.598167e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3368   0.000021  0.000271  4.598415e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3369   0.000021  0.000271  4.598663e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3370   0.000021  0.000271  4.598911e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3371   0.000021  0.000271  4.599159e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3372   0.000021  0.000271  4.599407e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3373   0.000021  0.000271  4.599654e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3374   0.000021  0.000271  4.599902e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3375   0.000021  0.000271  4.600150e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3376   0.000021  0.000271  4.600397e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3377   0.000021  0.000271  4.600645e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3378   0.000021  0.000271  4.600892e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3379   0.000021  0.000271  4.601140e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3380   0.000021  0.000271  4.601387e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3381   0.000021  0.000271  4.601635e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3382   0.000021  0.000271  4.601882e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3383   0.000021  0.000271  4.602129e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3384   0.000021  0.000271  4.602376e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3385   0.000021  0.000271  4.602623e-07  0.000708  0.000004  0.000085   0.000452  0.000052
t3386   0.000021  0.000271  4.602870e-07  0.000708  0.000004  0.000085   0.000453  0.000052
t3387   0.000021  0.000271  4.603117e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3388   0.000021  0.000271  4.603364e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3389   0.000021  0.000271  4.603611e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3390   0.000021  0.000271  4.603858e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3391   0.000021  0.000271  4.604105e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3392   0.000021  0.000271  4.604352e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3393   0.000021  0.000271  4.604598e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3394   0.000021  0.000271  4.604845e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3395   0.000021  0.000271  4.605092e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3396   0.000021  0.000271  4.605338e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3397   0.000021  0.000271  4.605584e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3398   0.000021  0.000271  4.605831e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3399   0.000021  0.000271  4.606077e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3400   0.000021  0.000271  4.606324e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3401   0.000021  0.000271  4.606570e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3402   0.000021  0.000271  4.606816e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3403   0.000021  0.000271  4.607062e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3404   0.000021  0.000271  4.607308e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3405   0.000021  0.000271  4.607554e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3406   0.000021  0.000271  4.607800e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3407   0.000021  0.000271  4.608046e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3408   0.000021  0.000271  4.608292e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3409   0.000021  0.000271  4.608538e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3410   0.000021  0.000271  4.608784e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3411   0.000021  0.000271  4.609029e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3412   0.000021  0.000271  4.609275e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3413   0.000021  0.000271  4.609521e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3414   0.000021  0.000272  4.609766e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3415   0.000021  0.000272  4.610012e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3416   0.000021  0.000272  4.610257e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3417   0.000021  0.000272  4.610503e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3418   0.000021  0.000272  4.610748e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3419   0.000021  0.000272  4.610993e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3420   0.000021  0.000272  4.611239e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3421   0.000021  0.000272  4.611484e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3422   0.000021  0.000272  4.611729e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3423   0.000021  0.000272  4.611974e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3424   0.000021  0.000272  4.612219e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3425   0.000021  0.000272  4.612464e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3426   0.000021  0.000272  4.612709e-07  0.000709  0.000004  0.000085   0.000453  0.000052
t3427   0.000021  0.000272  4.612954e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3428   0.000021  0.000272  4.613199e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3429   0.000021  0.000272  4.613443e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3430   0.000021  0.000272  4.613688e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3431   0.000021  0.000272  4.613933e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3432   0.000021  0.000272  4.614177e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3433   0.000021  0.000272  4.614422e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3434   0.000021  0.000272  4.614666e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3435   0.000021  0.000272  4.614911e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3436   0.000021  0.000272  4.615155e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3437   0.000021  0.000272  4.615400e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3438   0.000021  0.000272  4.615644e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3439   0.000021  0.000272  4.615888e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3440   0.000021  0.000272  4.616132e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3441   0.000021  0.000272  4.616376e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3442   0.000021  0.000272  4.616621e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3443   0.000021  0.000272  4.616865e-07  0.000709  0.000004  0.000085   0.000454  0.000052
t3444   0.000021  0.000272  4.617109e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3445   0.000021  0.000272  4.617352e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3446   0.000021  0.000272  4.617596e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3447   0.000021  0.000272  4.617840e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3448   0.000021  0.000272  4.618084e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3449   0.000021  0.000272  4.618328e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3450   0.000021  0.000272  4.618571e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3451   0.000021  0.000272  4.618815e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3452   0.000021  0.000272  4.619058e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3453   0.000021  0.000272  4.619302e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3454   0.000021  0.000272  4.619545e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3455   0.000021  0.000272  4.619789e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3456   0.000021  0.000272  4.620032e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3457   0.000021  0.000272  4.620275e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3458   0.000021  0.000272  4.620519e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3459   0.000021  0.000272  4.620762e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3460   0.000021  0.000272  4.621005e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3461   0.000021  0.000272  4.621248e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3462   0.000021  0.000272  4.621491e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3463   0.000021  0.000272  4.621734e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3464   0.000021  0.000272  4.621977e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3465   0.000021  0.000272  4.622220e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3466   0.000021  0.000272  4.622463e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3467   0.000021  0.000272  4.622706e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3468   0.000021  0.000272  4.622948e-07  0.000710  0.000004  0.000085   0.000454  0.000052
t3469   0.000021  0.000272  4.623191e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3470   0.000021  0.000272  4.623434e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3471   0.000021  0.000272  4.623676e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3472   0.000021  0.000272  4.623919e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3473   0.000021  0.000272  4.624161e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3474   0.000021  0.000272  4.624403e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3475   0.000021  0.000272  4.624646e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3476   0.000021  0.000272  4.624888e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3477   0.000021  0.000272  4.625130e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3478   0.000021  0.000272  4.625373e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3479   0.000021  0.000272  4.625615e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3480   0.000021  0.000272  4.625857e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3481   0.000021  0.000272  4.626099e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3482   0.000021  0.000272  4.626341e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3483   0.000021  0.000272  4.626583e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3484   0.000021  0.000272  4.626825e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3485   0.000021  0.000272  4.627067e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3486   0.000021  0.000272  4.627308e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3487   0.000021  0.000272  4.627550e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3488   0.000021  0.000272  4.627792e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3489   0.000021  0.000272  4.628033e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3490   0.000021  0.000273  4.628275e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3491   0.000021  0.000273  4.628516e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3492   0.000021  0.000273  4.628758e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3493   0.000021  0.000273  4.628999e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3494   0.000021  0.000273  4.629241e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3495   0.000021  0.000273  4.629482e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3496   0.000021  0.000273  4.629723e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3497   0.000021  0.000273  4.629964e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3498   0.000021  0.000273  4.630206e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3499   0.000021  0.000273  4.630447e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3500   0.000021  0.000273  4.630688e-07  0.000710  0.000004  0.000085   0.000455  0.000052
t3501   0.000021  0.000273  4.630929e-07  0.000710  0.000004  0.000085   0.000455  0.000051
t3502   0.000021  0.000273  4.631170e-07  0.000710  0.000004  0.000085   0.000455  0.000051
t3503   0.000021  0.000273  4.631411e-07  0.000711  0.000004  0.000085   0.000455  0.000051
t3504   0.000021  0.000273  4.631652e-07  0.000711  0.000004  0.000085   0.000455  0.000051
