          H_grow  Han_grow    A_grow   decay_H   decay_A   Ammonia  hydro_org   hydro_N
t            NaN       NaN       NaN       NaN       NaN       NaN        NaN       NaN
t563    0.001630  0.000147  0.000019  0.000801  0.000004  0.000540   0.002106  0.000435
t564    0.001631  0.000147  0.000019  0.000801  0.000004  0.000540   0.002106  0.000435
t565    0.001631  0.000147  0.000019  0.000802  0.000004  0.000540   0.002107  0.000435
t566    0.001631  0.000147  0.000019  0.000802  0.000004  0.000540   0.002107  0.000435
t567    0.001631  0.000147  0.000019  0.000802  0.000004  0.000540   0.002107  0.000435
t568    0.001631  0.000147  0.000019  0.000802  0.000004  0.000540   0.002108  0.000435
t569    0.001631  0.000147  0.000019  0.000802  0.000004  0.000540   0.002108  0.000435
t570    0.001631  0.000147  0.000019  0.000802  0.000004  0.000540   0.002108  0.000435
t571    0.001631  0.000147  0.000019  0.000802  0.000004  0.000539   0.002108  0.000435
t572    0.001631  0.000147  0.000019  0.000803  0.000004  0.000539   0.002109  0.000435
t573    0.001632  0.000147  0.000019  0.000803  0.000004  0.000539   0.002109  0.000435
t574    0.001632  0.000147  0.000019  0.000803  0.000004  0.000539   0.002109  0.000435
t575    0.001632  0.000147  0.000019  0.000803  0.000004  0.000539   0.002110  0.000435
t576    0.001632  0.000148  0.000019  0.000803  0.000004  0.000539   0.002110  0.000434
t577    0.001632  0.000148  0.000019  0.000803  0.000004  0.000539   0.002110  0.000434
t578    0.001632  0.000148  0.000019  0.000803  0.000004  0.000539   0.002111  0.000434
t579    0.001632  0.000148  0.000019  0.000803  0.000004  0.000539   0.002111  0.000434
t580    0.001632  0.000148  0.000019  0.000804  0.000004  0.000539   0.002111  0.000434
t581    0.001632  0.000148  0.000019  0.000804  0.000004  0.000539   0.002111  0.000434
t582    0.001633  0.000148  0.000019  0.000804  0.000004  0.000539   0.002112  0.000434
t583    0.001633  0.000148  0.000019  0.000804  0.000004  0.000538   0.002112  0.000434
t584    0.001633  0.000148  0.000019  0.000804  0.000004  0.000538   0.002112  0.000434
t585    0.001633  0.000148  0.000019  0.000804  0.000004  0.000538   0.002113  0.000434
t586    0.001633  0.000148  0.000019  0.000804  0.000004  0.000538   0.002113  0.000434
t587    0.001633  0.000148  0.000019  0.000805  0.000004  0.000538   0.002113  0.000434
t588    0.001633  0.000148  0.000019  0.000805  0.000004  0.000538   0.002113  0.000434
t589    0.001633  0.000148  0.000019  0.000805  0.000004  0.000538   0.002114  0.000434
t590    0.001634  0.000148  0.000019  0.000805  0.000004  0.000538   0.002114  0.000434
t591    0.001634  0.000148  0.000019  0.000805  0.000004  0.000538   0.002114  0.000434
t592    0.001634  0.000148  0.000019  0.000805  0.000004  0.000538   0.002115  0.000434
t593    0.001634  0.000148  0.000019  0.000805  0.000004  0.000538   0.002115  0.000434
t594    0.001634  0.000148  0.000019  0.000806  0.000004  0.000538   0.002115  0.000434
t595    0.001634  0.000148  0.000019  0.000806  0.000004  0.000538   0.002115  0.000434
t596    0.001634  0.000148  0.000019  0.000806  0.000004  0.000537   0.002116  0.000434
t597    0.001635  0.000148  0.000019  0.000806  0.000004  0.000537   0.002116  0.000434
t598    0.001635  0.000148  0.000019  0.000806  0.000004  0.000537   0.002116  0.000434
t599    0.001635  0.000148  0.000019  0.000806  0.000004  0.000537   0.002117  0.000434
t600    0.001635  0.000148  0.000019  0.000806  0.000004  0.000537   0.002117  0.000433
t601    0.001635  0.000148  0.000019  0.000807  0.000004  0.000537   0.002117  0.000433
t602    0.001635  0.000148  0.000019  0.000807  0.000004  0.000537   0.002117  0.000433
t603    0.001635  0.000148  0.000019  0.000807  0.000004  0.000537   0.002118  0.000433
t604    0.001635  0.000148  0.000019  0.000807  0.000004  0.000537   0.002118  0.000433
t605    0.001636  0.000148  0.000019  0.000807  0.000004  0.000537   0.002118  0.000433
t606    0.001636  0.000148  0.000019  0.000807  0.000004  0.000537   0.002119  0.000433
t607    0.001636  0.000148  0.000019  0.000807  0.000004  0.000537   0.002119  0.000433
t608    0.001636  0.000148  0.000019  0.000807  0.000004  0.000537   0.002119  0.000433
t609    0.001636  0.000148  0.000019  0.000808  0.000004  0.000536   0.002119  0.000433
t610    0.001636  0.000148  0.000019  0.000808  0.000004  0.000536   0.002120  0.000433
t611    0.001637  0.000148  0.000019  0.000808  0.000004  0.000536   0.002120  0.000433
t612    0.001637  0.000148  0.000019  0.000808  0.000004  0.000536   0.002120  0.000433
t613    0.001637  0.000148  0.000019  0.000808  0.000004  0.000536   0.002121  0.000433
t614    0.001637  0.000148  0.000019  0.000808  0.000004  0.000536   0.002121  0.000433
t615    0.001637  0.000148  0.000019  0.000808  0.000004  0.000536   0.002121  0.000433
t616    0.001637  0.000148  0.000019  0.000808  0.000004  0.000536   0.002121  0.000433
t617    0.001637  0.000148  0.000019  0.000809  0.000004  0.000536   0.002122  0.000433
t618    0.001638  0.000148  0.000019  0.000809  0.000004  0.000536   0.002122  0.000433
t619    0.001638  0.000148  0.000019  0.000809  0.000004  0.000536   0.002122  0.000433
t620    0.001638  0.000148  0.000019  0.000809  0.000004  0.000536   0.002122  0.000433
t621    0.001638  0.000148  0.000019  0.000809  0.000004  0.000536   0.002123  0.000433
t622    0.001638  0.000148  0.000019  0.000809  0.000004  0.000536   0.002123  0.000433
t623    0.001638  0.000148  0.000019  0.000809  0.000004  0.000536   0.002123  0.000433
t624    0.001639  0.000148  0.000019  0.000810  0.000004  0.000535   0.002124  0.000432
t625    0.001639  0.000148  0.000019  0.000810  0.000004  0.000535   0.002124  0.000432
t626    0.001639  0.000148  0.000019  0.000810  0.000004  0.000535   0.002124  0.000432
t627    0.001639  0.000148  0.000019  0.000810  0.000004  0.000535   0.002124  0.000432
t628    0.001639  0.000148  0.000019  0.000810  0.000004  0.000535   0.002125  0.000432
t629    0.001639  0.000148  0.000019  0.000810  0.000004  0.000535   0.002125  0.000432
t630    0.001640  0.000148  0.000019  0.000810  0.000004  0.000535   0.002125  0.000432
t631    0.001640  0.000148  0.000019  0.000810  0.000004  0.000535   0.002125  0.000432
t632    0.001640  0.000148  0.000019  0.000811  0.000004  0.000535   0.002126  0.000432
t633    0.001640  0.000148  0.000019  0.000811  0.000004  0.000535   0.002126  0.000432
t634    0.001640  0.000148  0.000019  0.000811  0.000004  0.000535   0.002126  0.000432
t635    0.001640  0.000148  0.000019  0.000811  0.000004  0.000535   0.002126  0.000432
t636    0.001641  0.000148  0.000019  0.000811  0.000004  0.000535   0.002127  0.000432
t637    0.001641  0.000148  0.000019  0.000811  0.000004  0.000535   0.002127  0.000432
t638    0.001641  0.000148  0.000019  0.000811  0.000004  0.000535   0.002127  0.000432
t639    0.001641  0.000148  0.000019  0.000811  0.000004  0.000535   0.002128  0.000432
t640    0.001641  0.000148  0.000019  0.000812  0.000004  0.000534   0.002128  0.000432
t641    0.001641  0.000149  0.000019  0.000812  0.000004  0.000534   0.002128  0.000432
t642    0.001642  0.000149  0.000019  0.000812  0.000004  0.000534   0.002128  0.000432
t643    0.001642  0.000149  0.000019  0.000812  0.000004  0.000534   0.002129  0.000432
t644    0.001642  0.000149  0.000019  0.000812  0.000004  0.000534   0.002129  0.000432
t645    0.001642  0.000149  0.000019  0.000812  0.000004  0.000534   0.002129  0.000432
t646    0.001642  0.000149  0.000019  0.000812  0.000004  0.000534   0.002129  0.000432
t647    0.001642  0.000149  0.000019  0.000813  0.000004  0.000534   0.002130  0.000432
t648    0.001643  0.000149  0.000019  0.000813  0.000004  0.000534   0.002130  0.000431
t649    0.001643  0.000149  0.000019  0.000813  0.000004  0.000534   0.002130  0.000431
t650    0.001643  0.000149  0.000019  0.000813  0.000004  0.000534   0.002130  0.000431
t651    0.001643  0.000149  0.000019  0.000813  0.000004  0.000534   0.002131  0.000431
t652    0.001643  0.000149  0.000019  0.000813  0.000004  0.000534   0.002131  0.000431
t653    0.001644  0.000149  0.000019  0.000813  0.000004  0.000534   0.002131  0.000431
t654    0.001644  0.000149  0.000019  0.000813  0.000004  0.000534   0.002131  0.000431
t655    0.001644  0.000149  0.000019  0.000814  0.000004  0.000534   0.002132  0.000431
t656    0.001644  0.000149  0.000019  0.000814  0.000004  0.000534   0.002132  0.000431
t657    0.001644  0.000149  0.000019  0.000814  0.000004  0.000534   0.002132  0.000431
t658    0.001644  0.000149  0.000019  0.000814  0.000004  0.000533   0.002132  0.000431
t659    0.001645  0.000149  0.000019  0.000814  0.000004  0.000533   0.002133  0.000431
t660    0.001645  0.000149  0.000019  0.000814  0.000004  0.000533   0.002133  0.000431
t661    0.001645  0.000149  0.000019  0.000814  0.000004  0.000533   0.002133  0.000431
t662    0.001645  0.000149  0.000019  0.000814  0.000004  0.000533   0.002134  0.000431
t663    0.001645  0.000149  0.000019  0.000815  0.000004  0.000533   0.002134  0.000431
t664    0.001646  0.000149  0.000019  0.000815  0.000004  0.000533   0.002134  0.000431
t665    0.001646  0.000149  0.000019  0.000815  0.000004  0.000533   0.002134  0.000431
t666    0.001646  0.000149  0.000019  0.000815  0.000004  0.000533   0.002135  0.000431
t667    0.001646  0.000149  0.000019  0.000815  0.000004  0.000533   0.002135  0.000431
t668    0.001646  0.000149  0.000019  0.000815  0.000004  0.000533   0.002135  0.000431
t669    0.001646  0.000149  0.000019  0.000815  0.000004  0.000533   0.002135  0.000431
t670    0.001647  0.000149  0.000019  0.000815  0.000004  0.000533   0.002136  0.000431
t671    0.001647  0.000149  0.000019  0.000815  0.000004  0.000533   0.002136  0.000431
t672    0.001647  0.000149  0.000019  0.000816  0.000004  0.000533   0.002136  0.000430
t673    0.001647  0.000149  0.000019  0.000816  0.000004  0.000533   0.002136  0.000430
t674    0.001647  0.000149  0.000019  0.000816  0.000004  0.000533   0.002137  0.000430
t675    0.001648  0.000149  0.000019  0.000816  0.000004  0.000533   0.002137  0.000430
t676    0.001648  0.000149  0.000019  0.000816  0.000004  0.000533   0.002137  0.000430
t677    0.001648  0.000149  0.000019  0.000816  0.000004  0.000532   0.002137  0.000430
t678    0.001648  0.000149  0.000019  0.000816  0.000004  0.000532   0.002138  0.000430
t679    0.001648  0.000149  0.000019  0.000816  0.000004  0.000532   0.002138  0.000430
t680    0.001649  0.000149  0.000019  0.000817  0.000004  0.000532   0.002138  0.000430
t681    0.001649  0.000149  0.000019  0.000817  0.000004  0.000532   0.002138  0.000430
t682    0.001649  0.000149  0.000019  0.000817  0.000004  0.000532   0.002139  0.000430
t683    0.001649  0.000149  0.000019  0.000817  0.000004  0.000532   0.002139  0.000430
t684    0.001649  0.000149  0.000019  0.000817  0.000004  0.000532   0.002139  0.000430
t685    0.001650  0.000149  0.000019  0.000817  0.000004  0.000532   0.002139  0.000430
t686    0.001650  0.000149  0.000019  0.000817  0.000004  0.000532   0.002140  0.000430
t687    0.001650  0.000149  0.000019  0.000817  0.000004  0.000532   0.002140  0.000430
t688    0.001650  0.000149  0.000019  0.000818  0.000004  0.000532   0.002140  0.000430
t689    0.001650  0.000149  0.000019  0.000818  0.000004  0.000532   0.002140  0.000430
t690    0.001650  0.000149  0.000019  0.000818  0.000004  0.000532   0.002140  0.000430
t691    0.001651  0.000149  0.000019  0.000818  0.000004  0.000532   0.002141  0.000430
t692    0.001651  0.000149  0.000019  0.000818  0.000004  0.000532   0.002141  0.000430
t693    0.001651  0.000150  0.000019  0.000818  0.000004  0.000532   0.002141  0.000430
t694    0.001651  0.000150  0.000019  0.000818  0.000004  0.000532   0.002141  0.000430
t695    0.001651  0.000150  0.000019  0.000818  0.000004  0.000532   0.002142  0.000430
t696    0.001652  0.000150  0.000019  0.000819  0.000004  0.000532   0.002142  0.000430
t697    0.001652  0.000150  0.000019  0.000819  0.000004  0.000532   0.002142  0.000429
t698    0.001652  0.000150  0.000019  0.000819  0.000004  0.000532   0.002142  0.000429
t699    0.001652  0.000150  0.000019  0.000819  0.000004  0.000531   0.002143  0.000429
t700    0.001652  0.000150  0.000019  0.000819  0.000004  0.000531   0.002143  0.000429
t701    0.001653  0.000150  0.000019  0.000819  0.000004  0.000531   0.002143  0.000429
t702    0.001653  0.000150  0.000020  0.000819  0.000004  0.000531   0.002143  0.000429
t703    0.001653  0.000150  0.000020  0.000819  0.000004  0.000531   0.002144  0.000429
t704    0.001653  0.000150  0.000020  0.000819  0.000004  0.000531   0.002144  0.000429
t705    0.001653  0.000150  0.000020  0.000820  0.000004  0.000531   0.002144  0.000429
t706    0.001654  0.000150  0.000020  0.000820  0.000004  0.000531   0.002144  0.000429
t707    0.001654  0.000150  0.000020  0.000820  0.000004  0.000531   0.002145  0.000429
t708    0.001654  0.000150  0.000020  0.000820  0.000004  0.000531   0.002145  0.000429
t709    0.001654  0.000150  0.000020  0.000820  0.000004  0.000531   0.002145  0.000429
t710    0.001655  0.000150  0.000020  0.000820  0.000004  0.000531   0.002145  0.000429
t711    0.001655  0.000150  0.000020  0.000820  0.000004  0.000531   0.002146  0.000429
t712    0.001655  0.000150  0.000020  0.000820  0.000004  0.000531   0.002146  0.000429
t713    0.001655  0.000150  0.000020  0.000820  0.000004  0.000531   0.002146  0.000429
t714    0.001655  0.000150  0.000020  0.000821  0.000004  0.000531   0.002146  0.000429
t715    0.001656  0.000150  0.000020  0.000821  0.000004  0.000531   0.002146  0.000429
t716    0.001656  0.000150  0.000020  0.000821  0.000004  0.000531   0.002147  0.000429
t717    0.001656  0.000150  0.000020  0.000821  0.000004  0.000531   0.002147  0.000429
t718    0.001656  0.000150  0.000020  0.000821  0.000004  0.000531   0.002147  0.000429
t719    0.001656  0.000150  0.000020  0.000821  0.000004  0.000531   0.002147  0.000429
t720    0.001657  0.000150  0.000020  0.000821  0.000004  0.000531   0.002148  0.000429
t721    0.001657  0.000150  0.000020  0.000821  0.000004  0.000531   0.002148  0.000429
t722    0.001657  0.000150  0.000020  0.000822  0.000004  0.000531   0.002148  0.000428
t723    0.001657  0.000150  0.000020  0.000822  0.000004  0.000531   0.002148  0.000428
t724    0.001657  0.000150  0.000020  0.000822  0.000004  0.000530   0.002149  0.000428
t725    0.001658  0.000150  0.000020  0.000822  0.000004  0.000530   0.002149  0.000428
t726    0.001658  0.000150  0.000020  0.000822  0.000004  0.000530   0.002149  0.000428
t727    0.001658  0.000150  0.000020  0.000822  0.000004  0.000530   0.002149  0.000428
t728    0.001658  0.000150  0.000020  0.000822  0.000004  0.000530   0.002150  0.000428
t729    0.001658  0.000150  0.000020  0.000822  0.000004  0.000530   0.002150  0.000428
t730    0.001659  0.000150  0.000020  0.000822  0.000004  0.000530   0.002150  0.000428
t731    0.001659  0.000150  0.000020  0.000823  0.000004  0.000530   0.002150  0.000428
t732    0.001659  0.000150  0.000020  0.000823  0.000004  0.000530   0.002150  0.000428
t733    0.001659  0.000150  0.000020  0.000823  0.000004  0.000530   0.002151  0.000428
t734    0.001660  0.000150  0.000020  0.000823  0.000004  0.000530   0.002151  0.000428
t735    0.001660  0.000150  0.000020  0.000823  0.000004  0.000530   0.002151  0.000428
t736    0.001660  0.000150  0.000020  0.000823  0.000004  0.000530   0.002151  0.000428
t737    0.001660  0.000150  0.000020  0.000823  0.000004  0.000530   0.002152  0.000428
t738    0.001660  0.000150  0.000020  0.000823  0.000004  0.000530   0.002152  0.000428
t739    0.001661  0.000150  0.000020  0.000823  0.000004  0.000530   0.002152  0.000428
t740    0.001661  0.000150  0.000020  0.000824  0.000004  0.000530   0.002152  0.000428
t741    0.001661  0.000151  0.000020  0.000824  0.000004  0.000530   0.002152  0.000428
t742    0.001661  0.000151  0.000020  0.000824  0.000004  0.000530   0.002153  0.000428
t743    0.001661  0.000151  0.000020  0.000824  0.000004  0.000530   0.002153  0.000428
t744    0.001662  0.000151  0.000020  0.000824  0.000004  0.000530   0.002153  0.000428
t745    0.001662  0.000151  0.000020  0.000824  0.000004  0.000530   0.002153  0.000428
t746    0.001662  0.000151  0.000020  0.000824  0.000004  0.000530   0.002154  0.000428
t747    0.001662  0.000151  0.000020  0.000824  0.000004  0.000530   0.002154  0.000428
t748    0.001663  0.000151  0.000020  0.000824  0.000004  0.000530   0.002154  0.000427
t749    0.001663  0.000151  0.000020  0.000825  0.000004  0.000530   0.002154  0.000427
t750    0.001663  0.000151  0.000020  0.000825  0.000004  0.000530   0.002155  0.000427
t751    0.001663  0.000151  0.000020  0.000825  0.000004  0.000530   0.002155  0.000427
t752    0.001663  0.000151  0.000020  0.000825  0.000004  0.000530   0.002155  0.000427
t753    0.001664  0.000151  0.000020  0.000825  0.000004  0.000529   0.002155  0.000427
t754    0.001664  0.000151  0.000020  0.000825  0.000004  0.000529   0.002155  0.000427
t755    0.001664  0.000151  0.000020  0.000825  0.000004  0.000529   0.002156  0.000427
t756    0.001664  0.000151  0.000020  0.000825  0.000004  0.000529   0.002156  0.000427
t757    0.001665  0.000151  0.000020  0.000825  0.000004  0.000529   0.002156  0.000427
t758    0.001665  0.000151  0.000020  0.000826  0.000004  0.000529   0.002156  0.000427
t759    0.001665  0.000151  0.000020  0.000826  0.000004  0.000529   0.002157  0.000427
t760    0.001665  0.000151  0.000020  0.000826  0.000004  0.000529   0.002157  0.000427
t761    0.001665  0.000151  0.000020  0.000826  0.000004  0.000529   0.002157  0.000427
t762    0.001666  0.000151  0.000020  0.000826  0.000004  0.000529   0.002157  0.000427
t763    0.001666  0.000151  0.000020  0.000826  0.000004  0.000529   0.002157  0.000427
t764    0.001666  0.000151  0.000020  0.000826  0.000004  0.000529   0.002158  0.000427
t765    0.001666  0.000151  0.000020  0.000826  0.000004  0.000529   0.002158  0.000427
t766    0.001666  0.000151  0.000020  0.000826  0.000004  0.000529   0.002158  0.000427
t767    0.001667  0.000151  0.000020  0.000827  0.000004  0.000529   0.002158  0.000427
t768    0.001667  0.000151  0.000020  0.000827  0.000004  0.000529   0.002158  0.000427
t769    0.001667  0.000151  0.000020  0.000827  0.000004  0.000529   0.002159  0.000427
t770    0.001667  0.000151  0.000020  0.000827  0.000004  0.000529   0.002159  0.000427
t771    0.001668  0.000151  0.000020  0.000827  0.000004  0.000529   0.002159  0.000427
t772    0.001668  0.000151  0.000020  0.000827  0.000004  0.000529   0.002159  0.000427
t773    0.001668  0.000151  0.000020  0.000827  0.000004  0.000529   0.002160  0.000427
t774    0.001668  0.000151  0.000020  0.000827  0.000004  0.000529   0.002160  0.000427
t775    0.001668  0.000151  0.000020  0.000827  0.000004  0.000529   0.002160  0.000426
t776    0.001669  0.000151  0.000020  0.000828  0.000004  0.000529   0.002160  0.000426
t777    0.001669  0.000151  0.000020  0.000828  0.000004  0.000529   0.002160  0.000426
t778    0.001669  0.000151  0.000020  0.000828  0.000004  0.000529   0.002161  0.000426
t779    0.001669  0.000151  0.000020  0.000828  0.000004  0.000529   0.002161  0.000426
t780    0.001670  0.000151  0.000020  0.000828  0.000004  0.000529   0.002161  0.000426
t781    0.001670  0.000151  0.000020  0.000828  0.000004  0.000529   0.002161  0.000426
t782    0.001670  0.000151  0.000020  0.000828  0.000004  0.000529   0.002162  0.000426
t783    0.001670  0.000151  0.000020  0.000828  0.000004  0.000529   0.002162  0.000426
t784    0.001671  0.000151  0.000020  0.000828  0.000004  0.000529   0.002162  0.000426
t785    0.001671  0.000151  0.000020  0.000829  0.000004  0.000529   0.002162  0.000426
t786    0.001671  0.000152  0.000020  0.000829  0.000004  0.000529   0.002162  0.000426
t787    0.001671  0.000152  0.000020  0.000829  0.000004  0.000529   0.002163  0.000426
t788    0.001671  0.000152  0.000020  0.000829  0.000004  0.000529   0.002163  0.000426
t789    0.001672  0.000152  0.000020  0.000829  0.000004  0.000528   0.002163  0.000426
t790    0.001672  0.000152  0.000020  0.000829  0.000004  0.000528   0.002163  0.000426
t791    0.001672  0.000152  0.000020  0.000829  0.000004  0.000528   0.002163  0.000426
t792    0.001672  0.000152  0.000020  0.000829  0.000004  0.000528   0.002164  0.000426
t793    0.001673  0.000152  0.000020  0.000829  0.000004  0.000528   0.002164  0.000426
t794    0.001673  0.000152  0.000020  0.000830  0.000004  0.000528   0.002164  0.000426
t795    0.001673  0.000152  0.000020  0.000830  0.000004  0.000528   0.002164  0.000426
t796    0.001673  0.000152  0.000020  0.000830  0.000004  0.000528   0.002165  0.000426
t797    0.001673  0.000152  0.000020  0.000830  0.000004  0.000528   0.002165  0.000426
t798    0.001674  0.000152  0.000020  0.000830  0.000004  0.000528   0.002165  0.000426
t799    0.001674  0.000152  0.000020  0.000830  0.000004  0.000528   0.002165  0.000426
t800    0.001674  0.000152  0.000020  0.000830  0.000004  0.000528   0.002165  0.000426
t801    0.001674  0.000152  0.000020  0.000830  0.000004  0.000528   0.002166  0.000426
t802    0.001675  0.000152  0.000020  0.000830  0.000004  0.000528   0.002166  0.000425
t803    0.001675  0.000152  0.000020  0.000830  0.000004  0.000528   0.002166  0.000425
t804    0.001675  0.000152  0.000020  0.000831  0.000004  0.000528   0.002166  0.000425
t805    0.001675  0.000152  0.000020  0.000831  0.000004  0.000528   0.002166  0.000425
t806    0.001676  0.000152  0.000020  0.000831  0.000004  0.000528   0.002167  0.000425
t807    0.001676  0.000152  0.000020  0.000831  0.000004  0.000528   0.002167  0.000425
t808    0.001676  0.000152  0.000020  0.000831  0.000004  0.000528   0.002167  0.000425
t809    0.001676  0.000152  0.000020  0.000831  0.000004  0.000528   0.002167  0.000425
t810    0.001676  0.000152  0.000020  0.000831  0.000004  0.000528   0.002167  0.000425
t811    0.001677  0.000152  0.000020  0.000831  0.000004  0.000528   0.002168  0.000425
t812    0.001677  0.000152  0.000020  0.000831  0.000004  0.000528   0.002168  0.000425
t813    0.001677  0.000152  0.000020  0.000832  0.000004  0.000528   0.002168  0.000425
t814    0.001677  0.000152  0.000020  0.000832  0.000004  0.000528   0.002168  0.000425
t815    0.001678  0.000152  0.000020  0.000832  0.000004  0.000528   0.002168  0.000425
t816    0.001678  0.000152  0.000020  0.000832  0.000004  0.000528   0.002169  0.000425
t817    0.001678  0.000152  0.000020  0.000832  0.000004  0.000528   0.002169  0.000425
t818    0.001678  0.000152  0.000020  0.000832  0.000004  0.000528   0.002169  0.000425
t819    0.001679  0.000152  0.000020  0.000832  0.000004  0.000528   0.002169  0.000425
t820    0.001679  0.000152  0.000020  0.000832  0.000004  0.000528   0.002170  0.000425
t821    0.001679  0.000152  0.000020  0.000832  0.000004  0.000528   0.002170  0.000425
t822    0.001679  0.000152  0.000020  0.000832  0.000004  0.000528   0.002170  0.000425
t823    0.001679  0.000152  0.000020  0.000833  0.000004  0.000528   0.002170  0.000425
t824    0.001680  0.000152  0.000020  0.000833  0.000004  0.000528   0.002170  0.000425
t825    0.001680  0.000152  0.000020  0.000833  0.000004  0.000528   0.002171  0.000425
t826    0.001680  0.000152  0.000020  0.000833  0.000004  0.000528   0.002171  0.000425
t827    0.001680  0.000152  0.000020  0.000833  0.000004  0.000528   0.002171  0.000425
t828    0.001681  0.000152  0.000020  0.000833  0.000004  0.000528   0.002171  0.000425
t829    0.001681  0.000153  0.000020  0.000833  0.000004  0.000528   0.002171  0.000425
t830    0.001681  0.000153  0.000020  0.000833  0.000004  0.000528   0.002172  0.000425
t831    0.001681  0.000153  0.000020  0.000833  0.000004  0.000528   0.002172  0.000424
t832    0.001682  0.000153  0.000020  0.000834  0.000004  0.000528   0.002172  0.000424
t833    0.001682  0.000153  0.000020  0.000834  0.000004  0.000528   0.002172  0.000424
t834    0.001682  0.000153  0.000020  0.000834  0.000004  0.000528   0.002172  0.000424
t835    0.001682  0.000153  0.000020  0.000834  0.000004  0.000528   0.002173  0.000424
t836    0.001682  0.000153  0.000020  0.000834  0.000004  0.000527   0.002173  0.000424
t837    0.001683  0.000153  0.000020  0.000834  0.000004  0.000527   0.002173  0.000424
t838    0.001683  0.000153  0.000020  0.000834  0.000004  0.000527   0.002173  0.000424
t839    0.001683  0.000153  0.000020  0.000834  0.000004  0.000527   0.002173  0.000424
t840    0.001683  0.000153  0.000020  0.000834  0.000004  0.000527   0.002174  0.000424
t841    0.001684  0.000153  0.000020  0.000834  0.000004  0.000527   0.002174  0.000424
t842    0.001684  0.000153  0.000020  0.000835  0.000004  0.000527   0.002174  0.000424
t843    0.001684  0.000153  0.000020  0.000835  0.000004  0.000527   0.002174  0.000424
t844    0.001684  0.000153  0.000020  0.000835  0.000004  0.000527   0.002174  0.000424
t845    0.001685  0.000153  0.000020  0.000835  0.000004  0.000527   0.002175  0.000424
t846    0.001685  0.000153  0.000020  0.000835  0.000004  0.000527   0.002175  0.000424
t847    0.001685  0.000153  0.000020  0.000835  0.000004  0.000527   0.002175  0.000424
t848    0.001685  0.000153  0.000020  0.000835  0.000004  0.000527   0.002175  0.000424
t849    0.001685  0.000153  0.000020  0.000835  0.000004  0.000527   0.002175  0.000424
t850    0.001686  0.000153  0.000020  0.000835  0.000004  0.000527   0.002176  0.000424
t851    0.001686  0.000153  0.000020  0.000835  0.000004  0.000527   0.002176  0.000424
t852    0.001686  0.000153  0.000020  0.000836  0.000004  0.000527   0.002176  0.000424
t853    0.001686  0.000153  0.000020  0.000836  0.000004  0.000527   0.002176  0.000424
t854    0.001687  0.000153  0.000020  0.000836  0.000004  0.000527   0.002176  0.000424
t855    0.001687  0.000153  0.000020  0.000836  0.000004  0.000527   0.002177  0.000424
t856    0.001687  0.000153  0.000020  0.000836  0.000004  0.000527   0.002177  0.000424
t857    0.001687  0.000153  0.000020  0.000836  0.000004  0.000527   0.002177  0.000424
t858    0.001688  0.000153  0.000020  0.000836  0.000004  0.000527   0.002177  0.000424
t859    0.001688  0.000153  0.000020  0.000836  0.000004  0.000527   0.002177  0.000424
t860    0.001688  0.000153  0.000020  0.000836  0.000004  0.000527   0.002178  0.000423
t861    0.001688  0.000153  0.000020  0.000836  0.000004  0.000527   0.002178  0.000423
t862    0.001689  0.000153  0.000020  0.000837  0.000004  0.000527   0.002178  0.000423
t863    0.001689  0.000153  0.000020  0.000837  0.000004  0.000527   0.002178  0.000423
t864    0.001689  0.000153  0.000020  0.000837  0.000004  0.000527   0.002178  0.000423
t865    0.001689  0.000153  0.000020  0.000837  0.000004  0.000527   0.002179  0.000423
t866    0.001689  0.000153  0.000020  0.000837  0.000004  0.000527   0.002179  0.000423
t867    0.001690  0.000153  0.000020  0.000837  0.000004  0.000527   0.002179  0.000423
t868    0.001690  0.000153  0.000020  0.000837  0.000004  0.000527   0.002179  0.000423
t869    0.001690  0.000153  0.000020  0.000837  0.000004  0.000527   0.002179  0.000423
t870    0.001690  0.000153  0.000020  0.000837  0.000004  0.000527   0.002180  0.000423
t871    0.001691  0.000153  0.000020  0.000837  0.000004  0.000527   0.002180  0.000423
t872    0.001691  0.000154  0.000020  0.000838  0.000004  0.000527   0.002180  0.000423
t873    0.001691  0.000154  0.000020  0.000838  0.000004  0.000527   0.002180  0.000423
t874    0.001691  0.000154  0.000020  0.000838  0.000004  0.000527   0.002180  0.000423
t875    0.001692  0.000154  0.000020  0.000838  0.000004  0.000527   0.002180  0.000423
t876    0.001692  0.000154  0.000020  0.000838  0.000004  0.000527   0.002181  0.000423
t877    0.001692  0.000154  0.000020  0.000838  0.000004  0.000527   0.002181  0.000423
t878    0.001692  0.000154  0.000020  0.000838  0.000004  0.000527   0.002181  0.000423
t879    0.001692  0.000154  0.000020  0.000838  0.000004  0.000527   0.002181  0.000423
t880    0.001693  0.000154  0.000020  0.000838  0.000004  0.000527   0.002181  0.000423
t881    0.001693  0.000154  0.000020  0.000838  0.000004  0.000527   0.002182  0.000423
t882    0.001693  0.000154  0.000020  0.000839  0.000004  0.000527   0.002182  0.000423
t883    0.001693  0.000154  0.000020  0.000839  0.000004  0.000527   0.002182  0.000423
t884    0.001694  0.000154  0.000020  0.000839  0.000004  0.000527   0.002182  0.000423
t885    0.001694  0.000154  0.000020  0.000839  0.000004  0.000527   0.002182  0.000423
